,kingfish_male,kingfish_female,tuple,average_male,average_female,female-male
0,0.6509958,0.52043736,"('unsociable', 'sociable')",0.6509958,0.5204374,-0.1305584
1,-0.5017666,-0.5389175,"('unfriendly', 'friendly')",-0.5017666,-0.5389175,-0.0371509
2,0.47571203,0.5328886,"('unlikable', 'likable')",0.475712,0.5328886,0.0571766
3,-0.64692,-0.54179615,"('repellent', 'pleasant')",-0.64692,-0.5417961,0.1051239
4,-3.2106156,-3.3437445,"('disliked', 'liked')",-3.2106156,-3.3437445,-0.1331289
5,-1.5777684,-1.6024774,"('distant', 'outgoing')",-1.5777684,-1.6024774,-0.024709
6,-1.7342587,-1.7541138,"('distant', 'open')",-1.7342587,-1.7541138,-0.0198551
7,0.20762108,0.18083787,"('insensitive', 'sensitive')",0.2076211,0.1808379,-0.0267832
8,-0.19534856,-0.21919367,"('unaffectionate', 'affectionate')",-0.1953486,-0.2191937,-0.0238451
9,0.0641645,0.103391245,"('unaffectionate', 'caring')",0.0641645,0.1033912,0.0392267
10,-0.112486765,-0.102402,"('unsympathetic', 'sympathetic')",-0.1124868,-0.102402,0.0100848
11,1.2066834,1.2223887,"('unhelpful', 'helpful')",1.2066834,1.2223887,0.0157053
12,-0.98774123,-0.9501565,"('unsupportive', 'supportive')",-0.9877412,-0.9501565,0.0375847
13,0.7034091,0.6183823,"('impolite', 'polite')",0.7034091,0.6183823,-0.0850268
14,0.88372326,0.8158609,"('antisocial', 'social')",0.8837233,0.8158609,-0.0678624
15,0.29559645,0.1713474,"('boring', 'funny')",0.2955965,0.1713474,-0.1242491
16,-0.0026185364,-0.020274179,"('unpopular', 'popular')",-0.0026185,-0.0202742,-0.0176557
17,-0.3477189,-0.37344414,"('nasty', 'nice')",-0.3477189,-0.3734441,-0.0257252
18,-0.54580885,-0.64133257,"('disagreeable', 'welcoming')",-0.5458089,-0.6413326,-0.0955237
19,-1.0857306,-1.041874,"('inhospitable', 'hospitable')",-1.0857306,-1.0418741,0.0438565
20,-0.19637068,-0.20385669,"('rough', 'thoughtful')",-0.1963707,-0.2038567,-0.007486
21,0.23595814,0.2369328,"('immoral', 'moral')",0.2359581,0.2369328,0.0009747
22,-0.52064484,-0.6024788,"('untrustworthy', 'trustworthy')",-0.5206448,-0.6024788,-0.081834
23,3.2750695,3.2987719,"('insincere', 'sincere')",3.2750695,3.2987719,0.0237024
24,0.51979566,0.5223301,"('dishonest', 'honest')",0.5197957,0.5223301,0.0025344
25,0.3776584,0.37911478,"('egoistic', 'altruistic')",0.3776584,0.3791148,0.0014564
26,-0.33116192,-0.46442175,"('hardhearted', 'benevolent')",-0.3311619,-0.4644217,-0.1332598
27,-0.58920074,-0.5594265,"('hardhearted', 'softhearted')",-0.5892007,-0.5594265,0.0297742
28,0.9120929,0.8656517,"('disloyal', 'loyal')",0.9120929,0.8656517,-0.0464412
29,-0.8582564,-0.9189551,"('unfair', 'fair')",-0.8582564,-0.9189551,-0.0606987
30,1.2261825,1.1630437,"('intolerant', 'tolerant')",1.2261825,1.1630437,-0.0631388
31,-1.8862103,-1.9090182,"('evil', 'good')",-1.8862103,-1.9090182,-0.0228079
32,0.2967944,0.18396008,"('unkind', 'kind')",0.2967944,0.1839601,-0.1128343
33,0.109927274,0.01857737,"('wrong', 'right')",0.1099273,0.0185774,-0.0913499
34,1.8764309,2.0522082,"('mean', 'honorable')",1.8764309,2.0522082,0.1757773
35,-0.93560684,-0.96541244,"('corrupt', 'incorrupt')",-0.9356068,-0.9654124,-0.0298056
36,-1.3479372,-1.4007866,"('hostile', 'amicable')",-1.3479372,-1.4007866,-0.0528494
37,0.14103961,0.09602669,"('fake', 'genuine')",0.1410396,0.0960267,-0.0450129
38,0.36244848,0.334555,"('untruthful', 'truthful')",0.3624485,0.334555,-0.0278935
39,1.0615857,1.1164863,"('exploitative', 'cooperative')",1.0615857,1.1164863,0.0549006
40,-1.941573,-1.9066324,"('stingy', 'generous')",-1.941573,-1.9066324,0.0349406
41,0.28255042,0.21435833,"('unforgiving', 'forgiving')",0.2825504,0.2143583,-0.0681921
42,-1.277908,-1.3926164,"('unreliable', 'reliable')",-1.277908,-1.3926164,-0.1147084
43,0.63336945,0.5499591,"('irresponsible', 'responsible')",0.6333694,0.5499591,-0.0834103
44,-0.9242928,-0.94678485,"('prejudiced', 'unprejudiced')",-0.9242928,-0.9467849,-0.0224921
45,0.44628876,0.41503602,"('incompetent', 'competent')",0.4462888,0.415036,-0.0312528
46,-0.1010629,-0.09136823,"('uncompetitive', 'competitive')",-0.1010629,-0.0913682,0.0096947
47,2.382465,2.5152044,"('stupid', 'smart')",2.3824649,2.5152044,0.1327395
48,0.68138766,0.7269308,"('unintelligent', 'intelligent')",0.6813877,0.7269308,0.0455431
49,0.09111577,0.117399156,"('unable', 'able')",0.0911158,0.1173992,0.0262834
50,0.10845304,0.029078998,"('clumsy', 'skillful')",0.108453,0.029079,-0.079374
51,0.5043535,0.4596429,"('uneducated', 'educated')",0.5043535,0.4596429,-0.0447106
52,-0.8711375,-0.95145404,"('irrational', 'rational')",-0.8711375,-0.951454,-0.0803165
53,-1.042779,-1.0430954,"('uncreative', 'creative')",-1.042779,-1.0430954,-0.0003164
54,-0.19732031,-0.14501867,"('incapable', 'capable')",-0.1973203,-0.1450187,0.0523016
55,1.3718256,1.3202571,"('incompetent', 'clever')",1.3718256,1.3202571,-0.0515685
56,1.3790461,1.3013717,"('impractical', 'practical')",1.3790461,1.3013717,-0.0776744
57,-2.018367,-2.1422334,"('unimaginative', 'imaginative')",-2.0183671,-2.1422334,-0.1238663
58,-0.8920729,-0.992498,"('undiscriminating', 'discriminating')",-0.8920729,-0.992498,-0.1004251
59,-0.036581904,-0.07501924,"('foolish', 'wise')",-0.0365819,-0.0750192,-0.0384373
60,1.4363034,1.4759016,"('inefficient', 'efficient')",1.4363034,1.4759016,0.0395982
61,-0.1533566,-0.2262059,"('illogical', 'logical')",-0.1533566,-0.2262059,-0.0728493
62,1.7111342,1.8084224,"('incompetent', 'brilliant')",1.7111342,1.8084224,0.0972882
63,0.06921818,0.053247176,"('unperceptive', 'insightful')",0.0692182,0.0532472,-0.015971
64,-2.7312114,-2.8704193,"('shy', 'confident')",-2.7312114,-2.8704193,-0.1392079
65,0.55248404,0.57461363,"('insecure', 'secure')",0.552484,0.5746136,0.0221296
66,-0.9439795,-0.9450686,"('inactive', 'active')",-0.9439795,-0.9450686,-0.0010891
67,1.0273346,0.939357,"('doubtful', 'determined')",1.0273346,0.939357,-0.0879776
68,-0.4975336,-0.5520785,"('dependent', 'independent')",-0.4975336,-0.5520785,-0.0545449
69,-1.2640947,-1.2183613,"('lazy', 'industrious')",-1.2640947,-1.2183613,0.0457334
70,0.089839675,0.045686226,"('lethargic', 'energetic')",0.0898397,0.0456862,-0.0441535
71,0.17694944,0.21587805,"('diffident', 'self-confident')",0.1769494,0.2158781,0.0389287
72,-0.09176239,-0.033546127,"('unambitious', 'ambitious')",-0.0917624,-0.0335461,0.0582163
73,-1.5339298,-1.537595,"('helpless', 'self-reliant')",-1.5339298,-1.537595,-0.0036652
74,0.11757195,-0.0005872948,"('undedicated', 'dedicated')",0.1175719,-0.0005873,-0.1181592
75,-0.51579887,-0.49801627,"('meek', 'impulsive')",-0.5157989,-0.4980163,0.0177826
76,0.50687444,0.5336489,"('anxious', 'daring')",0.5068744,0.5336489,0.0267745
77,-0.2981997,-0.21292794,"('unmotivated', 'motivated')",-0.2981997,-0.2129279,0.0852718
78,-0.01449048,0.04831099,"('nonresilient', 'resilient')",-0.0144905,0.048311,0.0628015
79,-0.6264643,-0.64088446,"('wavering', 'unwavering')",-0.6264643,-0.6408845,-0.0144202
80,0.61296564,0.6502775,"('dominated', 'dominating')",0.6129656,0.6502775,0.0373119
81,1.0135865,1.0476745,"('submissive', 'aggressive')",1.0135865,1.0476745,0.034088
82,2.5861533,2.702004,"('poor', 'rich')",2.5861533,2.702004,0.1158507
83,0.25805435,0.18401185,"('powerless', 'powerful')",0.2580543,0.1840118,-0.0740425
84,0.37132266,0.4017356,"('inferior', 'superior')",0.3713227,0.4017356,0.0304129
85,-1.4829131,-1.509847,"('insignificant', 'prestigious')",-1.4829131,-1.509847,-0.0269339
86,-0.27385366,-0.3757809,"('uninfluential', 'influential')",-0.2738537,-0.3757809,-0.1019272
87,0.55176336,0.66905653,"('unsuccessful', 'successful')",0.5517634,0.6690565,0.1172931
88,-0.41403094,-0.51713973,"('low', 'eminent')",-0.4140309,-0.5171397,-0.1031088
