,prince_male,prince_female,tuple,average_male,average_female,female-male
0,0.15914793,0.0794248,"('unsociable', 'sociable')",0.1591479,0.0794248,-0.0797231
1,1.1308184,1.0353976,"('unfriendly', 'friendly')",1.1308184,1.0353976,-0.0954208
2,0.53526795,0.6477396,"('unlikable', 'likable')",0.5352679,0.6477396,0.1124717
3,0.7802591,0.815051,"('repellent', 'pleasant')",0.7802591,0.815051,0.0347919
4,-6.9464874,-7.045815,"('disliked', 'liked')",-6.9464874,-7.045815,-0.0993276
5,-0.10663201,-0.08776949,"('distant', 'outgoing')",-0.106632,-0.0877695,0.0188625
6,0.06356248,0.06457259,"('distant', 'open')",0.0635625,0.0645726,0.0010101
7,0.506922,0.5438705,"('insensitive', 'sensitive')",0.506922,0.5438705,0.0369485
8,1.1807091,1.1184977,"('unaffectionate', 'affectionate')",1.1807091,1.1184977,-0.0622114
9,1.735527,1.7872906,"('unaffectionate', 'caring')",1.735527,1.7872906,0.0517636
10,1.075229,1.180418,"('unsympathetic', 'sympathetic')",1.075229,1.180418,0.105189
11,1.9348822,2.0277684,"('unhelpful', 'helpful')",1.9348822,2.0277684,0.0928862
12,-1.6011333,-1.5670534,"('unsupportive', 'supportive')",-1.6011333,-1.5670534,0.0340799
13,0.20756306,0.27222478,"('impolite', 'polite')",0.2075631,0.2722248,0.0646617
14,-0.11525723,-0.23652202,"('antisocial', 'social')",-0.1152572,-0.236522,-0.1212648
15,0.40312958,0.33685547,"('boring', 'funny')",0.4031296,0.3368555,-0.0662741
16,-0.16617677,-0.13705398,"('unpopular', 'popular')",-0.1661768,-0.137054,0.0291228
17,-0.031341594,-0.04796372,"('nasty', 'nice')",-0.0313416,-0.0479637,-0.0166221
18,-0.49502617,-0.63170004,"('disagreeable', 'welcoming')",-0.4950262,-0.6317,-0.1366738
19,-0.5386376,-0.44611478,"('inhospitable', 'hospitable')",-0.5386376,-0.4461148,0.0925228
20,0.49563253,0.34980163,"('rough', 'thoughtful')",0.4956325,0.3498016,-0.1458309
21,0.013960529,0.11014289,"('immoral', 'moral')",0.0139605,0.1101429,0.0961824
22,-0.2570973,-0.28099293,"('untrustworthy', 'trustworthy')",-0.2570973,-0.2809929,-0.0238956
23,6.1984377,6.225335,"('insincere', 'sincere')",6.1984377,6.2253351,0.0268974
24,1.6213206,1.6158694,"('dishonest', 'honest')",1.6213206,1.6158694,-0.0054512
25,0.57659346,0.4920629,"('egoistic', 'altruistic')",0.5765935,0.4920629,-0.0845306
26,0.296299,0.18515944,"('hardhearted', 'benevolent')",0.296299,0.1851594,-0.1111396
27,1.5715464,1.3643743,"('hardhearted', 'softhearted')",1.5715464,1.3643743,-0.2071721
28,1.1902019,1.1779248,"('disloyal', 'loyal')",1.1902019,1.1779248,-0.0122771
29,-0.597497,-0.6944326,"('unfair', 'fair')",-0.597497,-0.6944326,-0.0969356
30,0.8477058,0.8846695,"('intolerant', 'tolerant')",0.8477058,0.8846695,0.0369637
31,-1.4745251,-1.5575806,"('evil', 'good')",-1.4745251,-1.5575806,-0.0830555
32,1.0801287,1.1076261,"('unkind', 'kind')",1.0801287,1.1076261,0.0274974
33,-0.32966694,-0.31040868,"('wrong', 'right')",-0.3296669,-0.3104087,0.0192582
34,4.7015724,4.8787246,"('mean', 'honorable')",4.7015724,4.8787246,0.1771522
35,-0.9234395,-1.1039984,"('corrupt', 'incorrupt')",-0.9234395,-1.1039984,-0.1805589
36,-0.88009506,-0.94890445,"('hostile', 'amicable')",-0.8800951,-0.9489045,-0.0688094
37,0.5832441,0.62564844,"('fake', 'genuine')",0.5832441,0.6256484,0.0424043
38,-0.10074468,0.007662475,"('untruthful', 'truthful')",-0.1007447,0.0076625,0.1084072
39,-0.01942857,-0.029552743,"('exploitative', 'cooperative')",-0.0194286,-0.0295527,-0.0101241
40,-1.6499308,-1.8550558,"('stingy', 'generous')",-1.6499308,-1.8550558,-0.205125
41,-0.024378555,0.024623297,"('unforgiving', 'forgiving')",-0.0243786,0.0246233,0.0490019
42,-2.231945,-2.2455363,"('unreliable', 'reliable')",-2.231945,-2.2455363,-0.0135913
43,1.282814,1.329124,"('irresponsible', 'responsible')",1.282814,1.329124,0.04631
44,-1.2037774,-1.2411419,"('prejudiced', 'unprejudiced')",-1.2037774,-1.2411419,-0.0373645
45,0.03342551,0.084356695,"('incompetent', 'competent')",0.0334255,0.0843567,0.0509312
46,-0.5334961,-0.45988017,"('uncompetitive', 'competitive')",-0.5334961,-0.4598802,0.0736159
47,5.2283955,5.444065,"('stupid', 'smart')",5.2283955,5.4440651,0.2156696
48,0.6775462,0.5706845,"('unintelligent', 'intelligent')",0.6775462,0.5706845,-0.1068617
49,0.31747657,0.4240666,"('unable', 'able')",0.3174766,0.4240666,0.10659
50,-0.122675285,-0.16718565,"('clumsy', 'skillful')",-0.1226753,-0.1671856,-0.0445103
51,0.32710344,0.34944963,"('uneducated', 'educated')",0.3271034,0.3494496,0.0223462
52,-0.51394403,-0.6473954,"('irrational', 'rational')",-0.513944,-0.6473954,-0.1334514
53,0.15301715,0.15066439,"('uncreative', 'creative')",0.1530171,0.1506644,-0.0023527
54,0.92796004,1.1242412,"('incapable', 'capable')",0.92796,1.1242412,0.1962812
55,0.7994865,0.76427686,"('incompetent', 'clever')",0.7994865,0.7642769,-0.0352096
56,0.64200836,0.68239504,"('impractical', 'practical')",0.6420084,0.682395,0.0403866
57,-2.9226482,-2.8041813,"('unimaginative', 'imaginative')",-2.9226482,-2.8041813,0.1184669
58,-0.36489514,-0.34436777,"('undiscriminating', 'discriminating')",-0.3648951,-0.3443678,0.0205273
59,0.19572887,0.21885186,"('foolish', 'wise')",0.1957289,0.2188519,0.023123
60,0.6881547,0.7823609,"('inefficient', 'efficient')",0.6881547,0.7823609,0.0942062
61,0.13430405,-0.027413078,"('illogical', 'logical')",0.134304,-0.0274131,-0.1617171
62,1.1853857,1.300539,"('incompetent', 'brilliant')",1.1853857,1.300539,0.1151533
63,0.41204882,0.47954065,"('unperceptive', 'insightful')",0.4120488,0.4795406,0.0674918
64,-5.9397135,-5.958934,"('shy', 'confident')",-5.9397135,-5.9589338,-0.0192203
65,0.42338073,0.43304127,"('insecure', 'secure')",0.4233807,0.4330413,0.0096606
66,-0.23140065,-0.26604766,"('inactive', 'active')",-0.2314007,-0.2660477,-0.034647
67,-0.2776224,-0.1742732,"('doubtful', 'determined')",-0.2776224,-0.1742732,0.1033492
