,gel_male,gel_female,tuple,average_male,average_female,female-male
0,0.11616847,-0.069707,"('unsociable', 'sociable')",0.1161685,-0.069707,-0.1858755
1,1.29426,1.363238,"('unfriendly', 'friendly')",1.29426,1.363238,0.068978
2,0.53562135,0.698533,"('unlikable', 'likable')",0.5356213,0.698533,0.1629117
3,0.68126374,0.7403155,"('repellent', 'pleasant')",0.6812637,0.7403155,0.0590518
4,-7.2261047,-7.166815,"('disliked', 'liked')",-7.2261047,-7.1668148,0.0592899
5,-0.15391468,0.05529397,"('distant', 'outgoing')",-0.1539147,0.055294,0.2092087
6,0.20484395,0.37168714,"('distant', 'open')",0.204844,0.3716871,0.1668431
7,0.6137677,0.6452907,"('insensitive', 'sensitive')",0.6137677,0.6452907,0.031523
8,1.1144702,1.1593637,"('unaffectionate', 'affectionate')",1.1144702,1.1593637,0.0448935
9,1.6058177,1.7029794,"('unaffectionate', 'caring')",1.6058177,1.7029794,0.0971617
10,1.0420549,1.0182272,"('unsympathetic', 'sympathetic')",1.0420549,1.0182272,-0.0238277
11,2.0130732,2.0799472,"('unhelpful', 'helpful')",2.0130732,2.0799472,0.066874
12,-1.6499697,-1.5790076,"('unsupportive', 'supportive')",-1.6499697,-1.5790076,0.0709621
13,0.27990294,0.22607131,"('impolite', 'polite')",0.2799029,0.2260713,-0.0538316
14,-0.13741472,-0.3256374,"('antisocial', 'social')",-0.1374147,-0.3256374,-0.1882227
15,0.85330594,0.8719362,"('boring', 'funny')",0.8533059,0.8719362,0.0186303
16,0.08453545,0.14595358,"('unpopular', 'popular')",0.0845354,0.1459536,0.0614182
17,-0.10207539,-0.07765867,"('nasty', 'nice')",-0.1020754,-0.0776587,0.0244167
18,-0.3708987,-0.43835184,"('disagreeable', 'welcoming')",-0.3708987,-0.4383518,-0.0674531
19,-0.37804097,-0.2083827,"('inhospitable', 'hospitable')",-0.378041,-0.2083827,0.1696583
20,0.7409967,0.6171323,"('rough', 'thoughtful')",0.7409967,0.6171323,-0.1238644
21,-0.07148048,-0.01276812,"('immoral', 'moral')",-0.0714805,-0.0127681,0.0587124
22,-0.40970704,-0.3973768,"('untrustworthy', 'trustworthy')",-0.409707,-0.3973768,0.0123302
23,6.6614256,6.682264,"('insincere', 'sincere')",6.6614256,6.6822639,0.0208383
24,1.8048182,1.832799,"('dishonest', 'honest')",1.8048182,1.832799,0.0279808
25,0.5103901,0.4304058,"('egoistic', 'altruistic')",0.5103901,0.4304058,-0.0799843
26,0.5365508,0.3769248,"('hardhearted', 'benevolent')",0.5365508,0.3769248,-0.159626
27,1.5093623,1.3287324,"('hardhearted', 'softhearted')",1.5093623,1.3287324,-0.1806299
28,0.95294034,0.9210836,"('disloyal', 'loyal')",0.9529403,0.9210836,-0.0318567
29,-0.56468946,-0.59745646,"('unfair', 'fair')",-0.5646895,-0.5974565,-0.032767
30,1.0745406,0.9707686,"('intolerant', 'tolerant')",1.0745406,0.9707686,-0.103772
31,-1.243544,-1.0988942,"('evil', 'good')",-1.243544,-1.0988942,0.1446498
32,1.031712,1.0587364,"('unkind', 'kind')",1.0317121,1.0587364,0.0270243
33,-0.33678025,-0.3035447,"('wrong', 'right')",-0.3367803,-0.3035447,0.0332356
34,4.6278205,4.873083,"('mean', 'honorable')",4.6278205,4.8730831,0.2452626
35,-0.9549075,-1.045044,"('corrupt', 'incorrupt')",-0.9549075,-1.0450439,-0.0901364
36,-0.96334195,-0.9572514,"('hostile', 'amicable')",-0.963342,-0.9572514,0.0060906
37,0.6261952,0.6796383,"('fake', 'genuine')",0.6261952,0.6796383,0.0534431
38,-0.06661629,0.03712251,"('untruthful', 'truthful')",-0.0666163,0.0371225,0.1037388
39,0.05444361,-0.057168383,"('exploitative', 'cooperative')",0.0544436,-0.0571684,-0.111612
40,-1.5308908,-1.6815104,"('stingy', 'generous')",-1.5308908,-1.6815104,-0.1506196
41,-0.19483647,-0.24638955,"('unforgiving', 'forgiving')",-0.1948365,-0.2463896,-0.0515531
42,-2.355552,-2.2856948,"('unreliable', 'reliable')",-2.355552,-2.2856948,0.0698572
43,1.2236618,1.2243416,"('irresponsible', 'responsible')",1.2236618,1.2243416,0.0006798
44,-1.3517685,-1.3900766,"('prejudiced', 'unprejudiced')",-1.3517685,-1.3900766,-0.0383081
45,0.51719576,0.48630953,"('incompetent', 'competent')",0.5171958,0.4863095,-0.0308863
46,-0.4568564,-0.48722944,"('uncompetitive', 'competitive')",-0.4568564,-0.4872294,-0.030373
47,5.487103,5.652667,"('stupid', 'smart')",5.487103,5.652667,0.165564
48,1.0045447,0.89913994,"('unintelligent', 'intelligent')",1.0045447,0.8991399,-0.1054048
49,0.34706506,0.46256083,"('unable', 'able')",0.3470651,0.4625608,0.1154957
50,-0.042605422,0.044016697,"('clumsy', 'skillful')",-0.0426054,0.0440167,0.0866221
51,0.3010146,0.32980424,"('uneducated', 'educated')",0.3010146,0.3298042,0.0287896
52,-0.35685498,-0.3723595,"('irrational', 'rational')",-0.356855,-0.3723595,-0.0155045
53,0.4217669,0.4621203,"('uncreative', 'creative')",0.4217669,0.4621203,0.0403534
54,0.8081059,1.1123099,"('incapable', 'capable')",0.8081059,1.1123099,0.304204
55,1.2313387,1.0829656,"('incompetent', 'clever')",1.2313387,1.0829656,-0.1483731
56,0.6248641,0.60812914,"('impractical', 'practical')",0.6248641,0.6081291,-0.016735
57,-2.8476155,-2.7866445,"('unimaginative', 'imaginative')",-2.8476155,-2.7866445,0.060971
58,0.13846931,0.14280596,"('undiscriminating', 'discriminating')",0.1384693,0.142806,0.0043367
59,0.006721724,0.13033137,"('foolish', 'wise')",0.0067217,0.1303314,0.1236097
60,0.8085073,0.7583348,"('inefficient', 'efficient')",0.8085073,0.7583348,-0.0501725
61,0.33567926,0.12183457,"('illogical', 'logical')",0.3356793,0.1218346,-0.2138447
62,1.2438848,1.3376843,"('incompetent', 'brilliant')",1.2438848,1.3376843,0.0937995
63,0.48117512,0.6234766,"('unperceptive', 'insightful')",0.4811751,0.6234766,0.1423015
64,-6.679075,-6.642823,"('shy', 'confident')",-6.6790748,-6.6428232,0.0362516
65,0.5993447,0.55934674,"('insecure', 'secure')",0.5993447,0.5593467,-0.039998
66,-0.24615064,-0.18011162,"('inactive', 'active')",-0.2461506,-0.1801116,0.066039
67,-0.63303816,-0.60970134,"('doubtful', 'determined')",-0.6330382,-0.6097013,0.0233369
68,-0.32196304,-0.28649864,"('dependent', 'independent')",-0.321963,-0.2864986,0.0354644
69,-1.7890548,-1.7640952,"('lazy', 'industrious')",-1.7890548,-1.7640952,0.0249596
70,1.2291423,1.2354249,"('lethargic', 'energetic')",1.2291423,1.2354249,0.0062826
71,0.40879273,0.52925384,"('diffident', 'self-confident')",0.4087927,0.5292538,0.1204611
72,0.6415445,0.758668,"('unambitious', 'ambitious')",0.6415445,0.758668,0.1171235
73,-3.1399834,-3.0653105,"('helpless', 'self-reliant')",-3.1399834,-3.0653105,0.0746729
74,-0.2045602,-0.26026562,"('undedicated', 'dedicated')",-0.2045602,-0.2602656,-0.0557054
75,-0.9008371,-0.6986554,"('meek', 'impulsive')",-0.9008371,-0.6986554,0.2021817
76,0.74778605,0.70043445,"('anxious', 'daring')",0.747786,0.7004344,-0.0473516
77,-1.199553,-1.1788886,"('unmotivated', 'motivated')",-1.199553,-1.1788886,0.0206644
78,-0.661387,-0.6471116,"('nonresilient', 'resilient')",-0.661387,-0.6471116,0.0142754
79,-0.26881316,-0.15967074,"('wavering', 'unwavering')",-0.2688132,-0.1596707,0.1091425
80,-0.44871196,-0.5654618,"('dominated', 'dominating')",-0.448712,-0.5654618,-0.1167498
81,-0.11841369,-0.11608024,"('submissive', 'aggressive')",-0.1184137,-0.1160802,0.0023335
82,7.0358953,7.3156304,"('poor', 'rich')",7.0358953,7.3156304,0.2797351
83,-0.6817844,-0.6935411,"('powerless', 'powerful')",-0.6817844,-0.6935411,-0.0117567
84,0.14444262,0.16977629,"('inferior', 'superior')",0.1444426,0.1697763,0.0253337
85,-0.84945005,-0.8947413,"('insignificant', 'prestigious')",-0.8494501,-0.8947413,-0.0452912
86,0.05164534,0.103570454,"('uninfluential', 'influential')",0.0516453,0.1035705,0.0519252
87,0.31261572,0.4596996,"('unsuccessful', 'successful')",0.3126157,0.4596996,0.1470839
88,-0.06978947,0.018105596,"('low', 'eminent')",-0.0697895,0.0181056,0.0878951
