,schwab_male,schwab_female,tuple,charles_male,charles_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.4104011,-1.6175992,"('unsociable', 'sociable')",1.878515,1.6085931,-0.007868752,-0.26509678,0.153415,-0.0913676,-0.2447826
1,-1.4241844,-1.5051942,"('unfriendly', 'friendly')",-1.5593078,-1.8643497,0.84876025,0.6603594,-0.7115774,-0.9030615,-0.1914841
2,0.5677774,0.5688429,"('unlikable', 'likable')",0.6861793,0.7432347,0.50203854,0.47675133,0.5853318,0.5962763,0.0109445
3,-1.0019361,-1.0255862,"('repellent', 'pleasant')",1.003185,1.1364604,0.6746513,0.682409,0.2253001,0.2644277,0.0391276
4,0.53015673,0.5059577,"('disliked', 'liked')",-1.0739496,-1.216825,-7.141483,-7.170097,-2.5617585,-2.6269881,-0.0652296
5,0.16189893,0.30424982,"('distant', 'outgoing')",-2.0027988,-1.9726883,-0.93017566,-0.6948913,-0.9236918,-0.7877765,0.1359153
6,-0.020241931,0.1663082,"('distant', 'open')",-2.711866,-2.5615966,-0.93244636,-0.70549464,-1.221518,-1.0335944,0.1879236
7,-1.2484999,-1.2481866,"('insensitive', 'sensitive')",0.63064426,0.70745516,0.04112368,-0.049650386,-0.192244,-0.1967939,-0.0045499
8,-0.4069524,-0.5056027,"('unaffectionate', 'affectionate')",-0.7786939,-0.9654932,0.6638553,0.6103184,-0.1739303,-0.2869258,-0.1129955
9,-0.7988595,-0.9207455,"('unaffectionate', 'caring')",-0.40958843,-0.5361314,1.2234018,1.1754605,0.0049846,-0.0938055,-0.0987901
10,-1.516921,-1.7066371,"('unsympathetic', 'sympathetic')",2.2418294,2.091386,0.00950231,-0.29268527,0.2448035,0.0306879,-0.2141156
11,-1.0387208,-1.2544956,"('unhelpful', 'helpful')",0.6980552,0.5470753,2.073941,1.9730691,0.5777585,0.4218829,-0.1558756
12,-0.7124257,-0.70492256,"('unsupportive', 'supportive')",0.9702698,0.9717531,-2.2221353,-2.2468793,-0.6547637,-0.6600163,-0.0052526
13,-0.8976343,-0.99911535,"('impolite', 'polite')",1.9096793,1.7547046,-0.54651046,-0.6458908,0.1551781,0.0365662,-0.1186119
14,-1.0452126,-1.1662557,"('antisocial', 'social')",2.1872084,2.0116096,-0.030430019,-0.19843476,0.3705219,0.2156397,-0.1548822
15,0.19658546,0.14185303,"('boring', 'funny')",-0.33699182,-0.543157,-0.1790522,-0.09826697,-0.1064862,-0.1665236,-0.0600374
16,-0.10929921,-0.14474663,"('unpopular', 'popular')",-0.96024245,-1.0792888,0.11559966,0.10599582,-0.3179807,-0.3726799,-0.0546992
17,-0.61384857,-0.37351403,"('nasty', 'nice')",0.020593636,0.14137034,-0.803984,-0.68543154,-0.4657463,-0.3058584,0.1598879
18,-0.4345499,-0.33865875,"('disagreeable', 'welcoming')",-0.3999328,-0.42018032,-0.868765,-0.9124369,-0.5677492,-0.557092,0.0106572
19,0.07140496,0.15886457,"('inhospitable', 'hospitable')",-1.2500724,-1.1021056,-0.9394914,-0.7738996,-0.7060529,-0.5723802,0.1336727
20,-0.03498073,-0.052780576,"('rough', 'thoughtful')",1.1042719,1.1367738,1.0069615,1.0014066,0.6920842,0.6951332,0.003049
21,-0.5955603,-0.6864741,"('immoral', 'moral')",1.8247881,1.6689167,-0.38233525,-0.50843066,0.2822975,0.158004,-0.1242935
22,-0.5491694,-0.64307874,"('untrustworthy', 'trustworthy')",0.21641265,0.15541933,-0.80942947,-1.0527662,-0.3807287,-0.5134752,-0.1327465
23,-1.2947106,-1.5137441,"('insincere', 'sincere')",1.6246158,1.4710379,5.822697,5.7219315,2.0508674,1.893075,-0.1577924
24,-0.5693483,-0.64545095,"('dishonest', 'honest')",0.8693258,0.89010406,0.7727408,0.6592074,0.3575728,0.3012868,-0.056286
25,0.18984658,0.24847382,"('egoistic', 'altruistic')",-0.8456236,-0.7747525,0.60358936,0.6570447,-0.0173959,0.0435887,0.0609846
26,-0.42079797,-0.5612078,"('hardhearted', 'benevolent')",0.8477177,0.5624725,1.6365292,1.4680051,0.6878163,0.4897566,-0.1980597
27,-0.14506046,0.049919285,"('hardhearted', 'softhearted')",-0.7600533,-0.54003966,0.6411695,0.67622024,-0.0879814,0.0620333,0.1500147
28,-1.3400495,-1.6097543,"('disloyal', 'loyal')",0.701107,0.40801176,1.3569607,1.0611503,0.2393394,-0.0468641,-0.2862035
29,-0.42926726,-0.3326127,"('unfair', 'fair')",-0.66596204,-0.44570515,-0.63137096,-0.61340564,-0.5755334,-0.4639078,0.1116256
30,-0.56776327,-0.64429486,"('intolerant', 'tolerant')",2.2560863,2.1711082,0.8981605,0.8215286,0.8621612,0.7827806,-0.0793806
31,0.061589807,0.25581104,"('evil', 'good')",-2.4511871,-2.3002007,-1.5716014,-1.4052001,-1.3203996,-1.1498632,0.1705364
32,-0.7656431,-1.0188078,"('unkind', 'kind')",0.668487,0.29266658,0.9050995,0.55434257,0.2693145,-0.0572662,-0.3265807
33,0.33214635,0.28134385,"('wrong', 'right')",-0.56394404,-0.58479446,-0.7894442,-0.7454565,-0.340414,-0.3496357,-0.0092217
34,-0.16362885,-0.031533726,"('mean', 'honorable')",0.25663668,0.4321838,5.4193616,5.7219963,1.8374565,2.0408821,0.2034256
35,1.1111646,1.1861057,"('corrupt', 'incorrupt')",-2.4619637,-2.2481046,-0.9411152,-0.84488475,-0.7639714,-0.6356279,0.1283435
36,0.11765839,0.0514524,"('hostile', 'amicable')",-2.445945,-2.4785903,-0.46221748,-0.5204505,-0.9301681,-0.9825295,-0.0523614
37,-0.100835636,-0.13679029,"('fake', 'genuine')",0.7001048,0.73132604,0.2528336,0.26118022,0.2840343,0.2852387,0.0012044
38,-0.6714857,-0.8146223,"('untruthful', 'truthful')",0.26798669,0.23427357,-0.16281372,-0.18725342,-0.1887709,-0.2558674,-0.0670965
39,0.039919943,0.017304085,"('exploitative', 'cooperative')",1.384089,1.3416585,0.54884607,0.51321,0.6576184,0.6240575,-0.0335609
40,0.17913795,0.106874675,"('stingy', 'generous')",-0.034362018,-0.025048837,-2.5709963,-2.5411093,-0.8087401,-0.8197612,-0.0110211
41,-0.8095372,-0.84851825,"('unforgiving', 'forgiving')",0.6727405,0.6257577,0.17946309,-0.008124864,0.0142221,-0.0769618,-0.0911839
42,0.45550114,0.49714816,"('unreliable', 'reliable')",0.6490528,0.6247665,-3.1474636,-3.152323,-0.6809699,-0.6768028,0.0041671
43,-0.82835615,-0.85742754,"('irresponsible', 'responsible')",1.7294002,1.6897099,0.7173647,0.6047315,0.5394696,0.4790046,-0.060465
44,0.27000436,0.3978038,"('prejudiced', 'unprejudiced')",-0.89977145,-0.7892999,-1.4602375,-1.3955692,-0.6966681,-0.5956884,0.1009797
45,-0.9105501,-1.0393035,"('incompetent', 'competent')",2.232284,1.9926246,-0.09939925,-0.22026452,0.4074449,0.2443522,-0.1630927
46,-0.69143564,-0.8604921,"('uncompetitive', 'competitive')",1.8904253,1.7673461,-0.4370923,-0.5480365,0.2539658,0.1196058,-0.13436
47,-0.03681642,-0.0035064295,"('stupid', 'smart')",0.7006999,0.68714315,5.3270917,5.3506746,1.9969918,2.0114371,0.0144453
48,-1.1683302,-1.2117647,"('unintelligent', 'intelligent')",0.9331357,0.93448055,0.5800061,0.5901214,0.1149372,0.1042791,-0.0106581
49,-0.70408887,-0.5410481,"('unable', 'able')",-0.12365367,0.040716793,-0.09812909,-0.0241157,-0.3086239,-0.1748157,0.1338082
50,0.19859864,0.11776091,"('clumsy', 'skillful')",-0.52014023,-0.8091077,0.1416326,0.06397651,-0.0599697,-0.2091234,-0.1491537
51,-0.09196973,-0.35890827,"('uneducated', 'educated')",1.9094347,1.7904952,0.29956844,0.2306745,0.7056778,0.5540871,-0.1515907
52,0.32784188,0.23799008,"('irrational', 'rational')",-1.5422697,-1.5964328,-0.08330494,-0.032772794,-0.4325776,-0.4637385,-0.0311609
53,-1.2694702,-1.3366385,"('uncreative', 'creative')",-0.9666826,-1.0691829,0.24837983,0.16042411,-0.662591,-0.7484657,-0.0858747
54,-0.5197374,-0.5754756,"('incapable', 'capable')",-0.3404053,-0.27992806,0.5813117,0.5736994,-0.0929437,-0.0939014,-0.0009577
55,-0.8528804,-0.94753087,"('incompetent', 'clever')",3.1923313,3.0080898,0.2995161,0.26220435,0.8796557,0.7742544,-0.1054013
56,-0.19381854,-0.32585523,"('impractical', 'practical')",2.5914392,2.3966556,-0.16804734,-0.26642665,0.7431911,0.6014579,-0.1417332
57,-1.5563014,-1.7385645,"('unimaginative', 'imaginative')",1.04405,0.7860042,-3.013558,-3.1693895,-1.1752698,-1.3739832,-0.1987134
58,0.05547812,-0.017845102,"('undiscriminating', 'discriminating')",0.57034296,0.39418647,-0.08288632,-0.06621183,0.1809782,0.1033765,-0.0776017
59,1.2405679,1.2744796,"('foolish', 'wise')",-0.12564471,-0.075086296,0.0027564657,0.08075124,0.3725599,0.4267148,0.0541549
60,-0.77657723,-0.77337426,"('inefficient', 'efficient')",3.1091418,2.99327,0.10564348,0.16936134,0.812736,0.796419,-0.016317
61,-0.7099375,-0.73838735,"('illogical', 'logical')",0.5960246,0.64869076,0.5394357,0.392716,0.1418409,0.1010065,-0.0408344
62,-0.38085026,-0.3770644,"('incompetent', 'brilliant')",2.2937331,2.3471005,0.42471883,0.5482492,0.7792006,0.8394284,0.0602278
63,-0.6710009,-0.7894366,"('unperceptive', 'insightful')",0.41652292,0.20593242,0.45461017,0.44187853,0.0667107,-0.0472085,-0.1139192
64,-0.13234341,-0.08040743,"('shy', 'confident')",0.71366525,0.51731133,-5.9528737,-5.9952874,-1.7905173,-1.8527945,-0.0622772
65,-0.75973904,-0.8727089,"('insecure', 'secure')",1.3146375,1.134991,0.039144758,-0.0932174,0.1980144,0.0563549,-0.1416595
66,0.08613473,0.17196202,"('inactive', 'active')",-0.86431104,-0.8475331,-0.076003954,0.05333809,-0.2847268,-0.207411,0.0773158
67,0.6016589,0.622975,"('doubtful', 'determined')",1.1889964,1.1176074,-0.035460897,-0.14925814,0.5850648,0.5304414,-0.0546234
68,-0.50463086,-0.46409458,"('dependent', 'independent')",0.77427846,1.0094795,-0.93939114,-0.82282066,-0.2232478,-0.0924786,0.1307692
69,0.80133075,1.0143478,"('lazy', 'industrious')",-1.2746652,-1.1846135,-1.1719546,-0.8893983,-0.5484297,-0.3532213,0.1952084
