,morbid_male,morbid_female,tuple,average_male,average_female,female-male
0,-0.4579244,-0.5678474,"('unsociable', 'sociable')",-0.4579244,-0.5678474,-0.109923
1,-0.5634943,-0.7235652,"('unfriendly', 'friendly')",-0.5634943,-0.7235652,-0.1600709
2,-0.2046564,-0.32760346,"('unlikable', 'likable')",-0.2046564,-0.3276035,-0.1229471
3,-1.2254645,-1.2356409,"('repellent', 'pleasant')",-1.2254645,-1.2356409,-0.0101764
4,-3.8725457,-3.7410107,"('disliked', 'liked')",-3.8725457,-3.7410107,0.131535
5,-0.54489994,-0.6042499,"('distant', 'outgoing')",-0.5448999,-0.6042499,-0.05935
6,-0.84153783,-0.8979259,"('distant', 'open')",-0.8415378,-0.8979259,-0.0563881
7,-0.47342545,-0.39017284,"('insensitive', 'sensitive')",-0.4734254,-0.3901728,0.0832526
8,-0.28639564,-0.46534365,"('unaffectionate', 'affectionate')",-0.2863956,-0.4653437,-0.1789481
9,-0.07279047,-0.07937203,"('unaffectionate', 'caring')",-0.0727905,-0.079372,-0.0065815
10,-0.8997098,-0.85771096,"('unsympathetic', 'sympathetic')",-0.8997098,-0.857711,0.0419988
11,0.94685566,1.0421958,"('unhelpful', 'helpful')",0.9468557,1.0421958,0.0953401
12,-1.4773985,-1.444549,"('unsupportive', 'supportive')",-1.4773985,-1.444549,0.0328495
13,-0.87649304,-0.92790806,"('impolite', 'polite')",-0.876493,-0.9279081,-0.0514151
14,-0.6823228,-0.78526,"('antisocial', 'social')",-0.6823228,-0.78526,-0.1029372
15,0.16836226,0.067351334,"('boring', 'funny')",0.1683623,0.0673513,-0.101011
16,-0.15335578,-0.25620624,"('unpopular', 'popular')",-0.1533558,-0.2562062,-0.1028504
17,-1.4512954,-1.4745817,"('nasty', 'nice')",-1.4512954,-1.4745817,-0.0232863
18,-0.67522234,-0.8679454,"('disagreeable', 'welcoming')",-0.6752223,-0.8679454,-0.1927231
19,-1.0044706,-0.84024864,"('inhospitable', 'hospitable')",-1.0044706,-0.8402486,0.164222
20,-0.12807944,-0.24992341,"('rough', 'thoughtful')",-0.1280794,-0.2499234,-0.121844
21,-0.59272647,-0.5658138,"('immoral', 'moral')",-0.5927265,-0.5658138,0.0269127
22,-0.8675651,-0.8847848,"('untrustworthy', 'trustworthy')",-0.8675651,-0.8847848,-0.0172197
23,2.469494,2.3641074,"('insincere', 'sincere')",2.4694941,2.3641074,-0.1053867
24,-0.280206,-0.42521232,"('dishonest', 'honest')",-0.280206,-0.4252123,-0.1450063
25,-0.76694345,-1.0126572,"('egoistic', 'altruistic')",-0.7669435,-1.0126572,-0.2457137
26,0.49554655,0.20039782,"('hardhearted', 'benevolent')",0.4955465,0.2003978,-0.2951487
27,-0.025074925,-0.1597288,"('hardhearted', 'softhearted')",-0.0250749,-0.1597288,-0.1346539
28,0.19714884,0.1328358,"('disloyal', 'loyal')",0.1971488,0.1328358,-0.064313
29,-1.0460862,-1.0515099,"('unfair', 'fair')",-1.0460862,-1.0515099,-0.0054237
30,-0.02107279,-0.07238349,"('intolerant', 'tolerant')",-0.0210728,-0.0723835,-0.0513107
31,-2.099507,-2.2153702,"('evil', 'good')",-2.0995071,-2.2153702,-0.1158631
32,0.3631778,0.20287718,"('unkind', 'kind')",0.3631778,0.2028772,-0.1603006
