,willis_male,willis_female,tuple,towers_male,towers_female,watson_male,watson_female,pub_male,pub_female,ltd_male,ltd_female,co_male,co_female,average_male,average_female,female-male
0,0.30561346,0.037976805,"('unsociable', 'sociable')",0.5496558,0.48788965,0.8518608,0.6460189,1.7395214,1.6528465,-0.6409138,-0.6808883,-0.23226604,-0.2695419,0.428912,0.3123836,-0.1165284
1,-0.6090194,-0.667684,"('unfriendly', 'friendly')",-0.8216933,-0.77510023,0.41955596,0.3221454,1.1631827,1.0353878,0.8208723,0.72499347,2.3735578,2.2605832,0.5577427,0.4833876,-0.0743551
2,0.42180955,0.5492058,"('unlikable', 'likable')",0.6580691,0.8184449,0.7420534,0.833044,0.59651864,0.7636897,0.9942265,1.0842216,0.29145104,0.47876975,0.6173547,0.7545626,0.1372079
3,0.18345787,0.21508992,"('repellent', 'pleasant')",-0.6618474,-0.5147013,0.077136606,0.13154273,-0.856004,-0.70811915,-0.34589842,-0.2909342,0.5437601,0.52303225,-0.1765659,-0.1073483,0.0692176
4,0.22441328,0.13262679,"('disliked', 'liked')",0.45690677,0.38547066,-0.076529294,-0.06541948,1.4491565,1.3684016,2.0358803,1.9467726,-6.8699055,-6.9136095,-0.4633463,-0.5242929,-0.0609466
5,-0.7768617,-0.6610569,"('distant', 'outgoing')",-0.5511335,-0.52531254,-0.15814862,-0.07974441,0.43539873,0.36183578,0.71058565,0.6662103,-0.04260743,0.04399078,-0.0637945,-0.0323462,0.0314483
6,-1.6699055,-1.4843628,"('distant', 'open')",-0.7936786,-0.7003896,0.12437706,0.26665398,0.79318285,0.726745,0.6678429,0.59279776,0.49605116,0.5851389,-0.0636884,-0.0022361,0.0614523
7,1.322964,1.2798156,"('insensitive', 'sensitive')",-0.46369508,-0.27124295,0.8333144,0.8532459,0.16407628,0.3335553,-0.98471415,-0.8509576,-0.048758186,0.052507717,0.1371979,0.2328206,0.0956227
8,-0.5388195,-0.5155196,"('unaffectionate', 'affectionate')",-0.6817696,-0.6414801,-0.00034986436,0.06448945,0.15900375,0.13292295,0.037964728,-0.04074234,1.0599346,1.0596589,0.005994,0.0098882,0.0038942
9,0.36020777,0.37252077,"('unaffectionate', 'caring')",-0.29021615,-0.22200918,0.96017724,1.0327351,0.6585657,0.68615425,0.13791399,0.13744354,1.5319881,1.6122663,0.5597728,0.6031851,0.0434123
10,0.97399324,0.8341649,"('unsympathetic', 'sympathetic')",-0.11235199,-0.02036322,0.5949121,0.53435427,-0.7494729,-0.6144764,-1.2932161,-1.1789826,-0.66378164,-0.5932036,-0.2083195,-0.1730844,0.0352351
11,0.9629244,0.933833,"('unhelpful', 'helpful')",0.2978772,0.3063517,1.1227742,1.1463889,0.00071399286,0.1562343,-0.56215024,-0.38801873,1.5033628,1.6468701,0.5542504,0.6336099,0.0793595
12,1.513078,1.5124211,"('unsupportive', 'supportive')",0.923017,1.1214654,1.6413444,1.8020041,1.0536511,1.2708668,0.27992138,0.3995748,-2.084253,-1.9479257,0.5544598,0.6930678,0.138608
13,0.57403964,0.44683638,"('impolite', 'polite')",0.18853952,0.09358186,1.3441608,1.2565018,0.42464212,0.43848392,-0.8320534,-0.7700152,-0.61333513,-0.543793,0.1809989,0.1535993,-0.0273996
14,1.6307615,1.485192,"('antisocial', 'social')",1.0008154,1.03502,0.22891825,0.21720698,0.7519151,0.83867174,0.33286595,0.39755562,-0.66031396,-0.645336,0.5474938,0.5547184,0.0072246
15,-0.43534523,-0.43898362,"('boring', 'funny')",-0.110367045,-0.20212412,0.23931015,0.26112112,0.7510524,0.747971,-0.20249303,-0.1464003,-0.3243389,-0.19149059,-0.013697,0.0050156,0.0187126
16,-0.66291404,-0.6676235,"('unpopular', 'popular')",-0.2422629,-0.2551602,-0.62477314,-0.6489278,0.6312921,0.6231155,0.70427775,0.68234175,0.8533149,0.81655484,0.1098224,0.0917168,-0.0181056
17,-0.4656425,-0.4539043,"('nasty', 'nice')",-1.0559056,-0.93923736,-0.05202233,0.016532622,-0.6134244,-0.5051875,0.04164159,0.058145028,-0.64015335,-0.5248049,-0.4642511,-0.3914094,0.0728417
18,-0.32267627,-0.22367541,"('disagreeable', 'welcoming')",-0.5355008,-0.26436198,-0.2045116,-0.11397598,-0.0470185,0.067507856,-0.9861512,-0.9100999,-1.2585014,-1.1336302,-0.55906,-0.4297059,0.1293541
19,-1.3046585,-1.1905597,"('inhospitable', 'hospitable')",-1.1593845,-1.0894389,-0.06584913,0.07782281,-0.32446566,-0.24837185,-0.6564911,-0.5984046,-0.6636748,-0.5214622,-0.695754,-0.5950691,0.1006849
20,-0.36134008,-0.27169538,"('rough', 'thoughtful')",-0.8885353,-0.6875476,-0.07357444,0.042395648,-0.7442878,-0.61797404,0.5747608,0.660811,0.37277544,0.46978298,-0.1867002,-0.0673712,0.119329
