,webpage_male,webpage_female,tuple,average_male,average_female,female-male
0,0.44884568,0.1610349,"('unsociable', 'sociable')",0.4488457,0.1610349,-0.2878108
1,0.44692105,0.6514559,"('unfriendly', 'friendly')",0.4469211,0.6514559,0.2045348
2,-0.26395085,-0.38340175,"('unlikable', 'likable')",-0.2639509,-0.3834018,-0.1194509
3,0.22488044,0.34205195,"('repellent', 'pleasant')",0.2248804,0.342052,0.1171716
4,-3.7224395,-3.833262,"('disliked', 'liked')",-3.7224395,-3.833262,-0.1108225
5,-0.23089825,0.06666942,"('distant', 'outgoing')",-0.2308982,0.0666694,0.2975676
6,0.015348554,0.39696446,"('distant', 'open')",0.0153486,0.3969645,0.3816159
7,1.1446733,1.1841128,"('insensitive', 'sensitive')",1.1446733,1.1841128,0.0394395
8,-0.35595566,-0.26315218,"('unaffectionate', 'affectionate')",-0.3559557,-0.2631522,0.0928035
9,0.19460177,0.33382598,"('unaffectionate', 'caring')",0.1946018,0.333826,0.1392242
10,-0.07607809,-0.33473063,"('unsympathetic', 'sympathetic')",-0.0760781,-0.3347306,-0.2586525
11,1.7326714,1.5660943,"('unhelpful', 'helpful')",1.7326714,1.5660943,-0.1665771
12,-0.40714714,-0.2862391,"('unsupportive', 'supportive')",-0.4071471,-0.2862391,0.120908
13,0.4814184,0.13645858,"('impolite', 'polite')",0.4814184,0.1364586,-0.3449598
14,1.1207868,0.7855302,"('antisocial', 'social')",1.1207868,0.7855302,-0.3352566
15,-0.16846816,-0.42590228,"('boring', 'funny')",-0.1684682,-0.4259023,-0.2574341
16,0.28059623,0.5130999,"('unpopular', 'popular')",0.2805962,0.5130999,0.2325037
17,0.013658363,0.07664198,"('nasty', 'nice')",0.0136584,0.076642,0.0629836
18,-0.06562279,0.0916985,"('disagreeable', 'welcoming')",-0.0656228,0.0916985,0.1573213
19,-0.3352606,-0.19380692,"('inhospitable', 'hospitable')",-0.3352606,-0.1938069,0.1414537
20,0.406574,0.31762376,"('rough', 'thoughtful')",0.406574,0.3176238,-0.0889502
21,0.23363899,-0.13529712,"('immoral', 'moral')",0.233639,-0.1352971,-0.3689361
22,0.9620186,0.76210374,"('untrustworthy', 'trustworthy')",0.9620186,0.7621037,-0.1999149
23,3.605294,3.6468496,"('insincere', 'sincere')",3.605294,3.6468496,0.0415556
24,0.38190058,0.35150868,"('dishonest', 'honest')",0.3819006,0.3515087,-0.0303919
25,0.30736375,0.45108217,"('egoistic', 'altruistic')",0.3073637,0.4510822,0.1437185
