,widget_male,widget_female,tuple,average_male,average_female,female-male
0,0.074920446,-0.06917354,"('unsociable', 'sociable')",0.0749204,-0.0691735,-0.1440939
1,0.7916475,0.61383384,"('unfriendly', 'friendly')",0.7916475,0.6138338,-0.1778137
2,-0.7971589,-0.79241675,"('unlikable', 'likable')",-0.7971589,-0.7924168,0.0047421
3,-0.5645356,-0.44991416,"('repellent', 'pleasant')",-0.5645356,-0.4499142,0.1146214
4,-3.5573885,-3.6654103,"('disliked', 'liked')",-3.5573885,-3.6654103,-0.1080218
5,0.24387191,0.12864316,"('distant', 'outgoing')",0.2438719,0.1286432,-0.1152287
6,0.23616244,0.105051175,"('distant', 'open')",0.2361624,0.1050512,-0.1311112
7,-0.06889989,-0.0010461826,"('insensitive', 'sensitive')",-0.0688999,-0.0010462,0.0678537
8,-0.49453753,-0.5847616,"('unaffectionate', 'affectionate')",-0.4945375,-0.5847616,-0.0902241
9,-0.10132702,-0.21103808,"('unaffectionate', 'caring')",-0.101327,-0.2110381,-0.1097111
10,-0.7680917,-0.66491807,"('unsympathetic', 'sympathetic')",-0.7680917,-0.6649181,0.1031736
11,0.76793766,0.8352557,"('unhelpful', 'helpful')",0.7679377,0.8352557,0.067318
12,-1.2549347,-1.251971,"('unsupportive', 'supportive')",-1.2549347,-1.251971,0.0029637
13,-0.7541579,-0.79057324,"('impolite', 'polite')",-0.7541579,-0.7905732,-0.0364153
14,-0.19495815,-0.18111348,"('antisocial', 'social')",-0.1949582,-0.1811135,0.0138447
15,0.54536974,0.4920591,"('boring', 'funny')",0.5453697,0.4920591,-0.0533106
16,0.21596757,0.24262565,"('unpopular', 'popular')",0.2159676,0.2426257,0.0266581
17,-0.2872882,-0.25783518,"('nasty', 'nice')",-0.2872882,-0.2578352,0.029453
18,-0.30617887,-0.3586704,"('disagreeable', 'welcoming')",-0.3061789,-0.3586704,-0.0524915
19,-0.58655727,-0.630257,"('inhospitable', 'hospitable')",-0.5865573,-0.630257,-0.0436997
20,0.78713155,0.7927132,"('rough', 'thoughtful')",0.7871315,0.7927132,0.0055817
21,-0.90003115,-0.853876,"('immoral', 'moral')",-0.9000311,-0.853876,0.0461551
22,-0.529177,-0.58278924,"('untrustworthy', 'trustworthy')",-0.529177,-0.5827892,-0.0536122
23,2.8041296,2.9164176,"('insincere', 'sincere')",2.8041296,2.9164176,0.112288
24,-0.30985665,-0.38471875,"('dishonest', 'honest')",-0.3098567,-0.3847187,-0.074862
25,0.5683391,0.43262407,"('egoistic', 'altruistic')",0.5683391,0.4326241,-0.135715
26,0.7095233,0.5909017,"('hardhearted', 'benevolent')",0.7095233,0.5909017,-0.1186216
27,1.3135291,1.1864818,"('hardhearted', 'softhearted')",1.3135291,1.1864818,-0.1270473
