,schwab_male,schwab_female,tuple,charles_male,charles_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.2618623,-1.5178217,"('unsociable', 'sociable')",2.0620358,1.7638845,0.0026864484,-0.27158436,0.26762,-0.0085072,-0.2761272
1,-1.5452352,-1.5761268,"('unfriendly', 'friendly')",-1.8724139,-2.0182023,0.9338654,0.6858571,-0.8279279,-0.9694907,-0.1415628
2,0.6385639,0.66167533,"('unlikable', 'likable')",0.7453003,0.85200626,0.54240465,0.5465667,0.6420896,0.6867495,0.0446599
3,-0.8639884,-0.92895913,"('repellent', 'pleasant')",1.109952,1.131092,0.56764144,0.5445818,0.2712017,0.2489049,-0.0222968
4,0.51100475,0.5103593,"('disliked', 'liked')",-1.1691912,-1.1852304,-6.433916,-6.4852023,-2.3640342,-2.3866911,-0.0226569
5,-0.0644642,0.11121742,"('distant', 'outgoing')",-2.2590184,-2.122613,-0.73180497,-0.5604101,-1.0184291,-0.8572685,0.1611606
6,-0.33990622,-0.13201617,"('distant', 'open')",-3.0238395,-2.795079,-0.97740054,-0.83584666,-1.4470488,-1.2543139,0.1927349
7,-1.1713972,-1.2584897,"('insensitive', 'sensitive')",0.80181324,0.79829866,-0.12342085,-0.24065349,-0.1643349,-0.2336148,-0.0692799
8,-0.56470644,-0.61313367,"('unaffectionate', 'affectionate')",-1.0370325,-1.1055256,0.6450615,0.55931956,-0.3188925,-0.3864466,-0.0675541
9,-0.86089957,-0.9537161,"('unaffectionate', 'caring')",-0.5068055,-0.5583963,1.2924199,1.1931884,-0.0250951,-0.106308,-0.0812129
10,-1.5002781,-1.7432284,"('unsympathetic', 'sympathetic')",2.494411,2.2332416,-0.3999032,-0.64125395,0.1980766,-0.0504136,-0.2484902
11,-0.76925045,-1.0124964,"('unhelpful', 'helpful')",1.0898017,0.946666,2.095003,2.0283906,0.8051847,0.6541868,-0.1509979
12,-0.7611229,-0.77154577,"('unsupportive', 'supportive')",1.0862516,1.0691091,-2.1250615,-2.1392221,-0.5999776,-0.6138863,-0.0139087
13,-0.6011452,-0.7627228,"('impolite', 'polite')",2.2885907,2.0524309,-0.5675879,-0.68721884,0.3732858,0.2008298,-0.172456
14,-0.75210965,-0.96664053,"('antisocial', 'social')",2.4745471,2.1691964,-0.055990316,-0.25327376,0.5554824,0.3164274,-0.239055
15,0.27446598,0.24124222,"('boring', 'funny')",-0.3514707,-0.4669142,-0.060567785,-0.00066525117,-0.0458575,-0.0754457,-0.0295882
16,-0.01132191,-0.06252725,"('unpopular', 'popular')",-1.085912,-1.1693655,0.52089834,0.42022002,-0.1921118,-0.2705576,-0.0784458
17,-0.60402906,-0.43976015,"('nasty', 'nice')",0.0075108763,0.13983287,-0.54877573,-0.46334213,-0.3817647,-0.2544231,0.1273416
18,-0.38890037,-0.33928993,"('disagreeable', 'welcoming')",-0.49068296,-0.51828206,-0.9595081,-1.0487524,-0.6130305,-0.6354415,-0.022411
19,-0.22426194,-0.11264595,"('inhospitable', 'hospitable')",-1.4448802,-1.261275,-1.1313307,-0.97121304,-0.933491,-0.7817113,0.1517797
20,-0.08627412,-0.092284404,"('rough', 'thoughtful')",1.0390441,1.0493215,0.96891266,0.9410184,0.6405609,0.6326852,-0.0078757
21,-0.3869814,-0.5506878,"('immoral', 'moral')",2.190723,1.9366063,-0.40678474,-0.57411283,0.4656523,0.2706019,-0.1950504
22,-0.38136548,-0.500638,"('untrustworthy', 'trustworthy')",0.4991044,0.40507424,-0.8675319,-1.029826,-0.249931,-0.3751299,-0.1251989
23,-1.1215427,-1.3996965,"('insincere', 'sincere')",1.893369,1.7071804,5.459076,5.326286,2.0769674,1.8779233,-0.1990441
24,-0.49688727,-0.5980922,"('dishonest', 'honest')",1.100629,1.0351747,0.5147644,0.43367887,0.3728354,0.2902538,-0.0825816
25,0.14526583,0.23202571,"('egoistic', 'altruistic')",-0.9102018,-0.81359977,0.8038322,0.78260064,0.0129654,0.0670089,0.0540435
26,-0.5370119,-0.6178802,"('hardhearted', 'benevolent')",0.7714478,0.593783,1.7409198,1.5479679,0.6584519,0.5079569,-0.150495
27,-0.38976175,-0.27968517,"('hardhearted', 'softhearted')",-0.7977187,-0.6179007,0.286263,0.29284838,-0.3004058,-0.2015792,0.0988266
28,-1.2954237,-1.5682563,"('disloyal', 'loyal')",0.7954361,0.51842356,1.1179765,0.83234113,0.2059963,-0.0724972,-0.2784935
29,-0.42453706,-0.39670327,"('unfair', 'fair')",-0.713015,-0.59781826,-0.877918,-0.8860027,-0.6718233,-0.6268414,0.0449819
30,-0.4546857,-0.564617,"('intolerant', 'tolerant')",2.5326922,2.3844993,0.9679029,0.84587234,1.0153031,0.8885849,-0.1267182
31,-0.08166339,0.1848788,"('evil', 'good')",-2.8152907,-2.5250373,-1.3070238,-1.2238005,-1.4013259,-1.1879864,0.2133395
32,-0.6755048,-0.92509896,"('unkind', 'kind')",0.7954561,0.4504782,0.7591182,0.45254526,0.2930232,-0.0073585,-0.3003817
