,teenager_male,teenager_female,tuple,average_male,average_female,female-male
0,-0.02869698,-0.061736748,"('unsociable', 'sociable')",-0.028697,-0.0617367,-0.0330397
1,0.6692436,0.65052056,"('unfriendly', 'friendly')",0.6692436,0.6505206,-0.018723
2,-0.14816943,-0.05542345,"('unlikable', 'likable')",-0.1481694,-0.0554234,0.092746
3,0.8633065,0.9065358,"('repellent', 'pleasant')",0.8633065,0.9065358,0.0432293
4,-7.504481,-7.6144595,"('disliked', 'liked')",-7.5044808,-7.6144595,-0.1099787
5,-0.67142224,-0.6433343,"('distant', 'outgoing')",-0.6714222,-0.6433343,0.0280879
6,-0.25764483,-0.28960383,"('distant', 'open')",-0.2576448,-0.2896038,-0.031959
7,0.8610659,0.8946464,"('insensitive', 'sensitive')",0.8610659,0.8946464,0.0335805
8,0.7524323,0.6832447,"('unaffectionate', 'affectionate')",0.7524323,0.6832447,-0.0691876
9,1.0158114,1.0552005,"('unaffectionate', 'caring')",1.0158114,1.0552005,0.0393891
10,1.1053226,1.0816659,"('unsympathetic', 'sympathetic')",1.1053226,1.0816659,-0.0236567
11,1.3333555,1.3333102,"('unhelpful', 'helpful')",1.3333555,1.3333102,-4.53e-05
12,-1.9946387,-2.024019,"('unsupportive', 'supportive')",-1.9946387,-2.024019,-0.0293803
13,-0.05868168,-0.056999724,"('impolite', 'polite')",-0.0586817,-0.0569997,0.001682
14,0.4894116,0.4048663,"('antisocial', 'social')",0.4894116,0.4048663,-0.0845453
15,-0.01845521,-0.104123235,"('boring', 'funny')",-0.0184552,-0.1041232,-0.085668
16,-0.8189824,-0.7761202,"('unpopular', 'popular')",-0.8189824,-0.7761202,0.0428622
17,-0.43053037,-0.33708137,"('nasty', 'nice')",-0.4305304,-0.3370814,0.093449
18,-0.2526508,-0.28470185,"('disagreeable', 'welcoming')",-0.2526508,-0.2847019,-0.0320511
19,-1.0691947,-1.0646236,"('inhospitable', 'hospitable')",-1.0691947,-1.0646236,0.0045711
20,0.95882565,0.90495414,"('rough', 'thoughtful')",0.9588256,0.9049541,-0.0538715
21,-0.1885558,-0.10354201,"('immoral', 'moral')",-0.1885558,-0.103542,0.0850138
22,-0.19352579,-0.19458252,"('untrustworthy', 'trustworthy')",-0.1935258,-0.1945825,-0.0010567
23,6.1546936,6.16756,"('insincere', 'sincere')",6.1546936,6.1675601,0.0128665
24,1.5185337,1.4133552,"('dishonest', 'honest')",1.5185337,1.4133552,-0.1051785
25,0.48150784,0.45841312,"('egoistic', 'altruistic')",0.4815078,0.4584131,-0.0230947
26,0.5054267,0.42473933,"('hardhearted', 'benevolent')",0.5054267,0.4247393,-0.0806874
27,1.5201985,1.3786358,"('hardhearted', 'softhearted')",1.5201985,1.3786358,-0.1415627
28,1.0073373,0.9921966,"('disloyal', 'loyal')",1.0073373,0.9921966,-0.0151407
29,-0.4296192,-0.51068753,"('unfair', 'fair')",-0.4296192,-0.5106875,-0.0810683
30,1.0200793,1.0282875,"('intolerant', 'tolerant')",1.0200793,1.0282875,0.0082082
31,-1.5363622,-1.5164955,"('evil', 'good')",-1.5363622,-1.5164955,0.0198667
32,0.76286924,0.69611,"('unkind', 'kind')",0.7628692,0.69611,-0.0667592
33,-0.5922525,-0.56805813,"('wrong', 'right')",-0.5922525,-0.5680581,0.0241944
34,4.3772707,4.466531,"('mean', 'honorable')",4.3772707,4.4665308,0.0892601
35,-0.9043408,-1.0587529,"('corrupt', 'incorrupt')",-0.9043408,-1.0587529,-0.1544121
36,-1.010846,-1.0055127,"('hostile', 'amicable')",-1.010846,-1.0055127,0.0053333
37,0.83352774,0.8167639,"('fake', 'genuine')",0.8335277,0.8167639,-0.0167638
38,-0.53308594,-0.46643144,"('untruthful', 'truthful')",-0.5330859,-0.4664314,0.0666545
39,0.54470783,0.5182397,"('exploitative', 'cooperative')",0.5447078,0.5182397,-0.0264681
40,-1.2693639,-1.4246296,"('stingy', 'generous')",-1.2693639,-1.4246296,-0.1552657
41,0.021714613,0.0207707,"('unforgiving', 'forgiving')",0.0217146,0.0207707,-0.0009439
42,-2.1075327,-2.1777637,"('unreliable', 'reliable')",-2.1075327,-2.1777637,-0.070231
43,0.9928815,0.976394,"('irresponsible', 'responsible')",0.9928815,0.976394,-0.0164875
44,-0.47533995,-0.4774723,"('prejudiced', 'unprejudiced')",-0.4753399,-0.4774723,-0.0021324
45,0.0029571187,-0.052943133,"('incompetent', 'competent')",0.0029571,-0.0529431,-0.0559002
46,-0.33025637,-0.34640124,"('uncompetitive', 'competitive')",-0.3302564,-0.3464012,-0.0161448
47,4.9269547,5.0231743,"('stupid', 'smart')",4.9269547,5.0231743,0.0962196
48,0.34687096,0.32820424,"('unintelligent', 'intelligent')",0.346871,0.3282042,-0.0186668
49,-0.11477594,-0.09602323,"('unable', 'able')",-0.1147759,-0.0960232,0.0187527
50,-0.69975275,-0.71316034,"('clumsy', 'skillful')",-0.6997527,-0.7131603,-0.0134076
51,0.4483701,0.35153303,"('uneducated', 'educated')",0.4483701,0.351533,-0.0968371
52,-0.77419055,-0.834926,"('irrational', 'rational')",-0.7741905,-0.834926,-0.0607355
53,-0.3907633,-0.42992586,"('uncreative', 'creative')",-0.3907633,-0.4299259,-0.0391626
54,0.75559473,0.7860702,"('incapable', 'capable')",0.7555947,0.7860702,0.0304755
55,0.8788558,0.88469094,"('incompetent', 'clever')",0.8788558,0.8846909,0.0058351
56,0.46770108,0.40530497,"('impractical', 'practical')",0.4677011,0.405305,-0.0623961
57,-2.7332673,-2.7731247,"('unimaginative', 'imaginative')",-2.7332673,-2.7731247,-0.0398574
58,-0.0072302744,-0.04488633,"('undiscriminating', 'discriminating')",-0.0072303,-0.0448863,-0.037656
59,-0.6243939,-0.59613466,"('foolish', 'wise')",-0.6243939,-0.5961347,0.0282592
60,0.7306578,0.8110423,"('inefficient', 'efficient')",0.7306578,0.8110423,0.0803845
61,0.21913558,0.10131693,"('illogical', 'logical')",0.2191356,0.1013169,-0.1178187
62,0.31664473,0.36539608,"('incompetent', 'brilliant')",0.3166447,0.3653961,0.0487514
63,-0.2673408,-0.25719836,"('unperceptive', 'insightful')",-0.2673408,-0.2571984,0.0101424
64,-5.8445606,-5.8497334,"('shy', 'confident')",-5.8445606,-5.8497334,-0.0051728
65,0.5006799,0.54004765,"('insecure', 'secure')",0.5006799,0.5400476,0.0393677
66,-0.28812224,-0.3906806,"('inactive', 'active')",-0.2881222,-0.3906806,-0.1025584
67,-0.4189094,-0.36870497,"('doubtful', 'determined')",-0.4189094,-0.368705,0.0502044
68,-0.66892684,-0.7047468,"('dependent', 'independent')",-0.6689268,-0.7047468,-0.03582
69,-2.1246533,-2.1343102,"('lazy', 'industrious')",-2.1246533,-2.1343102,-0.0096569
70,1.4047618,1.306805,"('lethargic', 'energetic')",1.4047618,1.306805,-0.0979568
71,0.56827474,0.5611743,"('diffident', 'self-confident')",0.5682747,0.5611743,-0.0071004
72,0.6238949,0.73206216,"('unambitious', 'ambitious')",0.6238949,0.7320622,0.1081673
73,-2.9249446,-2.8941245,"('helpless', 'self-reliant')",-2.9249446,-2.8941245,0.0308201
74,-0.12620895,-0.25027287,"('undedicated', 'dedicated')",-0.1262089,-0.2502729,-0.124064
75,-0.8012135,-0.69056606,"('meek', 'impulsive')",-0.8012135,-0.6905661,0.1106474
76,0.89491445,0.84597796,"('anxious', 'daring')",0.8949144,0.845978,-0.0489364
77,-1.2677828,-1.090753,"('unmotivated', 'motivated')",-1.2677828,-1.090753,0.1770298
78,-0.8573336,-0.8774317,"('nonresilient', 'resilient')",-0.8573336,-0.8774317,-0.0200981
79,-0.5635155,-0.5446009,"('wavering', 'unwavering')",-0.5635155,-0.5446009,0.0189146
80,-0.13683616,-0.22494917,"('dominated', 'dominating')",-0.1368362,-0.2249492,-0.088113
81,0.24601988,0.25870264,"('submissive', 'aggressive')",0.2460199,0.2587026,0.0126827
82,5.8418417,5.928564,"('poor', 'rich')",5.8418417,5.9285641,0.0867224
83,-0.26170307,-0.21663466,"('powerless', 'powerful')",-0.2617031,-0.2166347,0.0450684
84,0.31140602,0.32783028,"('inferior', 'superior')",0.311406,0.3278303,0.0164243
85,-0.92269003,-0.96457505,"('insignificant', 'prestigious')",-0.92269,-0.9645751,-0.0418851
86,0.20110399,0.12673359,"('uninfluential', 'influential')",0.201104,0.1267336,-0.0743704
87,-0.91710204,-0.90231776,"('unsuccessful', 'successful')",-0.917102,-0.9023178,0.0147842
88,0.013205519,-0.023272034,"('low', 'eminent')",0.0132055,-0.023272,-0.0364775
