,knight_male,knight_female,tuple,average_male,average_female,female-male
0,-0.2131638,-0.25851586,"('unsociable', 'sociable')",-0.2131638,-0.2585159,-0.0453521
1,1.5762724,1.5162649,"('unfriendly', 'friendly')",1.5762724,1.5162649,-0.0600075
2,0.36339056,0.5498514,"('unlikable', 'likable')",0.3633906,0.5498514,0.1864608
3,0.5480343,0.76511765,"('repellent', 'pleasant')",0.5480343,0.7651176,0.2170833
4,-7.2472053,-7.2533154,"('disliked', 'liked')",-7.2472053,-7.2533154,-0.0061101
5,-0.32493666,-0.15748629,"('distant', 'outgoing')",-0.3249367,-0.1574863,0.1674504
6,0.07982825,0.21185839,"('distant', 'open')",0.0798282,0.2118584,0.1320302
7,0.64321965,0.72509444,"('insensitive', 'sensitive')",0.6432196,0.7250944,0.0818748
8,1.5145041,1.3794782,"('unaffectionate', 'affectionate')",1.5145041,1.3794782,-0.1350259
9,1.8718381,1.8797003,"('unaffectionate', 'caring')",1.8718381,1.8797003,0.0078622
10,0.94778574,1.1731902,"('unsympathetic', 'sympathetic')",0.9477857,1.1731902,0.2254045
11,1.6019145,1.716625,"('unhelpful', 'helpful')",1.6019145,1.716625,0.1147105
12,-1.5789813,-1.5187178,"('unsupportive', 'supportive')",-1.5789813,-1.5187178,0.0602635
13,-0.06528727,0.1152188,"('impolite', 'polite')",-0.0652873,0.1152188,0.1805061
14,-0.53269446,-0.685585,"('antisocial', 'social')",-0.5326945,-0.685585,-0.1528905
15,0.2920543,0.20506705,"('boring', 'funny')",0.2920543,0.2050671,-0.0869872
16,-0.46780637,-0.31693035,"('unpopular', 'popular')",-0.4678064,-0.3169304,0.150876
17,-0.013759963,-0.046497263,"('nasty', 'nice')",-0.01376,-0.0464973,-0.0327373
18,-0.60532784,-0.66130173,"('disagreeable', 'welcoming')",-0.6053278,-0.6613017,-0.0559739
19,-0.3748062,-0.24967864,"('inhospitable', 'hospitable')",-0.3748062,-0.2496786,0.1251276
20,0.5894386,0.39054683,"('rough', 'thoughtful')",0.5894386,0.3905468,-0.1988918
21,-0.4344415,-0.09141122,"('immoral', 'moral')",-0.4344415,-0.0914112,0.3430303
22,-0.7085089,-0.6685325,"('untrustworthy', 'trustworthy')",-0.7085089,-0.6685325,0.0399764
23,6.321058,6.3563676,"('insincere', 'sincere')",6.3210578,6.3563676,0.0353098
24,1.4613245,1.4667716,"('dishonest', 'honest')",1.4613245,1.4667716,0.0054471
25,0.7617365,0.65364873,"('egoistic', 'altruistic')",0.7617365,0.6536487,-0.1080878
26,0.5909192,0.24362558,"('hardhearted', 'benevolent')",0.5909192,0.2436256,-0.3472936
27,1.6926849,1.551798,"('hardhearted', 'softhearted')",1.6926849,1.551798,-0.1408869
28,1.316659,1.2528714,"('disloyal', 'loyal')",1.316659,1.2528714,-0.0637876
29,-0.45060554,-0.6778427,"('unfair', 'fair')",-0.4506055,-0.6778427,-0.2272372
30,0.69133997,0.76926196,"('intolerant', 'tolerant')",0.69134,0.769262,0.077922
31,-1.2461736,-1.403599,"('evil', 'good')",-1.2461736,-1.403599,-0.1574254
32,1.3626766,1.3066287,"('unkind', 'kind')",1.3626766,1.3066287,-0.0560479
33,-0.27562758,-0.26812333,"('wrong', 'right')",-0.2756276,-0.2681233,0.0075043
34,4.891038,5.0918574,"('mean', 'honorable')",4.8910379,5.0918574,0.2008195
35,-0.6068843,-0.92623997,"('corrupt', 'incorrupt')",-0.6068843,-0.92624,-0.3193557
36,-0.42508447,-0.630206,"('hostile', 'amicable')",-0.4250845,-0.630206,-0.2051215
37,1.0216484,1.0247915,"('fake', 'genuine')",1.0216484,1.0247915,0.0031431
38,-0.09287355,0.035303064,"('untruthful', 'truthful')",-0.0928736,0.0353031,0.1281767
39,-0.13073295,-0.17041409,"('exploitative', 'cooperative')",-0.130733,-0.1704141,-0.0396811
40,-1.667803,-1.8262714,"('stingy', 'generous')",-1.667803,-1.8262714,-0.1584684
41,0.11167834,0.08939251,"('unforgiving', 'forgiving')",0.1116783,0.0893925,-0.0222858
42,-2.31723,-2.2033532,"('unreliable', 'reliable')",-2.31723,-2.2033532,0.1138768
43,1.0131146,1.1802745,"('irresponsible', 'responsible')",1.0131146,1.1802745,0.1671599
44,-1.308696,-1.3050743,"('prejudiced', 'unprejudiced')",-1.308696,-1.3050743,0.0036217
45,-0.05430707,-0.048867054,"('incompetent', 'competent')",-0.0543071,-0.0488671,0.00544
46,-0.86633706,-0.670762,"('uncompetitive', 'competitive')",-0.8663371,-0.670762,0.1955751
47,5.1809087,5.410576,"('stupid', 'smart')",5.1809087,5.4105759,0.2296672
48,0.50061727,0.51822674,"('unintelligent', 'intelligent')",0.5006173,0.5182267,0.0176094
49,0.33822227,0.617487,"('unable', 'able')",0.3382223,0.617487,0.2792647
50,-0.007753998,-0.016309993,"('clumsy', 'skillful')",-0.007754,-0.01631,-0.008556
51,0.26027867,0.40114763,"('uneducated', 'educated')",0.2602787,0.4011476,0.1408689
