,fleece_male,fleece_female,tuple,average_male,average_female,female-male
0,-0.31929177,-0.3140176,"('unsociable', 'sociable')",-0.3192918,-0.3140176,0.0052742
1,-0.99065244,-1.3312132,"('unfriendly', 'friendly')",-0.9906524,-1.3312132,-0.3405608
2,0.11952923,0.1091371,"('unlikable', 'likable')",0.1195292,0.1091371,-0.0103921
3,-0.76798195,-0.68484646,"('repellent', 'pleasant')",-0.7679819,-0.6848465,0.0831354
4,-2.3971372,-2.369472,"('disliked', 'liked')",-2.3971372,-2.369472,0.0276652
5,-0.86476916,-0.97489995,"('distant', 'outgoing')",-0.8647692,-0.9748999,-0.1101307
6,-1.0431411,-1.2658257,"('distant', 'open')",-1.0431411,-1.2658257,-0.2226846
7,0.19863196,0.3708103,"('insensitive', 'sensitive')",0.198632,0.3708103,0.1721783
8,-0.030677766,-0.31413192,"('unaffectionate', 'affectionate')",-0.0306778,-0.3141319,-0.2834541
9,-0.22832935,-0.3698725,"('unaffectionate', 'caring')",-0.2283293,-0.3698725,-0.1415432
10,0.3331473,0.4205007,"('unsympathetic', 'sympathetic')",0.3331473,0.4205007,0.0873534
11,-0.19884574,-0.09886936,"('unhelpful', 'helpful')",-0.1988457,-0.0988694,0.0999763
12,-0.5552982,-0.4818083,"('unsupportive', 'supportive')",-0.5552982,-0.4818083,0.0734899
13,-0.95183545,-0.8076194,"('impolite', 'polite')",-0.9518355,-0.8076194,0.1442161
14,0.33646357,0.5185201,"('antisocial', 'social')",0.3364636,0.5185201,0.1820565
15,0.73794234,0.66264004,"('boring', 'funny')",0.7379423,0.66264,-0.0753023
16,-0.74122393,-0.75113416,"('unpopular', 'popular')",-0.7412239,-0.7511342,-0.0099103
17,0.5949095,0.6036701,"('nasty', 'nice')",0.5949095,0.6036701,0.0087606
18,-1.1326609,-1.0553159,"('disagreeable', 'welcoming')",-1.1326609,-1.0553159,0.077345
19,-1.0676701,-1.0192305,"('inhospitable', 'hospitable')",-1.0676701,-1.0192305,0.0484396
20,-0.28944898,-0.2908735,"('rough', 'thoughtful')",-0.289449,-0.2908735,-0.0014245
21,-1.0683795,-0.73300046,"('immoral', 'moral')",-1.0683795,-0.7330005,0.335379
22,0.28032908,0.15301797,"('untrustworthy', 'trustworthy')",0.2803291,0.153018,-0.1273111
23,1.0987203,1.1202297,"('insincere', 'sincere')",1.0987203,1.1202297,0.0215094
24,-0.10856658,-0.18976203,"('dishonest', 'honest')",-0.1085666,-0.189762,-0.0811954
