,shopping_male,shopping_female,tuple,average_male,average_female,female-male
0,0.4158734,0.22201118,"('unsociable', 'sociable')",0.4158734,0.2220112,-0.1938622
1,1.6524855,1.6493359,"('unfriendly', 'friendly')",1.6524855,1.6493359,-0.0031496
2,-0.09218777,-0.024669869,"('unlikable', 'likable')",-0.0921878,-0.0246699,0.0675179
3,0.5182919,0.80297726,"('repellent', 'pleasant')",0.5182919,0.8029773,0.2846854
4,-7.0808253,-6.9529967,"('disliked', 'liked')",-7.0808253,-6.9529967,0.1278286
5,0.1122586,0.24687354,"('distant', 'outgoing')",0.1122586,0.2468735,0.1346149
6,0.16723585,0.30209097,"('distant', 'open')",0.1672359,0.302091,0.1348551
7,1.1072885,1.2025555,"('insensitive', 'sensitive')",1.1072885,1.2025555,0.095267
8,1.1578208,1.0937629,"('unaffectionate', 'affectionate')",1.1578208,1.0937629,-0.0640579
9,2.1618373,2.266751,"('unaffectionate', 'caring')",2.1618373,2.2667511,0.1049138
10,0.72020924,0.703849,"('unsympathetic', 'sympathetic')",0.7202092,0.703849,-0.0163602
11,2.489427,2.5654378,"('unhelpful', 'helpful')",2.4894271,2.5654378,0.0760107
12,-1.0516703,-0.9571763,"('unsupportive', 'supportive')",-1.0516703,-0.9571763,0.094494
13,0.1930461,0.045687057,"('impolite', 'polite')",0.1930461,0.0456871,-0.147359
14,0.2821416,0.11234755,"('antisocial', 'social')",0.2821416,0.1123476,-0.169794
15,0.39394787,0.28265446,"('boring', 'funny')",0.3939479,0.2826545,-0.1112934
16,-0.24201891,-0.021265052,"('unpopular', 'popular')",-0.2420189,-0.0212651,0.2207538
17,0.12539966,0.15578972,"('nasty', 'nice')",0.1253997,0.1557897,0.03039
18,-0.69541603,-0.63874966,"('disagreeable', 'welcoming')",-0.695416,-0.6387497,0.0566663
19,-0.21160543,-0.12697148,"('inhospitable', 'hospitable')",-0.2116054,-0.1269715,0.0846339
20,0.44363642,0.35216138,"('rough', 'thoughtful')",0.4436364,0.3521614,-0.091475
21,-0.120127685,0.053554345,"('immoral', 'moral')",-0.1201277,0.0535543,0.173682
22,-0.63218004,-0.5270683,"('untrustworthy', 'trustworthy')",-0.63218,-0.5270683,0.1051117
23,6.9824686,7.0769787,"('insincere', 'sincere')",6.9824686,7.0769787,0.0945101
24,1.6355067,1.7631445,"('dishonest', 'honest')",1.6355067,1.7631445,0.1276378
25,0.62963104,0.6731625,"('egoistic', 'altruistic')",0.629631,0.6731625,0.0435315
26,1.1433294,0.5746766,"('hardhearted', 'benevolent')",1.1433294,0.5746766,-0.5686528
27,1.8634913,1.8066502,"('hardhearted', 'softhearted')",1.8634913,1.8066502,-0.0568411
28,1.3392392,1.2807211,"('disloyal', 'loyal')",1.3392392,1.2807211,-0.0585181
29,-0.45130354,-0.58966565,"('unfair', 'fair')",-0.4513035,-0.5896657,-0.1383622
30,1.2557502,1.1467502,"('intolerant', 'tolerant')",1.2557502,1.1467502,-0.109
31,-1.4973581,-1.5231141,"('evil', 'good')",-1.4973581,-1.5231141,-0.025756
32,1.2597175,1.1217136,"('unkind', 'kind')",1.2597175,1.1217136,-0.1380039
33,0.20402697,0.16719282,"('wrong', 'right')",0.204027,0.1671928,-0.0368342
34,4.860052,5.071113,"('mean', 'honorable')",4.8600521,5.0711131,0.211061
35,-1.0541846,-1.0976604,"('corrupt', 'incorrupt')",-1.0541846,-1.0976604,-0.0434758
36,-0.8687005,-0.93838435,"('hostile', 'amicable')",-0.8687005,-0.9383844,-0.0696839
37,0.50631267,0.5406031,"('fake', 'genuine')",0.5063127,0.5406031,0.0342904
38,0.77306837,0.76499397,"('untruthful', 'truthful')",0.7730684,0.764994,-0.0080744
39,0.37883833,0.3396263,"('exploitative', 'cooperative')",0.3788383,0.3396263,-0.039212
40,-1.9296855,-1.8737001,"('stingy', 'generous')",-1.9296855,-1.8737001,0.0559854
41,0.48138025,0.21869773,"('unforgiving', 'forgiving')",0.4813803,0.2186977,-0.2626826
42,-2.7508037,-2.491832,"('unreliable', 'reliable')",-2.7508037,-2.491832,0.2589717
43,1.4553885,1.4441131,"('irresponsible', 'responsible')",1.4553885,1.4441131,-0.0112754
44,-1.5731298,-1.6630204,"('prejudiced', 'unprejudiced')",-1.5731298,-1.6630204,-0.0898906
45,0.30621243,0.25503406,"('incompetent', 'competent')",0.3062124,0.2550341,-0.0511783
46,-0.8328858,-0.8285804,"('uncompetitive', 'competitive')",-0.8328858,-0.8285804,0.0043054
47,5.5686107,5.6046124,"('stupid', 'smart')",5.5686107,5.6046124,0.0360017
48,0.4546207,0.32273594,"('unintelligent', 'intelligent')",0.4546207,0.3227359,-0.1318848
49,-0.28990915,-0.10574093,"('unable', 'able')",-0.2899092,-0.1057409,0.1841683
