,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,female-male
0,-1.9546424,-2.0981236,"('unsociable', 'sociable')",-1.5817335,-1.6404592,-0.3946795,-0.6036991,-0.20684147,-0.3105599,-1.0344743,-1.1632104,-0.1287361
1,-0.029713506,-0.15261543,"('unfriendly', 'friendly')",-0.7261751,-0.73778427,1.4285686,1.2024494,2.0793378,1.9246647,0.6880044,0.5591786,-0.1288258
2,0.7632787,0.74845177,"('unlikable', 'likable')",0.9182967,0.92327493,1.947631,1.9073596,0.9774382,1.0835303,1.1516612,1.1656542,0.013993
3,-1.9331135,-1.9447683,"('repellent', 'pleasant')",-0.6005536,-0.6001708,-1.0955828,-1.0805153,0.1968829,0.23106864,-0.8580918,-0.8485965,0.0094953
4,0.9084996,0.9120598,"('disliked', 'liked')",0.8657115,0.8549689,0.71416086,0.63731664,-6.8631873,-6.8784623,-1.0937037,-1.1185293,-0.0248256
5,2.2837257,2.3349688,"('distant', 'outgoing')",1.9555126,2.0543723,2.6509018,2.6830103,0.06193213,0.03728746,1.738018,1.7774097,0.0393917
6,2.2349646,2.3021612,"('distant', 'open')",1.8670402,1.9951497,2.574835,2.5895925,0.54163516,0.49009505,1.8046187,1.8442496,0.0396309
7,-2.1405475,-2.136724,"('insensitive', 'sensitive')",-2.3619761,-2.349704,-1.882645,-1.9332778,-0.1153112,-0.13404149,-1.6251199,-1.6384369,-0.013317
8,-0.29035392,-0.35910082,"('unaffectionate', 'affectionate')",-0.449553,-0.46267015,1.8838251,1.7146815,1.0903888,0.94963515,0.5585767,0.4606364,-0.0979403
9,-0.20154703,-0.27116683,"('unaffectionate', 'caring')",-0.868047,-0.8753668,2.2111442,2.0677445,1.519937,1.4376342,0.6653718,0.5897113,-0.0756605
10,-3.507795,-3.5861819,"('unsympathetic', 'sympathetic')",-3.4354258,-3.4464645,-2.8950706,-2.990871,-0.593017,-0.61004066,-2.6078269,-2.6583896,-0.0505627
11,-2.0224795,-2.0804155,"('unhelpful', 'helpful')",-2.7781134,-2.7641654,-1.0569566,-1.0964509,1.3831133,1.3990735,-1.1186091,-1.1354895,-0.0168804
12,-0.8093625,-0.77054834,"('unsupportive', 'supportive')",-0.7898671,-0.6827482,0.21741904,0.21850501,-2.015056,-2.008393,-0.8492166,-0.8107961,0.0384205
13,-2.1119049,-2.151256,"('impolite', 'polite')",-2.8431656,-2.8650534,-1.3386034,-1.3567462,-0.44885594,-0.5092572,-1.6856325,-1.7205783,-0.0349458
14,-2.0146322,-2.1032236,"('antisocial', 'social')",-1.0943034,-1.1566101,-0.70352423,-0.8959371,-0.45952865,-0.5327103,-1.0679971,-1.1721203,-0.1041232
15,0.44180328,0.3883196,"('boring', 'funny')",0.54509556,0.52318126,0.36427033,0.33576143,0.3349656,0.3118422,0.4215337,0.3897761,-0.0317576
16,0.8652955,0.89379305,"('unpopular', 'popular')",0.4960482,0.5465509,0.34442654,0.35188237,0.1542818,0.0336857,0.465013,0.456478,-0.008535
17,-1.0129791,-0.9471846,"('nasty', 'nice')",-0.0014687553,0.047610205,0.025220457,0.07526784,-0.36140776,-0.29769427,-0.3376588,-0.2805002,0.0571586
18,-0.16492769,-0.14223589,"('disagreeable', 'welcoming')",0.9533137,0.9808294,0.008933097,-0.15829718,-0.91279596,-1.0213094,-0.0288692,-0.0852533,-0.0563841
19,0.7081147,0.74591017,"('inhospitable', 'hospitable')",0.6250088,0.7234055,0.95121664,0.9570346,-0.14000753,-0.14297895,0.5360832,0.5708428,0.0347596
20,-0.37231642,-0.41374642,"('rough', 'thoughtful')",0.9641632,0.9169642,-0.35057518,-0.36475295,0.71106184,0.648253,0.2380834,0.1966795,-0.0414039
21,-1.9151994,-1.9915124,"('immoral', 'moral')",-1.6515677,-1.6436033,-1.9626759,-2.0444422,-1.4458697,-1.3887118,-1.7438283,-1.7670674,-0.0232391
22,-0.8443544,-0.93775636,"('untrustworthy', 'trustworthy')",-1.1423491,-1.18326,-1.8318633,-1.9489696,-1.309748,-1.3530797,-1.2820787,-1.3557664,-0.0736877
23,-2.0444293,-2.1864517,"('insincere', 'sincere')",-2.7961528,-2.797392,-0.71339816,-0.8921051,5.582066,5.4120173,0.0070215,-0.1159829,-0.1230044
24,-1.1393731,-1.1953037,"('dishonest', 'honest')",-2.6099885,-2.615264,-0.6352473,-0.76484156,0.4740835,0.40786797,-0.9776313,-1.0418853,-0.064254
25,0.68531406,0.69796985,"('egoistic', 'altruistic')",1.428266,1.4127535,1.9568837,1.9143894,1.8408761,1.7713587,1.4778351,1.4491179,-0.0287172
26,0.1420331,0.08267423,"('hardhearted', 'benevolent')",0.83634084,0.773789,1.4798176,1.3185401,1.8885095,1.8277345,1.0866753,1.0006845,-0.0859908
27,-1.0890232,-1.1376517,"('hardhearted', 'softhearted')",-1.8758144,-1.8350435,-0.8207648,-0.8597372,0.9174188,0.7224364,-0.7170459,-0.777499,-0.0604531
28,-1.7141161,-1.8588403,"('disloyal', 'loyal')",-1.5028896,-1.5787373,-0.8823277,-1.0616076,1.037937,0.90202254,-0.765349,-0.8992907,-0.1339417
29,0.77336365,0.7604803,"('unfair', 'fair')",0.5842398,0.5976604,0.027044663,-0.024215966,-0.8629204,-0.96070844,0.1304319,0.0933041,-0.0371278
30,-2.3482442,-2.4216988,"('intolerant', 'tolerant')",-2.9907167,-3.0385442,-1.507189,-1.5861236,-0.054330327,-0.038248584,-1.7251199,-1.7711538,-0.0460339
31,0.9054584,1.0563383,"('evil', 'good')",1.3195493,1.4048142,1.1601723,1.2794622,-0.5425261,-0.55447865,0.7106634,0.7965341,0.0858707
32,-0.8134042,-0.8922521,"('unkind', 'kind')",-2.2583375,-2.2300444,-0.9139072,-1.0062851,0.7691821,0.6329459,-0.8041166,-0.8739089,-0.0697923
33,1.7716225,1.7655877,"('wrong', 'right')",0.8724449,0.8945172,1.7017403,1.6613481,-0.46108502,-0.47747618,0.9711807,0.9609942,-0.0101865
34,-0.48884818,-0.42476797,"('mean', 'honorable')",-1.0202123,-0.9255728,0.11513466,0.14949325,5.3148646,5.290261,0.9802347,1.0223533,0.0421186
35,1.894642,1.8978997,"('corrupt', 'incorrupt')",2.2332542,2.198187,0.8316348,0.8426321,0.23794328,0.087067276,1.2993686,1.2564466,-0.042922
36,1.5748534,1.5623103,"('hostile', 'amicable')",1.7276845,1.7320272,1.6999253,1.6445115,0.5908432,0.42147714,1.3983266,1.3400816,-0.058245
37,-0.49258915,-0.49123853,"('fake', 'genuine')",-0.921448,-0.877704,-0.9529897,-1.0004365,-0.044208415,-0.08145507,-0.6028088,-0.6127085,-0.0098997
38,-0.3533908,-0.35275033,"('untruthful', 'truthful')",-1.9081589,-1.8466597,0.6722933,0.66582066,-0.057469834,0.0006637834,-0.4116816,-0.3832314,0.0284502
39,-0.71499604,-0.63904864,"('exploitative', 'cooperative')",-0.5569172,-0.48939294,-0.39962617,-0.2902689,0.5685345,0.6673911,-0.2757512,-0.1878298,0.0879214
40,-0.052942663,-0.089246824,"('stingy', 'generous')",-0.47540066,-0.42644262,-0.27375266,-0.33805048,-2.12767,-2.2279131,-0.7324415,-0.7704133,-0.0379718
41,-1.1193343,-1.1703973,"('unforgiving', 'forgiving')",-2.1022394,-2.0956821,-0.45490336,-0.62337947,-0.011628045,-0.056677036,-0.9220263,-0.986534,-0.0645077
42,0.1169003,0.15767622,"('unreliable', 'reliable')",0.6644772,0.7908294,-0.6944641,-0.69696915,-3.2910094,-3.2375255,-0.801024,-0.7464973,0.0545267
43,-1.88082,-1.8848432,"('irresponsible', 'responsible')",-3.5514677,-3.4840038,-1.0081003,-1.0472786,0.14733857,0.1818401,-1.5732623,-1.5585713,0.014691
44,0.747434,0.8229312,"('prejudiced', 'unprejudiced')",-0.39040485,-0.3490096,-1.212565,-1.0921574,-1.6284453,-1.616439,-0.6209953,-0.5586687,0.0623266
45,-2.0601122,-2.091311,"('incompetent', 'competent')",-2.5152214,-2.503664,-2.034958,-2.1818993,-0.9296642,-0.9531502,-1.8849889,-1.9325062,-0.0475173
46,-1.5309843,-1.6256186,"('uncompetitive', 'competitive')",-1.6978623,-1.6815876,-1.0927972,-1.1784511,-1.276798,-1.323048,-1.3996105,-1.4521763,-0.0525658
47,-0.9218728,-0.8502966,"('stupid', 'smart')",-0.71497047,-0.6796997,-0.94870454,-0.8756123,5.2969413,5.3200216,0.6778484,0.7286032,0.0507548
48,-2.55835,-2.6520698,"('unintelligent', 'intelligent')",-2.2877152,-2.3631814,-1.3123739,-1.4137323,-0.4060076,-0.4040057,-1.6411119,-1.7082473,-0.0671354
49,-0.4321043,-0.40313995,"('unable', 'able')",-0.60820603,-0.5830118,-0.50659204,-0.45173824,-0.67258334,-0.64759785,-0.5548714,-0.521372,0.0334994
50,1.3110317,1.2930144,"('clumsy', 'skillful')",2.3917265,2.4737322,-0.16649906,-0.19438602,-0.21380424,-0.2986826,0.8306137,0.8184195,-0.0121942
51,-0.99960595,-1.0861788,"('uneducated', 'educated')",-0.81233066,-0.79821813,-0.5723934,-0.65643036,0.18074715,0.04677178,-0.5508957,-0.6235139,-0.0726182
52,1.0151606,0.9294049,"('irrational', 'rational')",1.526732,1.4831288,0.7017696,0.6240976,0.017884536,-0.06292281,0.8153867,0.7434272,-0.0719595
53,-1.003335,-1.1092912,"('uncreative', 'creative')",0.30320108,0.2649129,0.71805704,0.47950402,0.9360552,0.80841416,0.2384946,0.110885,-0.1276096
54,1.1103772,1.0927632,"('incapable', 'capable')",0.1304394,0.16987142,1.5218471,1.5802387,0.96516216,0.9312048,0.9319565,0.9435195,0.011563
55,-2.273192,-2.3401566,"('incompetent', 'clever')",-2.0642505,-2.1088037,-1.2629449,-1.3626136,-0.030715425,-0.002034597,-1.4077758,-1.4534022,-0.0456264
