,constellation_male,constellation_female,tuple,average_male,average_female,female-male
0,-0.05557889,-0.18860361,"('unsociable', 'sociable')",-0.0555789,-0.1886036,-0.1330247
1,1.4185746,1.4446192,"('unfriendly', 'friendly')",1.4185746,1.4446192,0.0260446
2,0.46383673,0.7025713,"('unlikable', 'likable')",0.4638367,0.7025713,0.2387346
3,0.5231495,0.6498519,"('repellent', 'pleasant')",0.5231495,0.6498519,0.1267024
4,-7.2632074,-7.258279,"('disliked', 'liked')",-7.2632074,-7.2582788,0.0049286
5,-0.11001295,0.07713932,"('distant', 'outgoing')",-0.1100129,0.0771393,0.1871522
6,0.0678129,0.26705366,"('distant', 'open')",0.0678129,0.2670537,0.1992408
7,0.5617542,0.59799844,"('insensitive', 'sensitive')",0.5617542,0.5979984,0.0362442
8,1.2111372,1.238666,"('unaffectionate', 'affectionate')",1.2111372,1.2386661,0.0275289
9,1.9097139,1.9764053,"('unaffectionate', 'caring')",1.9097139,1.9764053,0.0666914
10,0.86117953,0.91998225,"('unsympathetic', 'sympathetic')",0.8611795,0.9199823,0.0588028
11,2.1139474,2.1770031,"('unhelpful', 'helpful')",2.1139474,2.1770031,0.0630557
12,-1.4694183,-1.4491302,"('unsupportive', 'supportive')",-1.4694183,-1.4491302,0.0202881
13,0.12382978,0.13773015,"('impolite', 'polite')",0.1238298,0.1377302,0.0139004
14,-0.37916294,-0.6019094,"('antisocial', 'social')",-0.3791629,-0.6019094,-0.2227465
15,0.52066904,0.5137284,"('boring', 'funny')",0.520669,0.5137284,-0.0069406
16,-0.013335615,-0.009068787,"('unpopular', 'popular')",-0.0133356,-0.0090688,0.0042668
17,-0.15873559,-0.105615824,"('nasty', 'nice')",-0.1587356,-0.1056158,0.0531198
18,-0.34067798,-0.42451006,"('disagreeable', 'welcoming')",-0.340678,-0.4245101,-0.0838321
19,-0.52251685,-0.2728434,"('inhospitable', 'hospitable')",-0.5225168,-0.2728434,0.2496734
20,0.88565934,0.66706157,"('rough', 'thoughtful')",0.8856593,0.6670616,-0.2185977
21,-0.21484192,-0.13633017,"('immoral', 'moral')",-0.2148419,-0.1363302,0.0785117
22,-0.56301063,-0.4213699,"('untrustworthy', 'trustworthy')",-0.5630106,-0.4213699,0.1416407
23,6.5131135,6.5759206,"('insincere', 'sincere')",6.5131135,6.5759206,0.0628071
24,1.6268681,1.6984346,"('dishonest', 'honest')",1.6268681,1.6984346,0.0715665
25,0.68389106,0.60610473,"('egoistic', 'altruistic')",0.6838911,0.6061047,-0.0777864
26,0.58317125,0.31318763,"('hardhearted', 'benevolent')",0.5831712,0.3131876,-0.2699836
27,1.3560488,1.2216886,"('hardhearted', 'softhearted')",1.3560488,1.2216886,-0.1343602
28,1.0907941,1.0184704,"('disloyal', 'loyal')",1.0907941,1.0184704,-0.0723237
29,-0.74724233,-0.74072397,"('unfair', 'fair')",-0.7472423,-0.740724,0.0065183
30,0.77835846,0.71703595,"('intolerant', 'tolerant')",0.7783585,0.7170359,-0.0613226
31,-1.3425958,-1.2935017,"('evil', 'good')",-1.3425958,-1.2935017,0.0490941
32,1.2455928,1.226225,"('unkind', 'kind')",1.2455928,1.226225,-0.0193678
33,-0.19300304,-0.13014191,"('wrong', 'right')",-0.193003,-0.1301419,0.0628611
34,4.6484466,4.872711,"('mean', 'honorable')",4.6484466,4.8727112,0.2242646
35,-0.7606492,-0.8793626,"('corrupt', 'incorrupt')",-0.7606492,-0.8793626,-0.1187134
36,-0.55568147,-0.63085103,"('hostile', 'amicable')",-0.5556815,-0.630851,-0.0751695
37,0.4251867,0.5452571,"('fake', 'genuine')",0.4251867,0.5452571,0.1200704
38,0.0938403,0.13668525,"('untruthful', 'truthful')",0.0938403,0.1366853,0.042845
39,0.4207224,0.29382458,"('exploitative', 'cooperative')",0.4207224,0.2938246,-0.1268978
40,-1.8004111,-1.8452809,"('stingy', 'generous')",-1.8004111,-1.8452809,-0.0448698
41,0.1366019,0.011024637,"('unforgiving', 'forgiving')",0.1366019,0.0110246,-0.1255773
42,-2.5351202,-2.3848984,"('unreliable', 'reliable')",-2.5351202,-2.3848984,0.1502218
43,1.0697467,1.1641343,"('irresponsible', 'responsible')",1.0697467,1.1641343,0.0943876
44,-1.3701422,-1.4147034,"('prejudiced', 'unprejudiced')",-1.3701422,-1.4147034,-0.0445612
45,-0.10741215,-0.046110958,"('incompetent', 'competent')",-0.1074122,-0.046111,0.0613012
46,-0.87715554,-0.7694269,"('uncompetitive', 'competitive')",-0.8771555,-0.7694269,0.1077286
47,5.0378356,5.2616386,"('stupid', 'smart')",5.0378356,5.2616386,0.223803
48,1.0419207,0.82546735,"('unintelligent', 'intelligent')",1.0419207,0.8254673,-0.2164534
49,0.2505422,0.3443634,"('unable', 'able')",0.2505422,0.3443634,0.0938212
50,0.08931042,0.13996726,"('clumsy', 'skillful')",0.0893104,0.1399673,0.0506569
51,0.17204735,0.16371483,"('uneducated', 'educated')",0.1720473,0.1637148,-0.0083325
52,-0.44018924,-0.5099681,"('irrational', 'rational')",-0.4401892,-0.5099681,-0.0697789
53,0.39419553,0.4191578,"('uncreative', 'creative')",0.3941955,0.4191578,0.0249623
