,hare_male,hare_female,tuple,average_male,average_female,female-male
0,0.1451318,0.077980004,"('unsociable', 'sociable')",0.1451318,0.07798,-0.0671518
1,1.223057,1.2337236,"('unfriendly', 'friendly')",1.223057,1.2337236,0.0106666
2,0.33572522,0.53646344,"('unlikable', 'likable')",0.3357252,0.5364634,0.2007382
3,0.7259477,0.9380925,"('repellent', 'pleasant')",0.7259477,0.9380925,0.2121448
4,-6.933095,-6.8722,"('disliked', 'liked')",-6.933095,-6.8722,0.060895
5,-0.62578696,-0.42087972,"('distant', 'outgoing')",-0.625787,-0.4208797,0.2049073
6,-0.34549394,-0.20120287,"('distant', 'open')",-0.3454939,-0.2012029,0.144291
7,1.2725754,1.3187526,"('insensitive', 'sensitive')",1.2725754,1.3187526,0.0461772
8,1.0538169,1.0042814,"('unaffectionate', 'affectionate')",1.0538169,1.0042814,-0.0495355
9,1.2126071,1.2775764,"('unaffectionate', 'caring')",1.2126071,1.2775764,0.0649693
10,1.6890289,1.6425949,"('unsympathetic', 'sympathetic')",1.6890289,1.6425949,-0.046434
11,2.1326725,2.1273031,"('unhelpful', 'helpful')",2.1326725,2.1273031,-0.0053694
12,-1.032783,-0.9604968,"('unsupportive', 'supportive')",-1.032783,-0.9604968,0.0722862
13,0.36278668,0.32949656,"('impolite', 'polite')",0.3627867,0.3294966,-0.0332901
14,0.3983312,0.33708832,"('antisocial', 'social')",0.3983312,0.3370883,-0.0612429
15,0.33437866,0.32101563,"('boring', 'funny')",0.3343787,0.3210156,-0.0133631
16,-0.88035595,-0.69425917,"('unpopular', 'popular')",-0.880356,-0.6942592,0.1860968
17,0.046931017,0.0577398,"('nasty', 'nice')",0.046931,0.0577398,0.0108088
18,-0.27063408,-0.2797404,"('disagreeable', 'welcoming')",-0.2706341,-0.2797404,-0.0091063
19,-0.3482408,-0.26493245,"('inhospitable', 'hospitable')",-0.3482408,-0.2649325,0.0833083
20,0.74535996,0.594641,"('rough', 'thoughtful')",0.74536,0.594641,-0.150719
21,0.4146306,0.48574302,"('immoral', 'moral')",0.4146306,0.485743,0.0711124
22,0.19379632,0.12138372,"('untrustworthy', 'trustworthy')",0.1937963,0.1213837,-0.0724126
23,6.3273,6.4203053,"('insincere', 'sincere')",6.3273001,6.4203053,0.0930052
24,2.0006928,2.0576935,"('dishonest', 'honest')",2.0006928,2.0576935,0.0570007
25,0.34178618,0.35532156,"('egoistic', 'altruistic')",0.3417862,0.3553216,0.0135354
26,0.28829235,0.118828654,"('hardhearted', 'benevolent')",0.2882923,0.1188287,-0.1694636
27,1.5038673,1.3886634,"('hardhearted', 'softhearted')",1.5038673,1.3886634,-0.1152039
28,1.1695138,1.1481946,"('disloyal', 'loyal')",1.1695138,1.1481946,-0.0213192
29,-0.23613808,-0.3226814,"('unfair', 'fair')",-0.2361381,-0.3226814,-0.0865433
30,1.2992039,1.2077168,"('intolerant', 'tolerant')",1.2992039,1.2077168,-0.0914871
31,-1.5547184,-1.48892,"('evil', 'good')",-1.5547184,-1.48892,0.0657984
32,1.4238647,1.2913998,"('unkind', 'kind')",1.4238647,1.2913998,-0.1324649
33,-0.9844154,-0.8059374,"('wrong', 'right')",-0.9844154,-0.8059374,0.178478
34,4.2515607,4.5070577,"('mean', 'honorable')",4.2515607,4.5070577,0.255497
35,-1.0083565,-1.0729088,"('corrupt', 'incorrupt')",-1.0083565,-1.0729088,-0.0645523
36,-1.0063341,-1.0750828,"('hostile', 'amicable')",-1.0063341,-1.0750828,-0.0687487
37,1.0312089,0.9662808,"('fake', 'genuine')",1.0312089,0.9662808,-0.0649281
38,0.13448559,0.17673978,"('untruthful', 'truthful')",0.1344856,0.1767398,0.0422542
39,-0.08524626,-0.101863116,"('exploitative', 'cooperative')",-0.0852463,-0.1018631,-0.0166168
40,-1.0410211,-1.0485833,"('stingy', 'generous')",-1.0410211,-1.0485833,-0.0075622
41,0.017237987,-0.097781956,"('unforgiving', 'forgiving')",0.017238,-0.097782,-0.11502
42,-1.3496433,-1.3323678,"('unreliable', 'reliable')",-1.3496433,-1.3323678,0.0172755
43,1.6987828,1.6536709,"('irresponsible', 'responsible')",1.6987828,1.6536709,-0.0451119
44,-1.0511192,-1.2625105,"('prejudiced', 'unprejudiced')",-1.0511192,-1.2625105,-0.2113913
45,0.4053014,0.45277154,"('incompetent', 'competent')",0.4053014,0.4527715,0.0474701
46,-0.14381762,-0.13509306,"('uncompetitive', 'competitive')",-0.1438176,-0.1350931,0.0087245
47,5.138761,5.362061,"('stupid', 'smart')",5.138761,5.362061,0.2233
48,1.0485972,0.99466443,"('unintelligent', 'intelligent')",1.0485972,0.9946644,-0.0539328
49,-0.10051213,0.075627424,"('unable', 'able')",-0.1005121,0.0756274,0.1761395
50,-0.018716158,0.08930088,"('clumsy', 'skillful')",-0.0187162,0.0893009,0.1080171
51,1.0022151,0.9998708,"('uneducated', 'educated')",1.0022151,0.9998708,-0.0023443
52,-0.75800717,-0.7466586,"('irrational', 'rational')",-0.7580072,-0.7466586,0.0113486
53,0.33275303,0.34184316,"('uncreative', 'creative')",0.332753,0.3418432,0.0090902
54,0.9193499,1.0847628,"('incapable', 'capable')",0.9193499,1.0847628,0.1654129
55,1.1496928,1.1459147,"('incompetent', 'clever')",1.1496928,1.1459147,-0.0037781
56,0.9065685,0.9868593,"('impractical', 'practical')",0.9065685,0.9868593,0.0802908
57,-2.1738703,-2.126684,"('unimaginative', 'imaginative')",-2.1738703,-2.126684,0.0471863
58,-0.14108332,-0.16379046,"('undiscriminating', 'discriminating')",-0.1410833,-0.1637905,-0.0227072
59,0.036152277,0.19120656,"('foolish', 'wise')",0.0361523,0.1912066,0.1550543
60,0.6739595,0.7744603,"('inefficient', 'efficient')",0.6739595,0.7744603,0.1005008
61,0.3017062,0.18284982,"('illogical', 'logical')",0.3017062,0.1828498,-0.1188564
62,1.4204831,1.6469007,"('incompetent', 'brilliant')",1.4204831,1.6469007,0.2264176
63,0.9343683,1.1163751,"('unperceptive', 'insightful')",0.9343683,1.1163751,0.1820068
64,-5.1007943,-5.002202,"('shy', 'confident')",-5.1007943,-5.002202,0.0985923
65,1.3524846,1.3095738,"('insecure', 'secure')",1.3524846,1.3095738,-0.0429108
66,0.11128439,0.110058196,"('inactive', 'active')",0.1112844,0.1100582,-0.0012262
67,-0.83742046,-0.7946206,"('doubtful', 'determined')",-0.8374205,-0.7946206,0.0427999
68,-0.39690748,-0.29368195,"('dependent', 'independent')",-0.3969075,-0.2936819,0.1032256
69,-1.9099534,-1.7925731,"('lazy', 'industrious')",-1.9099534,-1.7925731,0.1173803
70,1.8124267,1.8134742,"('lethargic', 'energetic')",1.8124267,1.8134742,0.0010475
71,0.28097218,0.45409063,"('diffident', 'self-confident')",0.2809722,0.4540906,0.1731184
72,0.9444532,1.0704287,"('unambitious', 'ambitious')",0.9444532,1.0704287,0.1259755
73,-2.9483838,-2.805509,"('helpless', 'self-reliant')",-2.9483838,-2.8055091,0.1428747
