,heyday_male,heyday_female,tuple,average_male,average_female,female-male
0,0.50607073,0.2828102,"('unsociable', 'sociable')",0.5060707,0.2828102,-0.2232605
1,-0.73448306,-0.95636034,"('unfriendly', 'friendly')",-0.7344831,-0.9563603,-0.2218772
2,-0.5836651,-0.6145849,"('unlikable', 'likable')",-0.5836651,-0.6145849,-0.0309198
3,-0.15434021,-0.08779015,"('repellent', 'pleasant')",-0.1543402,-0.0877901,0.0665501
4,-3.652511,-3.742593,"('disliked', 'liked')",-3.6525109,-3.7425931,-0.0900822
5,-1.6966721,-1.6577121,"('distant', 'outgoing')",-1.6966721,-1.6577121,0.03896
6,-1.52696,-1.4942232,"('distant', 'open')",-1.52696,-1.4942232,0.0327368
7,0.7060179,0.68845856,"('insensitive', 'sensitive')",0.7060179,0.6884586,-0.0175593
8,-0.2132318,-0.41151693,"('unaffectionate', 'affectionate')",-0.2132318,-0.4115169,-0.1982851
9,0.028157357,-0.034837775,"('unaffectionate', 'caring')",0.0281574,-0.0348378,-0.0629952
10,0.41591638,0.39647886,"('unsympathetic', 'sympathetic')",0.4159164,0.3964789,-0.0194375
11,1.2380077,1.3504611,"('unhelpful', 'helpful')",1.2380077,1.3504611,0.1124534
12,-0.9847106,-0.9431336,"('unsupportive', 'supportive')",-0.9847106,-0.9431336,0.041577
13,0.2366271,0.12689973,"('impolite', 'polite')",0.2366271,0.1268997,-0.1097274
14,0.6086765,0.43882763,"('antisocial', 'social')",0.6086765,0.4388276,-0.1698489
15,-0.5085448,-0.680774,"('boring', 'funny')",-0.5085448,-0.680774,-0.1722292
16,-0.57511747,-0.74630636,"('unpopular', 'popular')",-0.5751175,-0.7463064,-0.1711889
17,-0.94205064,-0.8903037,"('nasty', 'nice')",-0.9420506,-0.8903037,0.0517469
18,-0.71457654,-0.71885514,"('disagreeable', 'welcoming')",-0.7145765,-0.7188551,-0.0042786
19,-1.487565,-1.4514276,"('inhospitable', 'hospitable')",-1.487565,-1.4514276,0.0361374
20,0.31221563,0.33561537,"('rough', 'thoughtful')",0.3122156,0.3356154,0.0233998
21,0.35149285,0.41857287,"('immoral', 'moral')",0.3514929,0.4185729,0.06708
22,0.8955097,0.74842924,"('untrustworthy', 'trustworthy')",0.8955097,0.7484292,-0.1470805
23,3.1937854,3.2032378,"('insincere', 'sincere')",3.1937854,3.2032378,0.0094524
24,0.7485429,0.7025127,"('dishonest', 'honest')",0.7485429,0.7025127,-0.0460302
25,-0.6531193,-0.7416054,"('egoistic', 'altruistic')",-0.6531193,-0.7416054,-0.0884861
26,0.4655677,0.15723044,"('hardhearted', 'benevolent')",0.4655677,0.1572304,-0.3083373
27,-0.30758023,-0.39293784,"('hardhearted', 'softhearted')",-0.3075802,-0.3929378,-0.0853576
28,-0.02676721,-0.03463511,"('disloyal', 'loyal')",-0.0267672,-0.0346351,-0.0078679
29,-0.44394937,-0.44792044,"('unfair', 'fair')",-0.4439494,-0.4479204,-0.003971
30,0.055309385,0.03181673,"('intolerant', 'tolerant')",0.0553094,0.0318167,-0.0234927
31,-2.3782263,-2.4510496,"('evil', 'good')",-2.3782263,-2.4510496,-0.0728233
32,0.9396796,0.77154255,"('unkind', 'kind')",0.9396796,0.7715425,-0.1681371
33,-0.5578604,-0.4655341,"('wrong', 'right')",-0.5578604,-0.4655341,0.0923263
34,2.6451468,2.7194152,"('mean', 'honorable')",2.6451468,2.7194152,0.0742684
