,plover_male,plover_female,tuple,average_male,average_female,female-male
0,-0.50752705,-0.8197434,"('unsociable', 'sociable')",-0.5075271,-0.8197434,-0.3122163
1,-1.3637633,-1.6195483,"('unfriendly', 'friendly')",-1.3637633,-1.6195483,-0.255785
2,0.29672167,0.19457999,"('unlikable', 'likable')",0.2967217,0.19458,-0.1021417
3,-0.18331125,-0.08345264,"('repellent', 'pleasant')",-0.1833113,-0.0834526,0.0998587
4,-2.7200284,-2.977884,"('disliked', 'liked')",-2.7200284,-2.9778841,-0.2578557
5,-1.8168415,-1.8051692,"('distant', 'outgoing')",-1.8168415,-1.8051692,0.0116723
6,-1.8145047,-1.8122709,"('distant', 'open')",-1.8145047,-1.8122709,0.0022338
7,-0.14645186,-0.06657245,"('insensitive', 'sensitive')",-0.1464519,-0.0665725,0.0798794
8,-0.59007806,-0.753034,"('unaffectionate', 'affectionate')",-0.5900781,-0.753034,-0.1629559
9,-0.94836015,-1.0287594,"('unaffectionate', 'caring')",-0.9483601,-1.0287594,-0.0803993
10,-0.4378224,-0.6036241,"('unsympathetic', 'sympathetic')",-0.4378224,-0.6036241,-0.1658017
11,0.36797085,0.33175954,"('unhelpful', 'helpful')",0.3679709,0.3317595,-0.0362114
12,-1.4630605,-1.4492887,"('unsupportive', 'supportive')",-1.4630605,-1.4492887,0.0137718
13,0.21091026,-0.023795145,"('impolite', 'polite')",0.2109103,-0.0237951,-0.2347054
14,0.6305875,0.46171775,"('antisocial', 'social')",0.6305875,0.4617178,-0.1688697
15,0.48456153,0.2291254,"('boring', 'funny')",0.4845615,0.2291254,-0.2554361
16,-0.9961294,-1.1447322,"('unpopular', 'popular')",-0.9961294,-1.1447322,-0.1486028
17,-0.37979624,-0.4119111,"('nasty', 'nice')",-0.3797962,-0.4119111,-0.0321149
18,-0.75516665,-0.711025,"('disagreeable', 'welcoming')",-0.7551666,-0.711025,0.0441416
19,-1.3664846,-1.498517,"('inhospitable', 'hospitable')",-1.3664846,-1.498517,-0.1320324
20,0.24093938,0.31425697,"('rough', 'thoughtful')",0.2409394,0.314257,0.0733176
21,0.31206635,0.26513922,"('immoral', 'moral')",0.3120663,0.2651392,-0.0469271
22,0.5303049,0.50463,"('untrustworthy', 'trustworthy')",0.5303049,0.50463,-0.0256749
23,2.4428823,2.4738026,"('insincere', 'sincere')",2.4428823,2.4738026,0.0309203
24,0.20015818,0.14344463,"('dishonest', 'honest')",0.2001582,0.1434446,-0.0567136
25,-0.14880669,-0.26412264,"('egoistic', 'altruistic')",-0.1488067,-0.2641226,-0.1153159
26,0.054785807,-0.33881,"('hardhearted', 'benevolent')",0.0547858,-0.33881,-0.3935958
27,-0.07894479,-0.028908344,"('hardhearted', 'softhearted')",-0.0789448,-0.0289083,0.0500365
28,0.010541266,-0.14909998,"('disloyal', 'loyal')",0.0105413,-0.1491,-0.1596413
29,-0.63581187,-0.5336685,"('unfair', 'fair')",-0.6358119,-0.5336685,0.1021434
30,1.2309331,1.0008981,"('intolerant', 'tolerant')",1.2309331,1.0008981,-0.230035
31,-1.8479046,-1.662152,"('evil', 'good')",-1.8479046,-1.6621521,0.1857525
32,0.12033679,-0.21043807,"('unkind', 'kind')",0.1203368,-0.2104381,-0.3307749
33,0.039564196,-0.15334223,"('wrong', 'right')",0.0395642,-0.1533422,-0.1929064
34,1.2028021,1.482933,"('mean', 'honorable')",1.2028021,1.482933,0.2801309
35,-0.5098267,-0.53666085,"('corrupt', 'incorrupt')",-0.5098267,-0.5366609,-0.0268342
36,-1.3644478,-1.4356107,"('hostile', 'amicable')",-1.3644478,-1.4356107,-0.0711629
37,0.6162314,0.6700926,"('fake', 'genuine')",0.6162314,0.6700926,0.0538612
38,-0.18904103,-0.24190605,"('untruthful', 'truthful')",-0.189041,-0.241906,-0.052865
39,0.9758702,0.9426268,"('exploitative', 'cooperative')",0.9758702,0.9426268,-0.0332434
40,-1.1997691,-1.1943862,"('stingy', 'generous')",-1.1997691,-1.1943862,0.0053829
41,0.6378967,0.54032886,"('unforgiving', 'forgiving')",0.6378967,0.5403289,-0.0975678
42,-0.8936548,-1.035097,"('unreliable', 'reliable')",-0.8936548,-1.035097,-0.1414422
43,-0.21270365,-0.43048403,"('irresponsible', 'responsible')",-0.2127036,-0.430484,-0.2177804
