,schlumberger_male,schlumberger_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-2.0465932,-2.0464902,"('unsociable', 'sociable')",-0.08709968,-0.1561423,-1.0668465,-1.1013162,-0.0344697
1,-1.1734208,-1.1841077,"('unfriendly', 'friendly')",1.8829566,1.7349639,0.3547679,0.2754281,-0.0793398
2,0.4374656,0.53354156,"('unlikable', 'likable')",0.23646066,0.31352997,0.3369631,0.4235358,0.0865727
3,-1.0335779,-0.9263178,"('repellent', 'pleasant')",0.24880326,0.4009646,-0.3923873,-0.2626766,0.1297107
4,0.93825805,0.8575407,"('disliked', 'liked')",-4.3193784,-4.5150843,-1.6905601,-1.8287718,-0.1382117
5,0.5296635,0.50124586,"('distant', 'outgoing')",0.009805962,-0.11117028,0.2697347,0.1950378,-0.0746969
6,0.28624195,0.2787946,"('distant', 'open')",0.38738042,0.24835928,0.3368112,0.2635769,-0.0732343
7,-1.4373398,-1.3837512,"('insensitive', 'sensitive')",0.33674973,0.41174358,-0.550295,-0.4860038,0.0642912
8,-0.32597893,-0.3445344,"('unaffectionate', 'affectionate')",1.0020319,0.8598511,0.3380265,0.2576584,-0.0803681
9,-0.7553673,-0.7841904,"('unaffectionate', 'caring')",1.1971554,1.0656992,0.220894,0.1407544,-0.0801396
10,-2.8768697,-2.8447578,"('unsympathetic', 'sympathetic')",-0.002890017,-0.009546772,-1.4398799,-1.4271523,0.0127276
11,-2.2231822,-2.232308,"('unhelpful', 'helpful')",1.4660451,1.4918289,-0.3785685,-0.3702395,0.008329
12,-2.043344,-1.9798303,"('unsupportive', 'supportive')",-1.4342642,-1.5266464,-1.7388041,-1.7532383,-0.0144342
13,-1.7909884,-1.7506694,"('impolite', 'polite')",-0.45660013,-0.38193616,-1.1237943,-1.0663028,0.0574915
14,-1.0770751,-0.9344799,"('antisocial', 'social')",-0.0907735,0.035025075,-0.5839243,-0.4497274,0.1341969
15,0.47264552,0.48082677,"('boring', 'funny')",0.5539546,0.5841883,0.5133001,0.5325075,0.0192074
16,0.31706536,0.37795386,"('unpopular', 'popular')",0.08456569,0.14527398,0.2008155,0.2616139,0.0607984
17,-1.0374941,-1.027424,"('nasty', 'nice')",-0.586339,-0.63904005,-0.8119165,-0.833232,-0.0213155
18,-0.5862171,-0.48568383,"('disagreeable', 'welcoming')",-1.1384757,-1.1713305,-0.8623464,-0.8285071,0.0338393
19,-0.28526816,-0.3347185,"('inhospitable', 'hospitable')",-0.41264132,-0.48292345,-0.3489547,-0.408821,-0.0598663
20,0.03588757,0.08517311,"('rough', 'thoughtful')",1.4327891,1.4991298,0.7343383,0.7921515,0.0578132
21,-1.6693338,-1.5584648,"('immoral', 'moral')",-1.075489,-0.98517674,-1.3724115,-1.2718208,0.1005907
22,-1.0983597,-1.0957035,"('untrustworthy', 'trustworthy')",-0.90883964,-0.97759837,-1.0035996,-1.0366509,-0.0330513
23,-1.680411,-1.6938107,"('insincere', 'sincere')",4.768937,4.829511,1.5442631,1.5678502,0.0235871
24,-1.4352195,-1.4074082,"('dishonest', 'honest')",0.33251888,0.34268636,-0.5513504,-0.5323609,0.0189895
25,0.3558603,0.35996932,"('egoistic', 'altruistic')",0.31811017,0.29510728,0.3369852,0.3275383,-0.0094469
26,-0.17433026,-0.17552176,"('hardhearted', 'benevolent')",2.083105,1.892408,0.9543874,0.8584431,-0.0959443
27,-0.5646041,-0.52997005,"('hardhearted', 'softhearted')",0.34272838,0.18884633,-0.1109379,-0.1705619,-0.059624
28,-1.4093072,-1.4646788,"('disloyal', 'loyal')",1.0328845,0.9983728,-0.1882114,-0.233153,-0.0449416
29,-0.09971745,-0.17675343,"('unfair', 'fair')",-0.45140576,-0.5122107,-0.2755616,-0.3444821,-0.0689205
30,-0.9811998,-0.8829196,"('intolerant', 'tolerant')",1.1586536,1.2077035,0.0887269,0.1623919,0.073665
31,0.4814722,0.47144178,"('evil', 'good')",-0.72208995,-0.93992907,-0.1203089,-0.2342436,-0.1139347
32,-1.3054436,-1.3134968,"('unkind', 'kind')",0.56848013,0.51196456,-0.3684818,-0.4007661,-0.0322843
33,0.64007694,0.49694157,"('wrong', 'right')",-0.23133415,-0.36577022,0.2043714,0.0655857,-0.1387857
34,-1.1565034,-1.0400064,"('mean', 'honorable')",4.6312866,4.835719,1.7373916,1.8978564,0.1604648
35,1.842129,1.7139034,"('corrupt', 'incorrupt')",-0.45702863,-0.6426488,0.6925502,0.5356273,-0.1569229
36,0.49236995,0.4623567,"('hostile', 'amicable')",0.22416839,0.03993881,0.3582692,0.2511477,-0.1071215
37,-0.574848,-0.55749863,"('fake', 'genuine')",0.023452459,0.07445581,-0.2756978,-0.2415214,0.0341764
38,-1.1515627,-1.2518604,"('untruthful', 'truthful')",0.26998225,0.25973055,-0.4407902,-0.4960649,-0.0552747
39,-0.456424,-0.34078205,"('exploitative', 'cooperative')",-0.021031955,0.011614191,-0.238728,-0.1645839,0.0741441
40,0.54527074,0.5892352,"('stingy', 'generous')",-1.2488791,-1.2616881,-0.3518042,-0.3362265,0.0155777
