,curd_male,curd_female,tuple,average_male,average_female,female-male
0,0.03287556,-0.092994384,"('unsociable', 'sociable')",0.0328756,-0.0929944,-0.12587
1,-0.20423454,-0.4196975,"('unfriendly', 'friendly')",-0.2042345,-0.4196975,-0.215463
2,-0.04063315,-0.04096651,"('unlikable', 'likable')",-0.0406331,-0.0409665,-0.0003334
3,-0.58317083,-0.4879182,"('repellent', 'pleasant')",-0.5831708,-0.4879182,0.0952526
4,-3.7756991,-3.8745775,"('disliked', 'liked')",-3.7756991,-3.8745775,-0.0988784
5,-0.5253298,-0.55322737,"('distant', 'outgoing')",-0.5253298,-0.5532274,-0.0278976
6,-0.24875617,-0.339954,"('distant', 'open')",-0.2487562,-0.339954,-0.0911978
7,0.6242054,0.61656386,"('insensitive', 'sensitive')",0.6242054,0.6165639,-0.0076415
8,-0.6546928,-0.76298946,"('unaffectionate', 'affectionate')",-0.6546928,-0.7629895,-0.1082967
9,-0.35145724,-0.35724753,"('unaffectionate', 'caring')",-0.3514572,-0.3572475,-0.0057903
10,0.18728781,0.1782843,"('unsympathetic', 'sympathetic')",0.1872878,0.1782843,-0.0090035
11,0.8603858,1.073282,"('unhelpful', 'helpful')",0.8603858,1.073282,0.2128962
12,-1.8747616,-1.792156,"('unsupportive', 'supportive')",-1.8747616,-1.792156,0.0826056
13,-0.11726811,-0.075952545,"('impolite', 'polite')",-0.1172681,-0.0759525,0.0413156
14,-0.030397605,-0.039455716,"('antisocial', 'social')",-0.0303976,-0.0394557,-0.0090581
15,0.6001505,0.4422169,"('boring', 'funny')",0.6001505,0.4422169,-0.1579336
16,-0.6670599,-0.7920105,"('unpopular', 'popular')",-0.6670599,-0.7920105,-0.1249506
17,-0.7804955,-0.67538345,"('nasty', 'nice')",-0.7804955,-0.6753834,0.1051121
18,-0.97319037,-0.9707037,"('disagreeable', 'welcoming')",-0.9731904,-0.9707037,0.0024867
19,-0.1267614,-0.26159757,"('inhospitable', 'hospitable')",-0.1267614,-0.2615976,-0.1348362
20,0.34762052,0.36732814,"('rough', 'thoughtful')",0.3476205,0.3673281,0.0197076
21,-0.6149828,-0.381827,"('immoral', 'moral')",-0.6149828,-0.381827,0.2331558
22,0.8336021,0.7721071,"('untrustworthy', 'trustworthy')",0.8336021,0.7721071,-0.061495
23,3.3105698,3.3784575,"('insincere', 'sincere')",3.3105698,3.3784575,0.0678877
24,0.7727806,0.660775,"('dishonest', 'honest')",0.7727806,0.660775,-0.1120056
25,-0.21210591,-0.3745687,"('egoistic', 'altruistic')",-0.2121059,-0.3745687,-0.1624628
26,0.8356199,0.5193997,"('hardhearted', 'benevolent')",0.8356199,0.5193997,-0.3162202
27,0.98127383,0.853266,"('hardhearted', 'softhearted')",0.9812738,0.853266,-0.1280078
28,0.54363084,0.5095966,"('disloyal', 'loyal')",0.5436308,0.5095966,-0.0340342
29,0.23998015,0.13530363,"('unfair', 'fair')",0.2399801,0.1353036,-0.1046765
30,0.27568135,0.37532535,"('intolerant', 'tolerant')",0.2756813,0.3753254,0.0996441
31,-1.2300966,-1.3674319,"('evil', 'good')",-1.2300966,-1.3674319,-0.1373353
32,0.3392569,0.19142398,"('unkind', 'kind')",0.3392569,0.191424,-0.1478329
33,0.113890626,0.02172955,"('wrong', 'right')",0.1138906,0.0217295,-0.0921611
34,2.2969875,2.452581,"('mean', 'honorable')",2.2969875,2.4525809,0.1555934
35,0.44070536,0.16164774,"('corrupt', 'incorrupt')",0.4407054,0.1616477,-0.2790577
36,-0.92890656,-1.125391,"('hostile', 'amicable')",-0.9289066,-1.125391,-0.1964844
37,0.6247128,0.6264849,"('fake', 'genuine')",0.6247128,0.6264849,0.0017721
38,0.00061254576,0.027337758,"('untruthful', 'truthful')",0.0006125,0.0273378,0.0267253
39,0.6250143,0.7300404,"('exploitative', 'cooperative')",0.6250143,0.7300404,0.1050261
40,-1.2713684,-1.4517866,"('stingy', 'generous')",-1.2713684,-1.4517866,-0.1804182
41,0.6087828,0.60171175,"('unforgiving', 'forgiving')",0.6087828,0.6017118,-0.007071
42,-1.3692976,-1.3049659,"('unreliable', 'reliable')",-1.3692976,-1.3049659,0.0643317
43,0.5146092,0.650893,"('irresponsible', 'responsible')",0.5146092,0.650893,0.1362838
44,-0.69781077,-0.5728143,"('prejudiced', 'unprejudiced')",-0.6978108,-0.5728143,0.1249965
45,0.7594824,0.7630144,"('incompetent', 'competent')",0.7594824,0.7630144,0.003532
46,-0.55593824,-0.50204897,"('uncompetitive', 'competitive')",-0.5559382,-0.502049,0.0538892
47,2.5181644,2.6110702,"('stupid', 'smart')",2.5181644,2.6110702,0.0929058
48,-0.57678413,-0.45594737,"('unintelligent', 'intelligent')",-0.5767841,-0.4559474,0.1208367
49,-0.35766417,-0.046369992,"('unable', 'able')",-0.3576642,-0.04637,0.3112942
50,-0.7506339,-0.7879899,"('clumsy', 'skillful')",-0.7506339,-0.7879899,-0.037356
51,-0.6777221,-0.69042236,"('uneducated', 'educated')",-0.6777221,-0.6904224,-0.0127003
52,-1.0963514,-1.2686584,"('irrational', 'rational')",-1.0963514,-1.2686584,-0.172307
53,-0.31676394,-0.54775757,"('uncreative', 'creative')",-0.3167639,-0.5477576,-0.2309937
54,0.18806669,0.10490815,"('incapable', 'capable')",0.1880667,0.1049082,-0.0831585
55,0.30230138,0.4296187,"('incompetent', 'clever')",0.3023014,0.4296187,0.1273173
56,0.30003744,0.5567738,"('impractical', 'practical')",0.3000374,0.5567738,0.2567364
57,-1.6429104,-1.7846853,"('unimaginative', 'imaginative')",-1.6429104,-1.7846853,-0.1417749
58,0.9315697,0.74412686,"('undiscriminating', 'discriminating')",0.9315697,0.7441269,-0.1874428
59,-0.38174817,-0.37482634,"('foolish', 'wise')",-0.3817482,-0.3748263,0.0069219
60,0.24694164,0.6399702,"('inefficient', 'efficient')",0.2469416,0.6399702,0.3930286
61,0.7371461,0.5578015,"('illogical', 'logical')",0.7371461,0.5578015,-0.1793446
62,0.4429961,0.7373924,"('incompetent', 'brilliant')",0.4429961,0.7373924,0.2943963
63,0.3583081,0.4627591,"('unperceptive', 'insightful')",0.3583081,0.4627591,0.104451
64,-3.706644,-3.6582909,"('shy', 'confident')",-3.7066441,-3.6582909,0.0483532
65,0.4276054,0.50661933,"('insecure', 'secure')",0.4276054,0.5066193,0.0790139
66,-0.31050998,-0.5946137,"('inactive', 'active')",-0.31051,-0.5946137,-0.2841037
67,-0.015877757,0.15456039,"('doubtful', 'determined')",-0.0158778,0.1545604,0.1704382
68,-0.021945056,-0.049633197,"('dependent', 'independent')",-0.0219451,-0.0496332,-0.0276881
69,-0.71714854,-0.7610394,"('lazy', 'industrious')",-0.7171485,-0.7610394,-0.0438909
70,0.74113256,0.7228617,"('lethargic', 'energetic')",0.7411326,0.7228617,-0.0182709
71,0.020763792,-0.00074187294,"('diffident', 'self-confident')",0.0207638,-0.0007419,-0.0215057
72,-0.8028435,-0.8326565,"('unambitious', 'ambitious')",-0.8028435,-0.8326565,-0.029813
73,-2.2098656,-2.150083,"('helpless', 'self-reliant')",-2.2098656,-2.1500831,0.0597825
74,0.4586179,0.34656546,"('undedicated', 'dedicated')",0.4586179,0.3465655,-0.1120524
75,-0.08736445,-0.17193379,"('meek', 'impulsive')",-0.0873645,-0.1719338,-0.0845693
76,0.3641182,0.462854,"('anxious', 'daring')",0.3641182,0.462854,0.0987358
77,-1.4011917,-1.1642865,"('unmotivated', 'motivated')",-1.4011917,-1.1642865,0.2369052
78,-0.41906703,-0.4570258,"('nonresilient', 'resilient')",-0.419067,-0.4570258,-0.0379588
79,-0.763399,-0.90426224,"('wavering', 'unwavering')",-0.763399,-0.9042622,-0.1408632
80,0.060767595,0.07680892,"('dominated', 'dominating')",0.0607676,0.0768089,0.0160413
81,-0.2739318,-0.06112344,"('submissive', 'aggressive')",-0.2739318,-0.0611234,0.2128084
82,3.0698006,2.9181817,"('poor', 'rich')",3.0698006,2.9181817,-0.1516189
83,-0.63253224,-0.6715344,"('powerless', 'powerful')",-0.6325322,-0.6715344,-0.0390022
84,0.4872543,0.48999405,"('inferior', 'superior')",0.4872543,0.489994,0.0027397
85,-1.1552898,-1.2991488,"('insignificant', 'prestigious')",-1.1552898,-1.2991488,-0.143859
86,-0.6482848,-0.8251052,"('uninfluential', 'influential')",-0.6482848,-0.8251052,-0.1768204
