,swell_male,swell_female,tuple,average_male,average_female,female-male
35,-1.028756,-1.4154195,"('corrupt', 'incorrupt')",-1.028756,-1.4154195,-0.3866635
36,-0.8490038,-1.0203499,"('hostile', 'amicable')",-0.8490038,-1.0203499,-0.1713461
37,1.1195728,1.0981009,"('fake', 'genuine')",1.1195728,1.0981009,-0.0214719
38,-0.74668944,-0.64786303,"('untruthful', 'truthful')",-0.7466894,-0.647863,0.0988264
39,0.3312205,0.39005554,"('exploitative', 'cooperative')",0.3312205,0.3900555,0.058835
40,-0.979393,-1.0081872,"('stingy', 'generous')",-0.979393,-1.0081872,-0.0287942
41,0.7023542,0.5660539,"('unforgiving', 'forgiving')",0.7023542,0.5660539,-0.1363003
42,-1.745464,-1.8060129,"('unreliable', 'reliable')",-1.745464,-1.8060129,-0.0605489
43,0.84067434,1.0242,"('irresponsible', 'responsible')",0.8406743,1.0242,0.1835257
44,-0.90254503,-1.0002081,"('prejudiced', 'unprejudiced')",-0.902545,-1.0002081,-0.0976631
45,0.7082188,0.5709956,"('incompetent', 'competent')",0.7082188,0.5709956,-0.1372232
46,-0.23349592,-0.20084447,"('uncompetitive', 'competitive')",-0.2334959,-0.2008445,0.0326514
47,4.5012574,4.75363,"('stupid', 'smart')",4.5012574,4.7536302,0.2523728
48,0.33773705,0.4885077,"('unintelligent', 'intelligent')",0.3377371,0.4885077,0.1507706
49,-0.28711745,-0.14149591,"('unable', 'able')",-0.2871175,-0.1414959,0.1456216
50,-0.30267745,-0.25785694,"('clumsy', 'skillful')",-0.3026775,-0.2578569,0.0448206
51,0.57450885,0.5958349,"('uneducated', 'educated')",0.5745088,0.5958349,0.0213261
52,-0.2938627,-0.47857478,"('irrational', 'rational')",-0.2938627,-0.4785748,-0.1847121
53,-0.048113406,-0.0616011,"('uncreative', 'creative')",-0.0481134,-0.0616011,-0.0134877
54,0.59887654,0.6660416,"('incapable', 'capable')",0.5988765,0.6660416,0.0671651
55,1.058536,1.2107258,"('incompetent', 'clever')",1.0585361,1.2107258,0.1521897
56,0.32830524,0.3438599,"('impractical', 'practical')",0.3283052,0.3438599,0.0155547
57,-1.5062579,-1.7606463,"('unimaginative', 'imaginative')",-1.5062579,-1.7606463,-0.2543884
58,0.44662514,0.39724028,"('undiscriminating', 'discriminating')",0.4466251,0.3972403,-0.0493848
59,-0.16671613,-0.16016257,"('foolish', 'wise')",-0.1667161,-0.1601626,0.0065535
60,0.3324489,0.61452854,"('inefficient', 'efficient')",0.3324489,0.6145285,0.2820796
61,0.20422672,0.14098756,"('illogical', 'logical')",0.2042267,0.1409876,-0.0632391
62,0.5080953,0.7762991,"('incompetent', 'brilliant')",0.5080953,0.7762991,0.2682038
63,0.021981776,0.20612675,"('unperceptive', 'insightful')",0.0219818,0.2061267,0.1841449
64,-5.6289277,-5.6310368,"('shy', 'confident')",-5.6289277,-5.6310368,-0.0021091
65,0.7375673,1.0199655,"('insecure', 'secure')",0.7375673,1.0199655,0.2823982
66,0.034211595,-0.16023022,"('inactive', 'active')",0.0342116,-0.1602302,-0.1944418
67,-0.81638837,-0.8191794,"('doubtful', 'determined')",-0.8163884,-0.8191794,-0.002791
68,-0.9298005,-0.7930259,"('dependent', 'independent')",-0.9298005,-0.7930259,0.1367746
69,-1.9471422,-2.0925102,"('lazy', 'industrious')",-1.9471422,-2.0925102,-0.145368
70,1.7965599,1.7947541,"('lethargic', 'energetic')",1.7965599,1.7947541,-0.0018058
71,0.08707372,0.03383679,"('diffident', 'self-confident')",0.0870737,0.0338368,-0.0532369
72,0.7548346,1.0135286,"('unambitious', 'ambitious')",0.7548346,1.0135286,0.258694
73,-2.6348157,-2.6557205,"('helpless', 'self-reliant')",-2.6348157,-2.6557205,-0.0209048
74,0.41307408,0.21753028,"('undedicated', 'dedicated')",0.4130741,0.2175303,-0.1955438
75,-0.54126954,-0.57561314,"('meek', 'impulsive')",-0.5412695,-0.5756131,-0.0343436
76,0.5861741,0.7007671,"('anxious', 'daring')",0.5861741,0.7007671,0.114593
77,-1.4213141,-1.2692589,"('unmotivated', 'motivated')",-1.4213141,-1.2692589,0.1520552
78,-1.1553115,-1.2020876,"('nonresilient', 'resilient')",-1.1553115,-1.2020876,-0.0467761
79,-0.37696323,-0.43032828,"('wavering', 'unwavering')",-0.3769632,-0.4303283,-0.0533651
80,0.28824842,0.22532356,"('dominated', 'dominating')",0.2882484,0.2253236,-0.0629248
81,0.15968579,0.28752434,"('submissive', 'aggressive')",0.1596858,0.2875243,0.1278385
82,5.786784,6.0138206,"('poor', 'rich')",5.7867842,6.0138206,0.2270364
83,-0.32877094,-0.3646276,"('powerless', 'powerful')",-0.3287709,-0.3646276,-0.0358567
84,0.28233352,0.29490978,"('inferior', 'superior')",0.2823335,0.2949098,0.0125763
85,-1.4291503,-1.5464704,"('insignificant', 'prestigious')",-1.4291503,-1.5464704,-0.1173201
86,0.811029,0.739219,"('uninfluential', 'influential')",0.811029,0.739219,-0.07181
87,-0.17256132,-0.04323196,"('unsuccessful', 'successful')",-0.1725613,-0.043232,0.1293293
88,-0.0747148,-0.12025503,"('low', 'eminent')",-0.0747148,-0.120255,-0.0455402
