,swell_male,swell_female,tuple,average_male,average_female,female-male
0,0.4576336,0.35105336,"('unsociable', 'sociable')",0.4576336,0.3510534,-0.1065802
1,0.82941645,0.8974222,"('unfriendly', 'friendly')",0.8294165,0.8974222,0.0680057
2,0.051641993,0.23511544,"('unlikable', 'likable')",0.051642,0.2351154,0.1834734
3,1.0742357,1.2978789,"('repellent', 'pleasant')",1.0742357,1.2978789,0.2236432
4,-6.919054,-7.200097,"('disliked', 'liked')",-6.919054,-7.2000971,-0.2810431
5,-0.7356931,-0.75096136,"('distant', 'outgoing')",-0.7356931,-0.7509614,-0.0152683
6,-0.19708993,-0.3000388,"('distant', 'open')",-0.1970899,-0.3000388,-0.1029489
7,1.3313488,1.4240143,"('insensitive', 'sensitive')",1.3313488,1.4240143,0.0926655
8,0.7254461,0.689785,"('unaffectionate', 'affectionate')",0.7254461,0.689785,-0.0356611
9,0.9647816,0.97543186,"('unaffectionate', 'caring')",0.9647816,0.9754319,0.0106503
10,1.1562362,1.2489946,"('unsympathetic', 'sympathetic')",1.1562362,1.2489946,0.0927584
11,1.5430785,1.6095917,"('unhelpful', 'helpful')",1.5430785,1.6095917,0.0665132
12,-1.584239,-1.5714017,"('unsupportive', 'supportive')",-1.584239,-1.5714017,0.0128373
13,-0.08133051,0.07636598,"('impolite', 'polite')",-0.0813305,0.076366,0.1576965
14,0.5290323,0.518633,"('antisocial', 'social')",0.5290323,0.518633,-0.0103993
15,0.47674778,0.46465135,"('boring', 'funny')",0.4767478,0.4646513,-0.0120965
16,-0.85345757,-0.85501325,"('unpopular', 'popular')",-0.8534576,-0.8550133,-0.0015557
17,0.091054685,0.049133,"('nasty', 'nice')",0.0910547,0.049133,-0.0419217
18,-0.5771455,-0.48800856,"('disagreeable', 'welcoming')",-0.5771455,-0.4880086,0.0891369
19,-0.93060637,-0.88580406,"('inhospitable', 'hospitable')",-0.9306064,-0.8858041,0.0448023
20,0.775481,0.71493906,"('rough', 'thoughtful')",0.775481,0.7149391,-0.0605419
21,0.10307179,0.3572171,"('immoral', 'moral')",0.1030718,0.3572171,0.2541453
22,0.21517937,0.18737169,"('untrustworthy', 'trustworthy')",0.2151794,0.1873717,-0.0278077
23,5.721953,6.0798755,"('insincere', 'sincere')",5.7219529,6.0798755,0.3579226
24,1.3257579,1.4199497,"('dishonest', 'honest')",1.3257579,1.4199497,0.0941918
25,0.8005786,0.8524346,"('egoistic', 'altruistic')",0.8005786,0.8524346,0.051856
26,1.2950581,1.0775712,"('hardhearted', 'benevolent')",1.2950581,1.0775712,-0.2174869
27,1.7142998,1.564489,"('hardhearted', 'softhearted')",1.7142998,1.564489,-0.1498108
28,1.2485447,1.0974011,"('disloyal', 'loyal')",1.2485447,1.0974011,-0.1511436
29,-0.14692754,-0.3299509,"('unfair', 'fair')",-0.1469275,-0.3299509,-0.1830234
30,0.9149389,1.033463,"('intolerant', 'tolerant')",0.9149389,1.033463,0.1185241
31,-1.266871,-1.3050464,"('evil', 'good')",-1.266871,-1.3050464,-0.0381754
32,1.218806,1.107986,"('unkind', 'kind')",1.218806,1.107986,-0.11082
33,-0.5035878,-0.602707,"('wrong', 'right')",-0.5035878,-0.602707,-0.0991192
34,3.7618558,4.1298704,"('mean', 'honorable')",3.7618558,4.1298704,0.3680146
