,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,female-male
0,0.02333625,0.045860793,"('unsociable', 'sociable')",-0.7692691,-0.68456554,-0.10508369,-0.17214131,-0.2836722,-0.270282,0.0133902
1,0.4452406,0.53039855,"('unfriendly', 'friendly')",0.9506076,0.7308201,1.6117541,1.373946,1.0025341,0.8783882,-0.1241459
2,0.9270751,0.9976896,"('unlikable', 'likable')",0.8331876,0.99153453,0.8186787,0.95093274,0.8596471,0.9800523,0.1204052
3,-0.37427536,-0.22008759,"('repellent', 'pleasant')",-0.5784393,-0.46127164,0.84630287,0.9039748,-0.0354706,0.0742052,0.1096758
4,-0.112312585,-0.041160792,"('disliked', 'liked')",0.07028986,-0.10510676,-6.9794497,-6.9072623,-2.3404908,-2.3511766,-0.0106858
5,0.044675987,0.062397443,"('distant', 'outgoing')",0.53001904,0.37650102,-0.5218549,-0.5903177,0.0176134,-0.0504731,-0.0680865
6,0.5145586,0.56098205,"('distant', 'open')",1.0166173,0.8055877,-0.30846038,-0.39060944,0.4075718,0.3253201,-0.0822517
7,1.1082968,1.1133252,"('insensitive', 'sensitive')",0.052277472,0.20345804,0.4834003,0.5231096,0.5479915,0.6132976,0.0653061
8,0.43234393,0.4692416,"('unaffectionate', 'affectionate')",0.77398694,0.5651354,0.7363172,0.6059574,0.6475494,0.5467781,-0.1007713
9,1.1747985,1.1274735,"('unaffectionate', 'caring')",0.9151853,0.72402257,1.530515,1.4438543,1.2068329,1.0984501,-0.1083828
10,-0.3165849,-0.32136446,"('unsympathetic', 'sympathetic')",-1.4364778,-1.3823358,-0.40405017,-0.3948418,-0.7190376,-0.6995141,0.0195235
11,-0.19894211,-0.1758378,"('unhelpful', 'helpful')",-0.98980063,-0.8782094,1.7909635,1.8554312,0.2007403,0.267128,0.0663877
12,1.2157459,1.3478556,"('unsupportive', 'supportive')",-0.3384808,-0.19722764,-1.8320862,-1.7705914,-0.3182737,-0.2066545,0.1116192
13,-0.31980935,-0.38094664,"('impolite', 'polite')",-0.6442318,-0.3810386,-0.58470213,-0.57883716,-0.5162477,-0.4469408,0.0693069
14,0.0794228,0.34594598,"('antisocial', 'social')",-0.40437576,-0.052054785,0.07449067,0.16326289,-0.0834874,0.1523847,0.2358721
15,0.08950868,-0.046825744,"('boring', 'funny')",0.4388228,0.30376977,-0.012297059,0.018383259,0.1720115,0.0917758,-0.0802357
16,-0.24853833,-0.24280488,"('unpopular', 'popular')",0.53158677,0.37503836,0.5980411,0.4297272,0.2936965,0.1873202,-0.1063763
17,-0.20201722,-0.115010016,"('nasty', 'nice')",0.7382213,0.79215723,-0.4826743,-0.44894606,0.0178433,0.0760671,0.0582238
18,0.28204468,0.5101025,"('disagreeable', 'welcoming')",0.20761472,0.4516152,-0.80787015,-0.81947905,-0.1060703,0.0474129,0.1534832
19,-0.691066,-0.8583385,"('inhospitable', 'hospitable')",-0.1403127,-0.23518097,-1.0298121,-1.0578101,-0.6203969,-0.7171098,-0.0967129
