,healthpeak_male,healthpeak_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.6113968,-1.6705294,"('unsociable', 'sociable')",0.67155147,0.59134454,-0.78102577,-0.932404,-0.5736237,-0.6705296,-0.0969059
1,-1.0578996,-1.0685431,"('unfriendly', 'friendly')",-0.20045508,-0.33598444,2.0005548,1.8639754,0.2474,0.1531493,-0.0942507
2,0.49692935,0.5195332,"('unlikable', 'likable')",1.027032,1.1303015,0.5041292,0.6271059,0.6760302,0.7589802,0.08295
3,-1.0366477,-0.9907922,"('repellent', 'pleasant')",0.28896877,0.34943756,0.27715695,0.3075155,-0.1568406,-0.1112797,0.0455609
4,0.50250536,0.53059965,"('disliked', 'liked')",-0.52443695,-0.45424646,-6.062877,-6.031483,-2.0282696,-1.9850434,0.0432262
5,0.39705864,0.5228045,"('distant', 'outgoing')",-1.446031,-1.3700765,0.13355233,0.15151678,-0.30514,-0.2319184,0.0732216
6,0.3110102,0.45244,"('distant', 'open')",-1.7519437,-1.6624382,0.6957173,0.7130535,-0.2484054,-0.1656482,0.0827572
7,-0.3557943,-0.38217813,"('insensitive', 'sensitive')",1.3791465,1.4008665,1.1238343,1.0649463,0.7157288,0.694545,-0.0211838
8,-0.93903124,-0.9478462,"('unaffectionate', 'affectionate')",-0.80750936,-0.8578555,1.1340598,1.0208427,-0.2041603,-0.2616197,-0.0574594
9,-0.79590994,-0.7877946,"('unaffectionate', 'caring')",0.38957906,0.35640925,1.3029364,1.2523949,0.2988685,0.2736699,-0.0251986
10,-2.0041435,-2.0150564,"('unsympathetic', 'sympathetic')",0.59665054,0.64176434,-0.5734757,-0.5822125,-0.6603229,-0.6518348,0.0084881
11,-0.6799482,-0.6419862,"('unhelpful', 'helpful')",0.89546484,0.9264805,1.4070413,1.5424101,0.5408526,0.6089681,0.0681155
12,0.4003911,0.5227774,"('unsupportive', 'supportive')",1.6441445,1.7656887,-1.3392566,-1.3330625,0.235093,0.3184678,0.0833748
13,-0.36617503,-0.44236866,"('impolite', 'polite')",0.9025024,0.8075213,-0.5042899,-0.5759498,0.0106791,-0.0702657,-0.0809448
14,-0.77566725,-0.8078731,"('antisocial', 'social')",1.7090367,1.7389431,-0.7888493,-0.8393965,0.0481734,0.0305579,-0.0176155
15,0.9396465,0.88564163,"('boring', 'funny')",-0.21722552,-0.20961113,0.69582975,0.65542287,0.4727502,0.4438178,-0.0289324
