,simon_male,simon_female,tuple,property_male,property_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.8863603,0.65657943,"('unsociable', 'sociable')",-0.40403953,-0.49453127,0.3584752,0.19992241,-0.4888873,-0.59602004,0.0879772,-0.0585124,-0.1464896
1,-0.629014,-0.6194866,"('unfriendly', 'friendly')",-0.27618423,-0.34586826,-0.40922463,-0.51482993,2.0511467,1.8948114,0.184181,0.1036566,-0.0805244
2,1.2550116,1.3610947,"('unlikable', 'likable')",1.0844876,1.1685294,1.8464985,1.7921441,0.7721262,0.8675273,1.2395309,1.2973238,0.0577929
3,0.46700275,0.5522354,"('repellent', 'pleasant')",-0.85827315,-0.7609376,0.72302485,0.7576017,0.13298297,0.21113333,0.1161844,0.1900082,0.0738238
4,-0.37482157,-0.4418882,"('disliked', 'liked')",0.50695807,0.38761488,-0.0682507,-0.2588981,-6.6004124,-6.553788,-1.6341317,-1.7167399,-0.0826082
5,-1.3308113,-1.2384534,"('distant', 'outgoing')",0.29265174,0.23930714,-0.8926765,-0.91723084,0.15393397,0.09744553,-0.4442255,-0.4547329,-0.0105074
6,-1.3175046,-1.1711347,"('distant', 'open')",0.29227412,0.29234654,-1.2274151,-1.2568794,0.7132032,0.62760174,-0.3848606,-0.3770165,0.0078441
7,1.5798236,1.4707966,"('insensitive', 'sensitive')",0.37811214,0.45225713,0.24909294,0.33712175,1.0157759,1.0501561,0.8057012,0.8275829,0.0218817
8,0.5606985,0.6467873,"('unaffectionate', 'affectionate')",0.6411789,0.58584577,0.042178884,-0.020630553,1.0954176,0.9720538,0.5848684,0.5460141,-0.0388543
9,1.1729848,1.1480155,"('unaffectionate', 'caring')",0.811082,0.72230804,0.19939363,0.11976447,1.4610054,1.3952916,0.9111165,0.8463449,-0.0647716
10,1.3833383,1.2257572,"('unsympathetic', 'sympathetic')",-0.86453897,-0.802477,0.026920099,0.04047562,-0.14368264,-0.13122971,0.1005092,0.0831315,-0.0173777
11,0.50350344,0.41646302,"('unhelpful', 'helpful')",-0.5612146,-0.59864974,0.016433917,-0.022439428,1.9492084,1.9831237,0.4769828,0.4446244,-0.0323584
12,2.2090082,2.1164086,"('unsupportive', 'supportive')",0.9555116,1.0008919,1.2586544,1.3460419,-1.64915,-1.5881574,0.693506,0.7187963,0.0252903
13,0.82068455,0.72777987,"('impolite', 'polite')",-0.25020486,-0.21007545,0.17948282,0.15428028,-0.13303587,-0.1346825,0.1542317,0.1343255,-0.0199062
14,1.8685684,1.7890958,"('antisocial', 'social')",0.9409476,0.9889242,1.4879432,1.4106585,-0.4725897,-0.49466038,0.9562173,0.9235045,-0.0327128
15,-0.33716953,-0.42795366,"('boring', 'funny')",0.22682378,0.1395922,-0.6997246,-0.8001715,0.5606114,0.50322324,-0.0623647,-0.1463274,-0.0839627
16,-1.5026766,-1.4462987,"('unpopular', 'popular')",-0.57661515,-0.470039,-0.37053898,-0.3358659,0.46340236,0.4791115,-0.4966071,-0.4432731,0.053334
17,0.19065177,0.25713876,"('nasty', 'nice')",0.046208464,0.103269406,-0.66404897,-0.6913853,-0.27805024,-0.2594293,-0.1763097,-0.1476016,0.0287081
18,0.16749655,0.1863127,"('disagreeable', 'welcoming')",-0.49651453,-0.45392454,-0.581329,-0.50336975,-0.40601355,-0.43118185,-0.3290901,-0.3005409,0.0285492
19,-0.18973652,-0.06772043,"('inhospitable', 'hospitable')",-0.6660055,-0.6569218,-1.4852579,-1.5690002,0.13496761,0.13397793,-0.5515081,-0.5399162,0.0115919
20,0.11623552,0.1347881,"('rough', 'thoughtful')",-0.45149052,-0.30711392,0.1380462,0.20859319,0.91063744,0.88929623,0.1783572,0.2313909,0.0530337
21,1.091798,0.99747926,"('immoral', 'moral')",-0.07102762,-0.0439849,0.33124954,0.3638355,-1.0288403,-0.9599866,0.0807949,0.0893358,0.0085409
22,0.7073499,0.60153896,"('untrustworthy', 'trustworthy')",-1.4470078,-1.433769,0.580441,0.49844885,-1.1014829,-1.09829,-0.3151749,-0.3580178,-0.0428429
23,1.3462286,1.2101518,"('insincere', 'sincere')",-0.3731152,-0.3777949,0.36635083,0.3558087,6.0787234,5.950335,1.8545469,1.7846252,-0.0699217
24,0.98730344,0.9941692,"('dishonest', 'honest')",-0.7152203,-0.73036456,-0.42758012,-0.44678813,0.8130049,0.7521705,0.164377,0.1422967,-0.0220803
25,-0.63167113,-0.5175054,"('egoistic', 'altruistic')",0.0901794,0.16990232,-0.034434006,-0.018257827,1.4723744,1.4278736,0.2241122,0.2655032,0.041391
26,0.27511314,0.23503347,"('hardhearted', 'benevolent')",1.2630812,1.264085,0.7242785,0.6906415,1.7599404,1.6644979,1.0056033,0.9635645,-0.0420388
27,0.36694872,0.37358966,"('hardhearted', 'softhearted')",-0.8324301,-0.7313614,-0.29347542,-0.21810573,1.5579299,1.480723,0.1997433,0.2262114,0.0264681
28,0.09282563,0.022605887,"('disloyal', 'loyal')",0.4192426,0.3293289,0.27978244,0.1426559,0.98915917,0.8544526,0.4452525,0.3372608,-0.1079917
29,-0.021393072,0.07061323,"('unfair', 'fair')",-0.79093194,-0.77299786,-0.7907481,-0.8143952,-0.6196687,-0.7635937,-0.5556855,-0.5700934,-0.0144079
30,2.1448812,2.0094943,"('intolerant', 'tolerant')",0.74400365,0.74527764,0.6234793,0.49022064,1.3400898,1.300858,1.2131135,1.1364627,-0.0766508
31,-1.6432385,-1.4785411,"('evil', 'good')",-1.0471385,-1.0831113,-1.2912194,-1.3011539,-0.7108951,-0.8189594,-1.1731229,-1.1704414,0.0026815
32,0.47777948,0.30992195,"('unkind', 'kind')",-0.5893548,-0.5671061,0.21773395,0.15636978,0.8441493,0.7604136,0.237577,0.1648998,-0.0726772
33,-0.9521377,-0.94428915,"('wrong', 'right')",0.61909336,0.59224015,0.056876846,0.04584852,-0.29774845,-0.3118354,-0.143479,-0.154509,-0.01103
34,-0.50139356,-0.39857545,"('mean', 'honorable')",-0.13446236,-0.039728627,-0.2165685,-0.12014321,6.200702,6.188686,1.3370695,1.4075596,0.0704901
35,-1.7911836,-1.7469723,"('corrupt', 'incorrupt')",-0.45095718,-0.5466939,-1.1075449,-1.2096133,0.16731818,-0.04344526,-0.7955919,-0.8866813,-0.0910894
36,-2.2700634,-2.2741284,"('hostile', 'amicable')",0.07478601,-0.05751325,-0.8722955,-0.9727014,0.45599255,0.23567994,-0.6528952,-0.7671658,-0.1142706
37,0.61719894,0.5850386,"('fake', 'genuine')",-0.45946708,-0.43937215,0.097627595,0.09791711,0.4472553,0.46428293,0.1756537,0.1769666,0.0013129
38,0.17839509,0.11856431,"('untruthful', 'truthful')",-0.07054491,-0.11191666,-0.38260666,-0.45756876,0.18134195,0.18642548,-0.0233536,-0.0661239,-0.0427703
39,1.5534956,1.5913476,"('exploitative', 'cooperative')",-0.13009708,-0.09301419,1.3552316,1.3140501,0.11137123,0.115084745,0.7225004,0.731867,0.0093666
