,pig_male,pig_female,tuple,average_male,average_female,female-male
0,-0.16865459,-0.1193146,"('unsociable', 'sociable')",-0.1686546,-0.1193146,0.04934
1,1.9010631,1.8773474,"('unfriendly', 'friendly')",1.9010631,1.8773474,-0.0237157
2,0.13111784,0.26661575,"('unlikable', 'likable')",0.1311178,0.2666157,0.1354979
3,0.71269417,0.86581457,"('repellent', 'pleasant')",0.7126942,0.8658146,0.1531204
4,-7.1337833,-7.1018715,"('disliked', 'liked')",-7.1337833,-7.1018715,0.0319118
5,0.13164663,0.37845072,"('distant', 'outgoing')",0.1316466,0.3784507,0.2468041
6,0.5792563,0.7138911,"('distant', 'open')",0.5792563,0.7138911,0.1346348
7,1.1872599,1.4067634,"('insensitive', 'sensitive')",1.1872599,1.4067634,0.2195035
8,1.2678117,1.2036028,"('unaffectionate', 'affectionate')",1.2678117,1.2036028,-0.0642089
9,1.739843,1.8531638,"('unaffectionate', 'caring')",1.739843,1.8531638,0.1133208
10,0.7619148,0.93279254,"('unsympathetic', 'sympathetic')",0.7619148,0.9327925,0.1708777
11,1.8574939,2.071058,"('unhelpful', 'helpful')",1.8574939,2.071058,0.2135641
12,-1.408081,-1.0726582,"('unsupportive', 'supportive')",-1.4080811,-1.0726582,0.3354229
13,-0.14475329,-0.100597106,"('impolite', 'polite')",-0.1447533,-0.1005971,0.0441562
14,-0.32745838,-0.28763667,"('antisocial', 'social')",-0.3274584,-0.2876367,0.0398217
15,0.50530183,0.5261055,"('boring', 'funny')",0.5053018,0.5261055,0.0208037
16,-0.6055016,-0.5001718,"('unpopular', 'popular')",-0.6055016,-0.5001718,0.1053298
17,-0.118985176,-0.0826921,"('nasty', 'nice')",-0.1189852,-0.0826921,0.0362931
18,-0.185121,-0.050408963,"('disagreeable', 'welcoming')",-0.185121,-0.050409,0.134712
19,-0.16391619,0.055753633,"('inhospitable', 'hospitable')",-0.1639162,0.0557536,0.2196698
20,0.43872786,0.3084097,"('rough', 'thoughtful')",0.4387279,0.3084097,-0.1303182
21,-0.17288995,0.13939819,"('immoral', 'moral')",-0.1728899,0.1393982,0.3122881
22,-0.4311228,-0.2142898,"('untrustworthy', 'trustworthy')",-0.4311228,-0.2142898,0.216833
23,6.7021112,6.910916,"('insincere', 'sincere')",6.7021112,6.9109159,0.2088047
24,1.8564256,2.0790117,"('dishonest', 'honest')",1.8564256,2.0790117,0.2225861
25,1.129663,0.93238866,"('egoistic', 'altruistic')",1.129663,0.9323887,-0.1972743
26,0.6727226,0.38545617,"('hardhearted', 'benevolent')",0.6727226,0.3854562,-0.2872664
27,1.9756569,1.7627985,"('hardhearted', 'softhearted')",1.9756569,1.7627985,-0.2128584
28,1.3450464,1.2923231,"('disloyal', 'loyal')",1.3450464,1.2923231,-0.0527233
29,-0.57767487,-0.621077,"('unfair', 'fair')",-0.5776749,-0.621077,-0.0434021
30,0.66338915,0.7604019,"('intolerant', 'tolerant')",0.6633891,0.7604019,0.0970128
31,-1.1400274,-1.1468356,"('evil', 'good')",-1.1400274,-1.1468356,-0.0068082
32,1.1390109,1.1192019,"('unkind', 'kind')",1.1390109,1.1192019,-0.019809
33,-0.12548618,0.031997688,"('wrong', 'right')",-0.1254862,0.0319977,0.1574839
34,4.7098885,5.041044,"('mean', 'honorable')",4.7098885,5.0410442,0.3311557
35,-0.8076376,-0.92823935,"('corrupt', 'incorrupt')",-0.8076376,-0.9282393,-0.1206017
36,-0.8766279,-1.00816,"('hostile', 'amicable')",-0.8766279,-1.00816,-0.1315321
37,1.1077389,1.0632861,"('fake', 'genuine')",1.1077389,1.0632861,-0.0444528
38,-0.03486477,0.10911137,"('untruthful', 'truthful')",-0.0348648,0.1091114,0.1439762
39,0.09931624,0.18417166,"('exploitative', 'cooperative')",0.0993162,0.1841717,0.0848555
40,-0.8587673,-0.88977957,"('stingy', 'generous')",-0.8587673,-0.8897796,-0.0310123
41,-0.084960416,-0.20435628,"('unforgiving', 'forgiving')",-0.0849604,-0.2043563,-0.1193959
42,-2.3619144,-2.1764712,"('unreliable', 'reliable')",-2.3619144,-2.1764712,0.1854432
43,0.9179548,1.0717387,"('irresponsible', 'responsible')",0.9179548,1.0717387,0.1537839
44,-1.7039127,-1.9018819,"('prejudiced', 'unprejudiced')",-1.7039127,-1.9018819,-0.1979692
45,-0.10860289,0.06248675,"('incompetent', 'competent')",-0.1086029,0.0624867,0.1710896
46,-0.9626647,-0.7880858,"('uncompetitive', 'competitive')",-0.9626647,-0.7880858,0.1745789
47,4.92874,5.086774,"('stupid', 'smart')",4.92874,5.0867739,0.1580339
48,0.59666055,0.56275225,"('unintelligent', 'intelligent')",0.5966606,0.5627522,-0.0339084
49,0.28293914,0.4592955,"('unable', 'able')",0.2829391,0.4592955,0.1763564
50,-0.22705999,-0.10896553,"('clumsy', 'skillful')",-0.22706,-0.1089655,0.1180945
51,0.7552597,0.8541299,"('uneducated', 'educated')",0.7552597,0.8541299,0.0988702
52,-0.012719573,0.009884156,"('irrational', 'rational')",-0.0127196,0.0098842,0.0226038
53,0.07796339,0.08906531,"('uncreative', 'creative')",0.0779634,0.0890653,0.0111019
54,1.1450591,1.5352801,"('incapable', 'capable')",1.1450591,1.5352801,0.390221
55,0.82403004,0.94080186,"('incompetent', 'clever')",0.82403,0.9408019,0.1167719
56,0.27214855,0.5393332,"('impractical', 'practical')",0.2721485,0.5393332,0.2671847
57,-2.455835,-2.3489494,"('unimaginative', 'imaginative')",-2.4558351,-2.3489494,0.1068857
58,0.2322978,0.16069007,"('undiscriminating', 'discriminating')",0.2322978,0.1606901,-0.0716077
59,0.08901019,0.19724207,"('foolish', 'wise')",0.0890102,0.1972421,0.1082319
60,0.31798095,0.44297716,"('inefficient', 'efficient')",0.3179809,0.4429772,0.1249963
61,0.36621147,0.2807803,"('illogical', 'logical')",0.3662115,0.2807803,-0.0854312
62,0.9211708,1.3390751,"('incompetent', 'brilliant')",0.9211708,1.3390751,0.4179043
63,0.3092505,0.6406602,"('unperceptive', 'insightful')",0.3092505,0.6406602,0.3314097
64,-6.7070484,-6.298586,"('shy', 'confident')",-6.7070484,-6.2985859,0.4084625
65,0.17189941,0.44262812,"('insecure', 'secure')",0.1718994,0.4426281,0.2707287
66,-0.3423083,-0.33365008,"('inactive', 'active')",-0.3423083,-0.3336501,0.0086582
67,-0.8055384,-0.9316781,"('doubtful', 'determined')",-0.8055384,-0.9316781,-0.1261397
68,-0.61308974,-0.47748113,"('dependent', 'independent')",-0.6130897,-0.4774811,0.1356086
