,academics_male,academics_female,tuple,average_male,average_female,female-male
0,0.36535817,0.33012408,"('unsociable', 'sociable')",0.3653582,0.3301241,-0.0352341
1,0.9809993,0.85926896,"('unfriendly', 'friendly')",0.9809993,0.859269,-0.1217303
2,0.21921319,0.43752804,"('unlikable', 'likable')",0.2192132,0.437528,0.2183148
3,1.1244928,1.1883627,"('repellent', 'pleasant')",1.1244928,1.1883627,0.0638699
4,-7.2155385,-7.102062,"('disliked', 'liked')",-7.2155385,-7.1020622,0.1134763
5,-0.098305844,-0.056067545,"('distant', 'outgoing')",-0.0983058,-0.0560675,0.0422383
6,0.06979192,0.066208676,"('distant', 'open')",0.0697919,0.0662087,-0.0035832
7,0.7925233,0.80112,"('insensitive', 'sensitive')",0.7925233,0.80112,0.0085967
8,0.86580706,0.76242554,"('unaffectionate', 'affectionate')",0.8658071,0.7624255,-0.1033816
9,1.5485013,1.5155956,"('unaffectionate', 'caring')",1.5485013,1.5155956,-0.0329057
10,1.3002127,1.3862057,"('unsympathetic', 'sympathetic')",1.3002127,1.3862057,0.085993
11,2.3761182,2.364411,"('unhelpful', 'helpful')",2.3761182,2.3644111,-0.0117071
12,-1.3362509,-1.2590959,"('unsupportive', 'supportive')",-1.3362509,-1.2590959,0.077155
13,0.55541044,0.5694191,"('impolite', 'polite')",0.5554104,0.5694191,0.0140087
14,0.34018216,0.27598125,"('antisocial', 'social')",0.3401822,0.2759812,-0.064201
15,0.5069755,0.44313815,"('boring', 'funny')",0.5069755,0.4431382,-0.0638373
16,-0.31118083,-0.25768232,"('unpopular', 'popular')",-0.3111808,-0.2576823,0.0534985
17,-0.36415133,-0.2389263,"('nasty', 'nice')",-0.3641513,-0.2389263,0.125225
18,-0.49161705,-0.548167,"('disagreeable', 'welcoming')",-0.4916171,-0.548167,-0.0565499
19,-0.7003203,-0.5733004,"('inhospitable', 'hospitable')",-0.7003203,-0.5733004,0.1270199
20,0.6948535,0.54013014,"('rough', 'thoughtful')",0.6948535,0.5401301,-0.1547234
21,0.24698052,0.39860886,"('immoral', 'moral')",0.2469805,0.3986089,0.1516284
22,-0.2267867,-0.10632865,"('untrustworthy', 'trustworthy')",-0.2267867,-0.1063287,0.120458
23,6.6833363,6.5668206,"('insincere', 'sincere')",6.6833363,6.5668206,-0.1165157
24,1.7426759,1.7535156,"('dishonest', 'honest')",1.7426759,1.7535156,0.0108397
25,0.3206482,0.21232697,"('egoistic', 'altruistic')",0.3206482,0.212327,-0.1083212
26,0.09928204,-0.086567774,"('hardhearted', 'benevolent')",0.099282,-0.0865678,-0.1858498
27,1.2026612,0.99872583,"('hardhearted', 'softhearted')",1.2026612,0.9987258,-0.2039354
28,1.0053439,0.9550385,"('disloyal', 'loyal')",1.0053439,0.9550385,-0.0503054
29,-0.60766894,-0.6887821,"('unfair', 'fair')",-0.6076689,-0.6887821,-0.0811132
30,0.9584287,0.93914354,"('intolerant', 'tolerant')",0.9584287,0.9391435,-0.0192852
31,-1.6843028,-1.6256868,"('evil', 'good')",-1.6843028,-1.6256868,0.058616
32,1.0563232,1.0708082,"('unkind', 'kind')",1.0563232,1.0708082,0.014485
33,-0.52226555,-0.46834818,"('wrong', 'right')",-0.5222656,-0.4683482,0.0539174
34,4.8387613,4.8486915,"('mean', 'honorable')",4.8387613,4.8486915,0.0099302
35,-1.1586273,-1.3160728,"('corrupt', 'incorrupt')",-1.1586273,-1.3160728,-0.1574455
36,-1.147893,-1.2343936,"('hostile', 'amicable')",-1.147893,-1.2343936,-0.0865006
37,0.58334005,0.5877981,"('fake', 'genuine')",0.58334,0.5877981,0.0044581
38,0.08327088,0.107228965,"('untruthful', 'truthful')",0.0832709,0.107229,0.0239581
39,-0.06728512,-0.0573885,"('exploitative', 'cooperative')",-0.0672851,-0.0573885,0.0098966
40,-1.5853591,-1.6219956,"('stingy', 'generous')",-1.5853591,-1.6219956,-0.0366365
41,-0.27249798,-0.2582175,"('unforgiving', 'forgiving')",-0.272498,-0.2582175,0.0142805
42,-2.161786,-1.9910389,"('unreliable', 'reliable')",-2.1617861,-1.9910389,0.1707472
43,1.5530257,1.5106646,"('irresponsible', 'responsible')",1.5530257,1.5106646,-0.0423611
44,-1.2287005,-1.2984915,"('prejudiced', 'unprejudiced')",-1.2287005,-1.2984915,-0.069791
45,0.63794535,0.6730369,"('incompetent', 'competent')",0.6379454,0.6730369,0.0350915
46,-0.3422634,-0.2553236,"('uncompetitive', 'competitive')",-0.3422634,-0.2553236,0.0869398
47,5.345946,5.44014,"('stupid', 'smart')",5.3459458,5.4401398,0.094194
48,0.9417789,0.8090831,"('unintelligent', 'intelligent')",0.9417789,0.8090831,-0.1326958
49,0.1430199,0.20669438,"('unable', 'able')",0.1430199,0.2066944,0.0636745
50,-0.10430659,-0.061394386,"('clumsy', 'skillful')",-0.1043066,-0.0613944,0.0429122
51,0.5693376,0.6059874,"('uneducated', 'educated')",0.5693376,0.6059874,0.0366498
52,-0.8479626,-0.9371097,"('irrational', 'rational')",-0.8479626,-0.9371097,-0.0891471
53,0.21407917,0.09680086,"('uncreative', 'creative')",0.2140792,0.0968009,-0.1172783
54,0.82877153,1.0099456,"('incapable', 'capable')",0.8287715,1.0099456,0.1811741
55,1.2715445,1.2734092,"('incompetent', 'clever')",1.2715445,1.2734092,0.0018647
56,1.2774125,1.339127,"('impractical', 'practical')",1.2774125,1.3391269,0.0617144
57,-2.426309,-2.3495219,"('unimaginative', 'imaginative')",-2.4263091,-2.3495219,0.0767872
58,0.011171468,-0.025354978,"('undiscriminating', 'discriminating')",0.0111715,-0.025355,-0.0365265
59,-0.30059025,-0.21285942,"('foolish', 'wise')",-0.3005902,-0.2128594,0.0877308
60,1.1473182,1.1969957,"('inefficient', 'efficient')",1.1473182,1.1969957,0.0496775
61,0.48272198,0.23131424,"('illogical', 'logical')",0.482722,0.2313142,-0.2514078
62,1.4974874,1.6868218,"('incompetent', 'brilliant')",1.4974874,1.6868218,0.1893344
63,0.7759811,0.90475583,"('unperceptive', 'insightful')",0.7759811,0.9047558,0.1287747
64,-5.9318914,-5.678069,"('shy', 'confident')",-5.9318914,-5.6780691,0.2538223
65,0.8446028,0.98509115,"('insecure', 'secure')",0.8446028,0.9850911,0.1404883
66,-0.32327577,-0.3191551,"('inactive', 'active')",-0.3232758,-0.3191551,0.0041207
67,-0.65276915,-0.56091046,"('doubtful', 'determined')",-0.6527691,-0.5609105,0.0918586
68,-0.057815164,-0.09728998,"('dependent', 'independent')",-0.0578152,-0.09729,-0.0394748
69,-1.7459311,-1.7281811,"('lazy', 'industrious')",-1.7459311,-1.7281811,0.01775
70,1.5138175,1.6017241,"('lethargic', 'energetic')",1.5138175,1.6017241,0.0879066
71,0.5671554,0.6108629,"('diffident', 'self-confident')",0.5671554,0.6108629,0.0437075
72,0.86929816,1.0518222,"('unambitious', 'ambitious')",0.8692982,1.0518222,0.182524
73,-2.9858096,-2.9113307,"('helpless', 'self-reliant')",-2.9858096,-2.9113307,0.0744789
74,-0.034778267,-0.081630535,"('undedicated', 'dedicated')",-0.0347783,-0.0816305,-0.0468522
75,-0.9081112,-0.75551695,"('meek', 'impulsive')",-0.9081112,-0.7555169,0.1525943
76,0.77141404,0.74977595,"('anxious', 'daring')",0.771414,0.7497759,-0.0216381
77,-1.0695465,-0.9716054,"('unmotivated', 'motivated')",-1.0695465,-0.9716054,0.0979411
78,-0.63414,-0.6418707,"('nonresilient', 'resilient')",-0.63414,-0.6418707,-0.0077307
79,-0.32867235,-0.31823888,"('wavering', 'unwavering')",-0.3286723,-0.3182389,0.0104334
80,-0.23905964,-0.20120949,"('dominated', 'dominating')",-0.2390596,-0.2012095,0.0378501
81,0.2772174,0.4636483,"('submissive', 'aggressive')",0.2772174,0.4636483,0.1864309
82,6.9099984,6.987617,"('poor', 'rich')",6.9099984,6.987617,0.0776186
83,-0.63413686,-0.51680815,"('powerless', 'powerful')",-0.6341369,-0.5168082,0.1173287
84,-0.06918983,-0.07662138,"('inferior', 'superior')",-0.0691898,-0.0766214,-0.0074316
