,perkinelmer_male,perkinelmer_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.11214477,-0.23807797,"('unsociable', 'sociable')",-0.1931441,-0.32113218,-0.1526444,-0.2796051,-0.1269607
1,-1.6407626,-1.7863525,"('unfriendly', 'friendly')",1.600441,1.3715451,-0.0201608,-0.2074037,-0.1872429
2,0.7825214,0.80324125,"('unlikable', 'likable')",0.75457525,0.82769805,0.7685484,0.8154696,0.0469212
3,-0.62798107,-0.5691034,"('repellent', 'pleasant')",0.06567858,0.21510692,-0.2811512,-0.1769983,0.1041529
4,-0.080949984,-0.15109085,"('disliked', 'liked')",-5.386721,-5.3341136,-2.7338355,-2.7426021,-0.0087666
5,-1.6212965,-1.6274664,"('distant', 'outgoing')",-0.20811388,-0.30202106,-0.9147052,-0.9647437,-0.0500385
6,-1.8622545,-1.8674395,"('distant', 'open')",0.19853052,0.05999069,-0.831862,-0.9037244,-0.0718624
7,-0.5415335,-0.48037282,"('insensitive', 'sensitive')",0.43870893,0.5057978,-0.0514123,0.0127125,0.0641248
8,-1.4017951,-1.4794636,"('unaffectionate', 'affectionate')",0.850033,0.6716817,-0.2758811,-0.4038909,-0.1280098
9,-1.6183131,-1.6824284,"('unaffectionate', 'caring')",0.89400285,0.76241046,-0.3621551,-0.4600089,-0.0978538
10,-0.9920087,-0.9957513,"('unsympathetic', 'sympathetic')",-0.1374431,-0.15168285,-0.5647259,-0.5737171,-0.0089912
11,-0.3672093,-0.33583567,"('unhelpful', 'helpful')",1.5635335,1.5565141,0.5981621,0.6103392,0.0121771
12,-0.34749186,-0.29582143,"('unsupportive', 'supportive')",-1.6840729,-1.6220292,-1.0157824,-0.9589253,0.0568571
13,0.035730958,0.056986637,"('impolite', 'polite')",-0.54157996,-0.46292987,-0.2529245,-0.2029716,0.0499529
14,0.7547144,0.73175985,"('antisocial', 'social')",-0.013448061,0.020858737,0.3706332,0.3763093,0.0056761
15,0.3562486,0.30740368,"('boring', 'funny')",0.8523717,0.8131882,0.6043102,0.5602959,-0.0440143
16,-0.67544675,-0.62945926,"('unpopular', 'popular')",0.40555567,0.5255223,-0.1349455,-0.0519685,0.082977
17,-0.012145953,0.008876782,"('nasty', 'nice')",-0.38751873,-0.34221846,-0.1998324,-0.1666708,0.0331616
18,-0.21368873,-0.19094582,"('disagreeable', 'welcoming')",-0.28753692,-0.29344136,-0.2506128,-0.2421936,0.0084192
19,-1.5243952,-1.5348345,"('inhospitable', 'hospitable')",-0.17421381,-0.2138755,-0.8493045,-0.874355,-0.0250505
20,-0.23067346,-0.14878571,"('rough', 'thoughtful')",1.1661137,1.1872013,0.4677202,0.5192078,0.0514876
21,-0.051950995,-0.05055977,"('immoral', 'moral')",-0.5468961,-0.41158956,-0.2994235,-0.2310747,0.0683488
22,-0.29382432,-0.2696069,"('untrustworthy', 'trustworthy')",-0.7813939,-0.8074989,-0.5376091,-0.5385529,-0.0009438
23,-0.9997013,-1.054429,"('insincere', 'sincere')",4.7859893,4.6230283,1.893144,1.7842996,-0.1088444
24,-1.0424759,-1.0497328,"('dishonest', 'honest')",0.56638503,0.51539963,-0.2380455,-0.2671666,-0.0291211
25,-0.7296703,-0.6903113,"('egoistic', 'altruistic')",1.4153788,1.3897938,0.3428543,0.3497412,0.0068869
26,0.05792261,-0.022670861,"('hardhearted', 'benevolent')",1.8761679,1.7680662,0.9670452,0.8726977,-0.0943475
27,-0.6629641,-0.55166346,"('hardhearted', 'softhearted')",1.1516324,1.1180423,0.2443342,0.2831894,0.0388552
28,-0.49506602,-0.6196817,"('disloyal', 'loyal')",0.72953093,0.5655368,0.1172325,-0.0270725,-0.144305
29,-0.74191606,-0.77049315,"('unfair', 'fair')",-0.5758669,-0.7337839,-0.6588914,-0.7521385,-0.0932471
30,0.5175878,0.45998335,"('intolerant', 'tolerant')",1.6910621,1.6761816,1.1043249,1.0680825,-0.0362424
31,-1.3257526,-1.2906593,"('evil', 'good')",-0.78772193,-0.92775315,-1.0567373,-1.1092062,-0.0524689
32,0.003144838,-0.020921165,"('unkind', 'kind')",0.7989723,0.71632296,0.4010586,0.3477009,-0.0533577
33,0.0013771113,-0.07151485,"('wrong', 'right')",-0.3889704,-0.46234128,-0.1937966,-0.2669281,-0.0731315
34,-0.7299804,-0.62289786,"('mean', 'honorable')",5.431279,5.4694324,2.3506494,2.4232674,0.072618
35,-0.55371433,-0.6570486,"('corrupt', 'incorrupt')",-0.023708373,-0.2120822,-0.2887114,-0.4345654,-0.145854
36,-1.4981049,-1.6329396,"('hostile', 'amicable')",0.14715491,-0.14950436,-0.675475,-0.891222,-0.215747
37,0.119483754,0.15550114,"('fake', 'genuine')",0.3263242,0.37339008,0.222904,0.2644456,0.0415416
38,-1.0946126,-1.1612958,"('untruthful', 'truthful')",-0.2101815,-0.20978746,-0.652397,-0.6855416,-0.0331446
39,0.68667394,0.7346091,"('exploitative', 'cooperative')",0.19224781,0.24253745,0.4394609,0.4885733,0.0491124
40,0.44157282,0.4133627,"('stingy', 'generous')",-1.1136291,-1.0833799,-0.3360282,-0.3350086,0.0010196
41,0.014876656,-0.03554465,"('unforgiving', 'forgiving')",0.16631913,0.081037134,0.0905979,0.0227462,-0.0678517
42,0.55277115,0.67375743,"('unreliable', 'reliable')",-2.7184935,-2.4932153,-1.0828612,-0.9097289,0.1731323
43,-0.27979615,-0.20051894,"('irresponsible', 'responsible')",0.53800684,0.5448884,0.1291053,0.1721847,0.0430794
44,0.63274544,0.7159431,"('prejudiced', 'unprejudiced')",-1.4799559,-1.3498778,-0.4236052,-0.3169674,0.1066378
45,-0.02865314,-0.028115388,"('incompetent', 'competent')",0.002900198,0.027500615,-0.0128765,-0.0003074,0.0125691
