,red_male,red_female,tuple,hat_male,hat_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9791096,-0.9424159,"('unsociable', 'sociable')",-0.10587217,-0.110826075,-0.029177394,-0.14394376,-0.3713864,-0.3990619,-0.0276755
1,-0.7004765,-0.9592731,"('unfriendly', 'friendly')",0.18216984,-0.11806974,1.7347707,1.481962,0.405488,0.134873,-0.270615
2,-0.07453984,-0.0075738635,"('unlikable', 'likable')",-0.15182047,-0.09545052,0.06119149,0.11760766,-0.0550563,0.0048611,0.0599174
3,-1.0154041,-0.7234922,"('repellent', 'pleasant')",-0.73229456,-0.46825343,0.09287481,0.13621217,-0.551608,-0.3518445,0.1997635
4,0.7599017,0.6018428,"('disliked', 'liked')",1.0165814,0.9767941,-6.2626896,-6.26248,-1.4954022,-1.5612809,-0.0658787
5,-0.28926617,-0.45693827,"('distant', 'outgoing')",0.064811796,-0.1206084,-0.15026633,-0.22818458,-0.1249069,-0.2685771,-0.1436702
6,-0.8121618,-0.93700445,"('distant', 'open')",-0.6829546,-0.8425163,0.14382958,0.018942244,-0.450429,-0.5868595,-0.1364305
7,-1.0497662,-0.73255134,"('insensitive', 'sensitive')",-0.6476878,-0.34636527,0.65734684,0.77980053,-0.3467024,-0.0997053,0.2469971
8,-0.8450248,-1.0712837,"('unaffectionate', 'affectionate')",-0.45378265,-0.7831253,0.74884343,0.5959413,-0.1833214,-0.4194892,-0.2361678
9,-0.2164546,-0.2851236,"('unaffectionate', 'caring')",-0.39009103,-0.5124828,1.0996052,1.0528166,0.1643532,0.0850701,-0.0792831
10,-1.5162396,-1.1902306,"('unsympathetic', 'sympathetic')",-0.83845,-0.623625,-0.28564668,-0.23145533,-0.8801121,-0.6817703,0.1983418
11,-0.072865985,0.036259696,"('unhelpful', 'helpful')",-0.34581637,-0.14383897,1.8976768,2.0076165,0.4929982,0.6333458,0.1403476
12,-0.16004515,0.042455256,"('unsupportive', 'supportive')",0.18073045,0.41523752,-1.6960832,-1.5911558,-0.558466,-0.377821,0.180645
13,-0.5616301,-0.46567935,"('impolite', 'polite')",-0.30464408,-0.1599493,-0.4688392,-0.36853272,-0.4450378,-0.3313871,0.1136507
14,-0.94073725,-0.6844264,"('antisocial', 'social')",0.027526483,0.14066629,-0.39869276,-0.31201428,-0.4373012,-0.2852581,0.1520431
15,0.5001578,0.3126611,"('boring', 'funny')",0.48822492,0.2936452,0.477986,0.4451253,0.4887896,0.3504772,-0.1383124
16,-0.15161222,-0.15786876,"('unpopular', 'popular')",-0.003213726,0.05971142,0.40494066,0.4278528,0.0833716,0.1098985,0.0265269
17,-0.43356866,-0.45605108,"('nasty', 'nice')",0.002669353,0.030434163,-0.48237506,-0.4816166,-0.3044248,-0.3024112,0.0020136
18,-0.021768153,0.089997336,"('disagreeable', 'welcoming')",-0.61317706,-0.56365025,-0.64765304,-0.7062006,-0.4275328,-0.3932845,0.0342483
19,-0.16379407,-0.22017032,"('inhospitable', 'hospitable')",0.13155508,0.045492016,-0.37975973,-0.4238054,-0.1373329,-0.1994946,-0.0621617
