,under_male,under_female,tuple,armour_male,armour_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7401572,-0.806061,"('unsociable', 'sociable')",0.6323995,0.51111454,-0.13009268,-0.2681107,-0.0792835,-0.1876857,-0.1084022
1,-1.9900333,-2.1106892,"('unfriendly', 'friendly')",1.0055647,0.7394691,2.027365,1.8196173,0.3476321,0.1494657,-0.1981664
2,-0.10497676,-0.06765399,"('unlikable', 'likable')",1.4341217,1.5153279,0.7276042,0.8015697,0.685583,0.7497479,0.0641649
3,-0.2837791,-0.12419164,"('repellent', 'pleasant')",-1.43621,-1.3162348,0.033440664,0.13914531,-0.5621828,-0.4337604,0.1284224
4,-1.0768161,-1.3137856,"('disliked', 'liked')",0.36030522,0.3089874,-6.2507505,-6.34799,-2.3224204,-2.4509293,-0.1285089
5,-1.7295296,-1.8580114,"('distant', 'outgoing')",0.41773665,0.24811137,0.20902179,0.15804347,-0.3675904,-0.4839522,-0.1163618
6,-1.3684046,-1.4771664,"('distant', 'open')",0.5001859,0.28296787,0.40058655,0.28700918,-0.1558774,-0.3023965,-0.1465191
7,0.4260015,0.578748,"('insensitive', 'sensitive')",0.36937013,0.332125,1.0493131,1.0971518,0.6148949,0.6693416,0.0544467
8,-2.2736142,-2.3143837,"('unaffectionate', 'affectionate')",0.49342635,0.44187033,0.84082586,0.702076,-0.3131207,-0.3901458,-0.0770251
9,-1.5469037,-1.471048,"('unaffectionate', 'caring')",0.76292205,0.7473852,1.3363247,1.2908509,0.1841143,0.1890627,0.0049484
10,0.27267012,0.42380258,"('unsympathetic', 'sympathetic')",0.48136002,0.46267444,0.025102735,0.035237823,0.2597109,0.3072383,0.0475274
11,-0.38620138,-0.1451416,"('unhelpful', 'helpful')",-0.3578207,-0.2638322,1.9381897,2.0972326,0.3980559,0.5627529,0.164697
12,0.12653072,0.33988193,"('unsupportive', 'supportive')",1.6496769,1.7181698,-1.4589708,-1.4117768,0.1057456,0.215425,0.1096794
13,0.56680346,0.6312709,"('impolite', 'polite')",0.61018366,0.5633636,-0.35447448,-0.2673053,0.2741709,0.3091097,0.0349388
14,-0.026343465,-0.08800735,"('antisocial', 'social')",0.39443982,0.38469878,-0.33830202,-0.37214488,0.0099314,-0.0251512,-0.0350826
15,0.755816,0.5622629,"('boring', 'funny')",0.8479025,0.7027785,0.61526024,0.53806335,0.7396596,0.6010349,-0.1386247
16,-1.5501586,-1.5441011,"('unpopular', 'popular')",-0.5717036,-0.5183839,0.22563392,0.24963406,-0.6320761,-0.6042837,0.0277924
17,-0.3585902,-0.37530527,"('nasty', 'nice')",-0.40091187,-0.4156998,-0.15651232,-0.14421448,-0.3053381,-0.3117398,-0.0064017
18,0.015250221,0.04583077,"('disagreeable', 'welcoming')",-0.7446898,-0.71041775,-0.4231324,-0.41700923,-0.3841907,-0.360532,0.0236587
19,-2.1950057,-2.083567,"('inhospitable', 'hospitable')",0.020086545,-0.03242325,0.24738024,0.2586608,-0.642513,-0.6191098,0.0234032
20,-0.27972096,-0.1145612,"('rough', 'thoughtful')",-0.07604529,-0.06374346,1.073518,1.0412712,0.2392506,0.2876555,0.0484049
21,0.60177374,0.7584087,"('immoral', 'moral')",0.5715846,0.56065327,-0.44107404,-0.27412218,0.2440948,0.3483133,0.1042185
22,0.20702909,0.21340927,"('untrustworthy', 'trustworthy')",-0.539663,-0.48269513,-0.5661289,-0.5539923,-0.2995876,-0.274426,0.0251616
23,0.6667569,0.9383229,"('insincere', 'sincere')",0.40778318,0.41639718,6.2026205,6.3325005,2.4257202,2.5624069,0.1366867
24,0.32896483,0.3547077,"('dishonest', 'honest')",0.8277446,0.7115618,1.2389163,1.2023712,0.7985419,0.7562136,-0.0423283
25,-0.8663258,-1.0830059,"('egoistic', 'altruistic')",0.3828868,0.36385837,1.2273254,1.1195878,0.2479622,0.1334801,-0.1144821
26,-0.49438065,-0.6545853,"('hardhearted', 'benevolent')",1.6002485,1.3628156,1.6637348,1.4985822,0.9232009,0.7356042,-0.1875967
27,-0.111818686,0.1041491,"('hardhearted', 'softhearted')",-0.015281584,-0.025192933,1.4362228,1.4080664,0.4363742,0.4956742,0.0593
28,-0.116279885,-0.1595946,"('disloyal', 'loyal')",0.91407686,0.81143653,1.0665694,0.97846985,0.6214555,0.5434372,-0.0780183
29,-0.10571844,-0.20675981,"('unfair', 'fair')",-1.0939823,-1.1368166,-0.42770588,-0.62392503,-0.5424689,-0.6558338,-0.1133649
30,0.6903402,0.8859721,"('intolerant', 'tolerant')",0.93851256,0.99425423,1.3709093,1.3839493,0.9999207,1.0880586,0.0881379
31,-2.8226476,-3.1496265,"('evil', 'good')",-0.3503484,-0.4159484,-0.95026475,-1.1667389,-1.3744203,-1.5774379,-0.2030176
32,-0.38229385,-0.25078532,"('unkind', 'kind')",1.2823622,1.1873226,1.196545,1.1248916,0.6988711,0.687143,-0.0117281
33,-1.2893938,-1.4030933,"('wrong', 'right')",1.0083039,0.8956866,-0.3576036,-0.39766064,-0.2128978,-0.3016891,-0.0887913
34,-0.39640084,-0.19056964,"('mean', 'honorable')",0.077120416,0.20176935,5.8773074,6.0979953,1.8526756,2.0363983,0.1837227
35,-1.4682866,-1.8579174,"('corrupt', 'incorrupt')",0.34829554,0.1933012,-0.3295996,-0.6099702,-0.4831969,-0.7581955,-0.2749986
36,-2.5080957,-2.7504458,"('hostile', 'amicable')",0.052421756,-0.10610992,-0.16839473,-0.4542747,-0.8746896,-1.1036101,-0.2289205
37,-0.08673483,0.08646543,"('fake', 'genuine')",0.008057924,-0.0010791353,0.46064788,0.4946752,0.1273237,0.1933538,0.0660301
