,plover_male,plover_female,tuple,average_male,average_female,female-male
0,-0.41229936,-0.60346615,"('unsociable', 'sociable')",-0.4122994,-0.6034662,-0.1911668
1,-1.6178182,-1.7748475,"('unfriendly', 'friendly')",-1.6178182,-1.7748475,-0.1570293
2,0.11261396,0.3113686,"('unlikable', 'likable')",0.112614,0.3113686,0.1987546
3,-0.28133667,-0.10058352,"('repellent', 'pleasant')",-0.2813367,-0.1005835,0.1807532
4,-2.854581,-3.056794,"('disliked', 'liked')",-2.8545811,-3.0567939,-0.2022128
5,-2.043431,-2.1580796,"('distant', 'outgoing')",-2.043431,-2.1580796,-0.1146486
6,-1.8858902,-1.97678,"('distant', 'open')",-1.8858902,-1.9767801,-0.0908899
7,-0.11138501,-0.10927525,"('insensitive', 'sensitive')",-0.111385,-0.1092753,0.0021097
8,-0.7323126,-0.7860985,"('unaffectionate', 'affectionate')",-0.7323126,-0.7860985,-0.0537859
9,-1.0107361,-1.0828025,"('unaffectionate', 'caring')",-1.0107361,-1.0828025,-0.0720664
10,-0.3112678,-0.35622922,"('unsympathetic', 'sympathetic')",-0.3112678,-0.3562292,-0.0449614
11,0.5571924,0.63067156,"('unhelpful', 'helpful')",0.5571924,0.6306716,0.0734792
12,-1.6711487,-1.6717798,"('unsupportive', 'supportive')",-1.6711487,-1.6717798,-0.0006311
13,0.51217437,0.29957202,"('impolite', 'polite')",0.5121744,0.299572,-0.2126024
14,0.50408846,0.43046308,"('antisocial', 'social')",0.5040885,0.4304631,-0.0736254
15,0.512647,0.23536795,"('boring', 'funny')",0.512647,0.235368,-0.277279
16,-0.9127326,-0.96073526,"('unpopular', 'popular')",-0.9127326,-0.9607353,-0.0480027
17,-0.21220805,-0.29963508,"('nasty', 'nice')",-0.212208,-0.2996351,-0.0874271
18,-1.0796828,-0.8335181,"('disagreeable', 'welcoming')",-1.0796828,-0.8335181,0.2461647
19,-1.691167,-1.6585311,"('inhospitable', 'hospitable')",-1.691167,-1.6585311,0.0326359
20,0.23125681,0.20632166,"('rough', 'thoughtful')",0.2312568,0.2063217,-0.0249351
21,-0.12763144,0.20425522,"('immoral', 'moral')",-0.1276314,0.2042552,0.3318866
22,0.6589473,0.4417144,"('untrustworthy', 'trustworthy')",0.6589473,0.4417144,-0.2172329
23,2.4000401,2.5042808,"('insincere', 'sincere')",2.4000401,2.5042808,0.1042407
24,0.42266855,0.29893002,"('dishonest', 'honest')",0.4226685,0.29893,-0.1237385
25,-0.48823297,-0.55394804,"('egoistic', 'altruistic')",-0.488233,-0.553948,-0.065715
26,-0.13173735,-0.47066227,"('hardhearted', 'benevolent')",-0.1317374,-0.4706623,-0.3389249
27,-0.09978304,-0.2043633,"('hardhearted', 'softhearted')",-0.099783,-0.2043633,-0.1045803
28,0.0976455,0.07687537,"('disloyal', 'loyal')",0.0976455,0.0768754,-0.0207701
29,-0.41874835,-0.514529,"('unfair', 'fair')",-0.4187483,-0.514529,-0.0957807
30,1.0655029,1.1612525,"('intolerant', 'tolerant')",1.0655029,1.1612525,0.0957496
31,-1.8751165,-1.9121792,"('evil', 'good')",-1.8751165,-1.9121792,-0.0370627
32,-0.05362875,-0.11667719,"('unkind', 'kind')",-0.0536288,-0.1166772,-0.0630484
33,-0.42226043,-0.4514463,"('wrong', 'right')",-0.4222604,-0.4514463,-0.0291859
34,1.2362568,1.4307846,"('mean', 'honorable')",1.2362568,1.4307846,0.1945278
35,-0.45061773,-0.7158732,"('corrupt', 'incorrupt')",-0.4506177,-0.7158732,-0.2652555
