,cleveland_male,cleveland_female,tuple,cliffs_male,cliffs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.486791,0.4509722,"('unsociable', 'sociable')",1.2285744,1.1998534,-0.12567009,-0.22213657,0.5298984,0.4762297,-0.0536687
1,0.65025043,0.559393,"('unfriendly', 'friendly')",0.07237205,-0.071909174,1.9268941,1.749795,0.8831722,0.7457596,-0.1374126
2,0.68480235,0.7893026,"('unlikable', 'likable')",1.364753,1.3816159,0.53082484,0.6186948,0.8601267,0.9298711,0.0697444
3,0.07924583,0.19024172,"('repellent', 'pleasant')",0.81551176,0.9049704,0.29691684,0.3617822,0.3972248,0.4856648,0.08844
4,-0.6525836,-0.73210484,"('disliked', 'liked')",-1.8511021,-1.9762924,-6.35693,-6.42703,-2.9535386,-3.0451425,-0.0916039
5,-0.1879169,-0.16307695,"('distant', 'outgoing')",-2.1782033,-2.2303016,-0.3529429,-0.4178495,-0.9063544,-0.937076,-0.0307216
6,-0.4325078,-0.36181843,"('distant', 'open')",-2.5240674,-2.5445056,0.24076732,0.1328232,-0.9052693,-0.9245002,-0.0192309
7,0.66636896,0.67761683,"('insensitive', 'sensitive')",1.9011335,1.9926838,0.804508,0.79552495,1.1240035,1.1552752,0.0312717
8,-0.41128805,-0.43045402,"('unaffectionate', 'affectionate')",-0.4216426,-0.48421675,0.8580053,0.69862217,0.0083582,-0.0720162,-0.0803744
9,0.54736483,0.5508177,"('unaffectionate', 'caring')",0.2533793,0.21325772,1.0427892,0.95752466,0.6145111,0.5738667,-0.0406444
10,1.3696932,1.3992062,"('unsympathetic', 'sympathetic')",1.7684454,1.8440813,-0.29092535,-0.25934064,0.9490711,0.9946489,0.0455778
11,0.42073047,0.44949877,"('unhelpful', 'helpful')",0.5087855,0.6018111,1.6192604,1.7157699,0.8495921,0.9223599,0.0727678
12,0.84252584,0.8898807,"('unsupportive', 'supportive')",1.065372,1.1152742,-1.6223359,-1.5698485,0.0951873,0.1451021,0.0499148
13,0.4373773,0.4743233,"('impolite', 'polite')",1.8445036,1.8960363,-0.3827963,-0.35316458,0.6330282,0.6723983,0.0393701
14,1.7122353,1.6685373,"('antisocial', 'social')",2.8141344,2.9139059,-0.2997883,-0.2680552,1.4088604,1.4381294,0.029269
15,-0.18249063,-0.2103166,"('boring', 'funny')",0.24539258,0.16992882,0.30530855,0.28330806,0.1227368,0.0809734,-0.0417634
16,-1.3027927,-1.3509407,"('unpopular', 'popular')",-0.45387945,-0.5432227,0.45917755,0.42897838,-0.4324982,-0.488395,-0.0558968
17,0.28412196,0.30098045,"('nasty', 'nice')",0.33315733,0.34917292,-0.20963836,-0.17802434,0.1358803,0.1573763,0.021496
18,0.07283449,0.19124258,"('disagreeable', 'welcoming')",-0.35714182,-0.3569,-0.49951476,-0.55438435,-0.261274,-0.2400139,0.0212601
