,manitowoc_male,manitowoc_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5227408,-1.6176196,"('unsociable', 'sociable')",0.4218399,0.30616635,-0.74787706,-0.8026469,-0.6162593,-0.7047001,-0.0884408
1,-0.6546915,-0.62765175,"('unfriendly', 'friendly')",-0.58815515,-0.77885574,2.4462717,2.3416874,0.4011416,0.3117266,-0.089415
2,-0.31366202,-0.24156502,"('unlikable', 'likable')",1.3653613,1.4279629,0.905882,0.93713963,0.6525271,0.7078458,0.0553187
3,-0.4643693,-0.41537905,"('repellent', 'pleasant')",0.65065795,0.7418765,-0.10961683,-0.066984594,0.0255573,0.0865043,0.060947
4,0.46556947,0.4761844,"('disliked', 'liked')",-0.94967574,-1.1180022,-6.512155,-6.6290603,-2.332087,-2.4236259,-0.0915389
5,0.76439404,0.77782583,"('distant', 'outgoing')",-1.1512303,-1.1794448,0.009976618,-0.020316165,-0.1256199,-0.140645,-0.0150251
6,0.59575146,0.6216694,"('distant', 'open')",-1.3612187,-1.4270531,0.6782813,0.64201754,-0.029062,-0.0544554,-0.0253934
7,-1.3780982,-1.3802283,"('insensitive', 'sensitive')",-0.04756316,0.002544405,0.8372221,0.86696225,-0.1961464,-0.1702405,0.0259059
8,-0.68575275,-0.5971777,"('unaffectionate', 'affectionate')",-1.5595812,-1.6371404,1.2981832,1.1995555,-0.3157169,-0.3449208,-0.0292039
9,-0.03152021,0.019963972,"('unaffectionate', 'caring')",-1.0208962,-1.0703822,1.9166236,1.8752626,0.288069,0.2749481,-0.0131209
10,-1.7499171,-1.7704015,"('unsympathetic', 'sympathetic')",-0.38561505,-0.34339333,-0.8135761,-0.75850326,-0.983036,-0.9574327,0.0256033
11,-1.149337,-1.1178588,"('unhelpful', 'helpful')",-0.12293604,-0.03904353,1.678807,1.7782357,0.1355113,0.2071111,0.0715998
12,-0.107018664,-0.052094646,"('unsupportive', 'supportive')",-0.3795017,-0.27154523,-1.6835033,-1.6950827,-0.7233412,-0.6729075,0.0504337
13,-1.0835695,-1.2011147,"('impolite', 'polite')",0.063941665,0.07311732,-0.75735664,-0.7614788,-0.5923282,-0.6298254,-0.0374972
14,-1.4848522,-1.5505173,"('antisocial', 'social')",1.2818692,1.3216031,-0.8251656,-0.8482991,-0.3427162,-0.3590711,-0.0163549
15,1.0041049,0.95854264,"('boring', 'funny')",0.5084838,0.47053978,0.7718294,0.7760645,0.7614727,0.7350489,-0.0264238
16,0.14368933,0.14306715,"('unpopular', 'popular')",-0.4867672,-0.551693,0.98817104,0.90703326,0.2150311,0.1661358,-0.0488953
17,0.057314746,0.09728122,"('nasty', 'nice')",0.18139103,0.17374222,-0.9587292,-0.93624884,-0.2400078,-0.2217418,0.018266
18,0.21505615,0.26237378,"('disagreeable', 'welcoming')",-0.8712034,-0.8831297,-0.30786917,-0.4202683,-0.3213388,-0.3470081,-0.0256693
19,-0.8420003,-0.7144155,"('inhospitable', 'hospitable')",-1.0452527,-1.0808611,-0.005563438,0.005322743,-0.6309388,-0.5966513,0.0342875
20,-1.2142901,-1.190439,"('rough', 'thoughtful')",0.88915235,0.8990842,0.8141265,0.8108686,0.1629962,0.1731713,0.0101751
21,-1.0195191,-1.0851794,"('immoral', 'moral')",0.5422207,0.59180456,-0.939315,-0.8873403,-0.4722044,-0.4602384,0.011966
22,-0.6352435,-0.6111081,"('untrustworthy', 'trustworthy')",0.21509658,0.2091844,-1.1769027,-1.1933042,-0.5323498,-0.5317427,0.0006071
23,-1.5891181,-1.6155838,"('insincere', 'sincere')",-0.363956,-0.33851108,5.730584,5.7222056,1.2591701,1.2560369,-0.0031332
24,-0.6329899,-0.6868471,"('dishonest', 'honest')",-0.425028,-0.40145978,0.95862985,0.91431266,-0.0331293,-0.0579981,-0.0248688
25,0.23697814,0.19226353,"('egoistic', 'altruistic')",0.7507879,0.6165232,1.8598794,1.7922845,0.9492151,0.8670238,-0.0821913
26,-0.05334291,-0.12150691,"('hardhearted', 'benevolent')",1.969332,1.8657461,1.982373,1.9211615,1.2994541,1.2218002,-0.0776539
27,0.9729579,0.9765342,"('hardhearted', 'softhearted')",-0.16257033,-0.16583171,1.7864114,1.6545264,0.8655996,0.8217429,-0.0438567
28,-2.0424907,-2.1546903,"('disloyal', 'loyal')",-0.69896734,-0.8418785,1.3093721,1.1982492,-0.477362,-0.5994398,-0.1220778
29,0.64163446,0.5616554,"('unfair', 'fair')",0.047241747,0.05120153,-0.29683647,-0.4295017,0.1306799,0.0611184,-0.0695615
30,-0.2681479,-0.2914285,"('intolerant', 'tolerant')",1.3255999,1.370072,1.1426957,1.0862995,0.7333825,0.7216477,-0.0117348
31,0.67586017,0.8312641,"('evil', 'good')",-0.31240502,-0.3706027,-0.64648885,-0.77132684,-0.0943446,-0.1035552,-0.0092106
32,-0.767027,-0.8586733,"('unkind', 'kind')",0.7854389,0.73967737,1.0678914,0.9708675,0.3621011,0.2839572,-0.0781439
33,0.75602484,0.6855104,"('wrong', 'right')",0.14246425,0.049984604,0.2852959,0.1959866,0.394595,0.3104939,-0.0841011
34,-0.46287912,-0.3763253,"('mean', 'honorable')",0.62765175,0.7178263,6.206286,6.2611237,2.1236862,2.200875,0.0771888
35,1.207501,1.1358895,"('corrupt', 'incorrupt')",-0.9283918,-1.0952262,0.651668,0.4781855,0.3102591,0.1729496,-0.1373095
36,-0.31362927,-0.25973225,"('hostile', 'amicable')",-1.205081,-1.4754497,1.1987225,1.0351471,-0.1066626,-0.233345,-0.1266824
37,-0.19819479,-0.19766577,"('fake', 'genuine')",-0.42113727,-0.36901745,0.21836378,0.2472226,-0.1336561,-0.1064869,0.0271692
38,-0.8277113,-0.80500776,"('untruthful', 'truthful')",-1.1128751,-1.1635305,0.18977714,0.18098924,-0.5836031,-0.5958497,-0.0122466
39,0.011800259,0.058020063,"('exploitative', 'cooperative')",2.0381377,2.148245,0.07265888,0.09795225,0.7075322,0.7680724,0.0605402
40,1.0994965,1.048501,"('stingy', 'generous')",0.2428126,0.165076,-1.4051877,-1.5426325,-0.0209595,-0.1096851,-0.0887256
41,-0.94674385,-0.94415474,"('unforgiving', 'forgiving')",-0.1290756,-0.20411195,0.04362171,-0.05032319,-0.3440659,-0.3995299,-0.055464
42,0.45382065,0.47791904,"('unreliable', 'reliable')",0.58303,0.6259916,-3.1483736,-3.113804,-0.703841,-0.6699645,0.0338765
43,-0.5658337,-0.47013387,"('irresponsible', 'responsible')",0.34983608,0.49330744,0.50196207,0.5530824,0.0953215,0.1920853,0.0967638
44,1.3162272,1.3661337,"('prejudiced', 'unprejudiced')",-0.49022,-0.39028996,-1.6203383,-1.5907005,-0.264777,-0.2049523,0.0598247
45,-1.2472668,-1.194375,"('incompetent', 'competent')",-0.3585981,-0.31429398,-0.6740567,-0.66912,-0.7599738,-0.7259297,0.0340441
46,-1.7835702,-1.7884066,"('uncompetitive', 'competitive')",-0.1730242,-0.022137024,-1.35895,-1.3155208,-1.1051815,-1.0420214,0.0631601
47,-0.19769584,-0.18115032,"('stupid', 'smart')",0.6312039,0.67319685,5.50004,5.5857105,1.9778493,2.025919,0.0480697
48,-0.60905176,-0.6435776,"('unintelligent', 'intelligent')",0.33751863,0.3402226,0.78816223,0.7865706,0.1722097,0.1610719,-0.0111378
49,-1.0395715,-0.93456376,"('unable', 'able')",-0.89301664,-0.78173524,-0.5184392,-0.44283995,-0.8170091,-0.719713,0.0972961
50,0.040576946,0.05250283,"('clumsy', 'skillful')",-0.5790374,-0.63549817,0.56813073,0.5007317,0.0098901,-0.0274212,-0.0373113
51,-0.893135,-1.0275342,"('uneducated', 'educated')",0.57091755,0.51569295,0.64211565,0.5908886,0.1066327,0.0263491,-0.0802836
52,1.4162068,1.3469921,"('irrational', 'rational')",-0.61793995,-0.7595327,0.8848454,0.77959245,0.5610374,0.4556839,-0.1053535
53,-0.44524002,-0.41179603,"('uncreative', 'creative')",-0.070723325,-0.16985938,1.3638674,1.2914268,0.2826347,0.2365905,-0.0460442
54,-0.18782009,-0.18738185,"('incapable', 'capable')",-0.5546672,-0.5301445,1.282578,1.3450121,0.1800302,0.2091619,0.0291317
