,curtailment_male,curtailment_female,tuple,average_male,average_female,female-male
0,-0.43007463,-0.69219375,"('unsociable', 'sociable')",-0.4300746,-0.6921937,-0.2621191
1,-1.7747453,-1.8604482,"('unfriendly', 'friendly')",-1.7747453,-1.8604482,-0.0857029
2,-0.40409955,-0.38924384,"('unlikable', 'likable')",-0.4040996,-0.3892438,0.0148558
3,-0.62207675,-0.602775,"('repellent', 'pleasant')",-0.6220767,-0.602775,0.0193017
4,-2.2060065,-2.1735613,"('disliked', 'liked')",-2.2060065,-2.1735613,0.0324452
5,-1.642818,-1.6445833,"('distant', 'outgoing')",-1.642818,-1.6445833,-0.0017653
6,-1.8772931,-1.8603069,"('distant', 'open')",-1.8772931,-1.8603069,0.0169862
7,-0.0695582,-0.16071025,"('insensitive', 'sensitive')",-0.0695582,-0.1607102,-0.091152
8,-1.2924756,-1.3260554,"('unaffectionate', 'affectionate')",-1.2924756,-1.3260554,-0.0335798
9,-1.3424971,-1.4438524,"('unaffectionate', 'caring')",-1.3424971,-1.4438524,-0.1013553
10,-0.59731,-0.77346504,"('unsympathetic', 'sympathetic')",-0.59731,-0.773465,-0.176155
11,0.20172803,0.1244154,"('unhelpful', 'helpful')",0.201728,0.1244154,-0.0773126
12,-1.3164239,-1.32494,"('unsupportive', 'supportive')",-1.3164239,-1.32494,-0.0085161
13,-0.40499344,-0.6499418,"('impolite', 'polite')",-0.4049934,-0.6499418,-0.2449484
14,0.6239673,0.46877062,"('antisocial', 'social')",0.6239673,0.4687706,-0.1551967
15,0.08719211,0.052723777,"('boring', 'funny')",0.0871921,0.0527238,-0.0344683
16,-0.74272746,-0.77853715,"('unpopular', 'popular')",-0.7427275,-0.7785372,-0.0358097
17,-0.97686744,-0.9022266,"('nasty', 'nice')",-0.9768674,-0.9022266,0.0746408
18,-1.158804,-1.0570465,"('disagreeable', 'welcoming')",-1.1588041,-1.0570465,0.1017576
19,-2.2133677,-2.1387248,"('inhospitable', 'hospitable')",-2.2133677,-2.1387248,0.0746429
20,-0.13869418,-0.16303998,"('rough', 'thoughtful')",-0.1386942,-0.16304,-0.0243458
21,-0.041262165,-0.13261424,"('immoral', 'moral')",-0.0412622,-0.1326142,-0.091352
22,0.14235513,0.077744275,"('untrustworthy', 'trustworthy')",0.1423551,0.0777443,-0.0646108
23,1.2195648,0.9858462,"('insincere', 'sincere')",1.2195648,0.9858462,-0.2337186
24,-0.81210554,-1.0076313,"('dishonest', 'honest')",-0.8121055,-1.0076313,-0.1955258
