,international_male,international_female,tuple,flavors_male,flavors_female,&_male,&_female,frag_male,frag_female,inc_male,inc_female,average_male,average_female,female-male
0,0.33480144,0.24471977,"('unsociable', 'sociable')",1.0621469,1.1225919,1.7089169,1.6761279,-0.69639146,-0.7887826,-0.3095389,-0.41739407,0.419987,0.3674525,-0.0525345
1,-0.36617002,-0.36141527,"('unfriendly', 'friendly')",1.4109558,1.5307578,-1.2279022,-1.1184599,-1.8822788,-1.8444372,1.6167232,1.4516661,-0.0897344,-0.0683777,0.0213567
2,0.9684615,1.0575807,"('unlikable', 'likable')",0.13841428,0.15626279,1.1656638,1.2475073,0.8723711,0.9303502,0.5120341,0.5828038,0.731389,0.794901,0.063512
3,-1.0065739,-0.96794057,"('repellent', 'pleasant')",-1.8257915,-1.6572198,0.18471411,0.23604004,-1.4056365,-1.3727368,-0.1717144,-0.12404174,-0.8450005,-0.7771798,0.0678207
4,-0.6947517,-0.66540664,"('disliked', 'liked')",-1.0911472,-1.0077555,-0.78894246,-0.76841587,0.045391545,0.12821986,-5.8994913,-5.939031,-1.6857883,-1.650478,0.0353103
5,-0.48532417,-0.3520978,"('distant', 'outgoing')",0.87645704,0.94771445,-0.94568133,-0.7778921,-0.7531066,-0.60424066,-0.27351016,-0.33476922,-0.3162331,-0.2242571,0.091976
6,-0.29315263,-0.15338162,"('distant', 'open')",0.6519054,0.7825307,-0.85493463,-0.6566264,-0.8502138,-0.651041,0.29784337,0.20296451,-0.2097105,-0.0951108,0.1145997
7,-0.11679873,-0.117106095,"('insensitive', 'sensitive')",-0.1421029,-0.010933377,0.71729046,0.7545352,-0.77519155,-0.78296185,0.28173205,0.29253381,-0.0070141,0.0272135,0.0342276
8,-0.22484024,-0.22319353,"('unaffectionate', 'affectionate')",0.27319017,0.23388417,-2.0114229,-1.9087865,-1.9964244,-1.991634,0.6452888,0.52022463,-0.6628417,-0.6739011,-0.0110594
9,0.21715017,0.22526222,"('unaffectionate', 'caring')",0.54170036,0.5475896,-1.2673599,-1.1429356,-2.1581285,-2.125265,0.7011977,0.6033467,-0.3930881,-0.3784004,0.0146877
10,-0.21195471,-0.25032386,"('unsympathetic', 'sympathetic')",-0.008202357,0.1535015,0.68672645,0.6950945,-1.4335015,-1.5136507,-0.41452822,-0.40732336,-0.2762921,-0.2645404,0.0117517
11,0.38086027,0.37843227,"('unhelpful', 'helpful')",0.7063409,0.7289864,1.2759069,1.2875041,-1.1547018,-1.2298827,1.6238085,1.6144553,0.566443,0.555899,-0.010544
12,0.5739506,0.7422602,"('unsupportive', 'supportive')",0.7407531,0.89225936,0.5051303,0.74259746,-0.9602716,-0.8450083,-1.6653883,-1.624112,-0.1611652,-0.0184006,0.1427646
