,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.5330539,0.32816476,"('unsociable', 'sociable')",-0.3140644,-0.5571677,0.1094947,-0.1145015,-0.2239962
1,0.54031974,0.55313617,"('unfriendly', 'friendly')",1.0955385,1.1110066,0.8179291,0.8320714,0.0141423
2,0.498046,0.52523977,"('unlikable', 'likable')",0.5975874,0.59762686,0.5478167,0.5614333,0.0136166
3,0.13438955,0.11362453,"('repellent', 'pleasant')",0.927139,0.7599213,0.5307643,0.4367729,-0.0939914
4,-0.75751173,-0.71730393,"('disliked', 'liked')",-6.4341555,-6.2663426,-3.5958335,-3.4918232,0.1040103
5,-0.70979744,-0.772841,"('distant', 'outgoing')",-0.22756025,-0.034399796,-0.4686788,-0.4036204,0.0650584
6,-1.240275,-1.2221167,"('distant', 'open')",-0.6388703,-0.44689375,-0.9395727,-0.8345052,0.1050675
7,0.3644241,0.34814277,"('insensitive', 'sensitive')",0.0016568489,-0.09296114,0.1830405,0.1275908,-0.0554497
8,0.747478,0.82932097,"('unaffectionate', 'affectionate')",0.33287993,0.39228377,0.540179,0.6108024,0.0706234
9,1.5235782,1.4903586,"('unaffectionate', 'caring')",1.2199711,1.242186,1.3717747,1.3662722,-0.0055025
10,0.49339288,0.31518292,"('unsympathetic', 'sympathetic')",-0.62177306,-0.8226823,-0.0641901,-0.2537497,-0.1895596
11,1.1993815,1.1459221,"('unhelpful', 'helpful')",2.3813424,2.261663,1.7903619,1.7037926,-0.0865693
12,1.761622,1.6718645,"('unsupportive', 'supportive')",-1.9152944,-1.8785549,-0.0768362,-0.1033452,-0.026509
13,-0.14444451,-0.20256579,"('impolite', 'polite')",-0.82587343,-1.0393887,-0.485159,-0.6209772,-0.1358182
14,0.28817528,0.18786487,"('antisocial', 'social')",-0.3834595,-0.6162557,-0.0476421,-0.2141954,-0.1665533
15,0.23145927,0.16174261,"('boring', 'funny')",-0.28851816,-0.2209212,-0.0285294,-0.0295893,-0.0010599
16,-1.664809,-1.5694761,"('unpopular', 'popular')",0.7534433,0.77229434,-0.4556828,-0.3985909,0.0570919
17,-1.277818,-1.2014636,"('nasty', 'nice')",-0.6374352,-0.46544325,-0.9576266,-0.8334534,0.1241732
18,-0.14299072,-0.17375639,"('disagreeable', 'welcoming')",-0.65453887,-0.7617102,-0.3987648,-0.4677333,-0.0689685
19,-0.4529369,-0.4743872,"('inhospitable', 'hospitable')",-0.52489966,-0.34318262,-0.4889183,-0.4087849,0.0801334
20,-0.21704343,-0.25918016,"('rough', 'thoughtful')",0.6636561,0.62573117,0.2233063,0.1832755,-0.0400308
