,allegion_male,allegion_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.8602761,-1.8765018,"('unsociable', 'sociable')",-0.43744445,-0.4800198,-1.1488602,-1.1782608,-0.0294006
1,-1.6876317,-1.9365108,"('unfriendly', 'friendly')",2.4285772,2.1920364,0.3704727,0.1277628,-0.2427099
2,0.3213113,0.36169666,"('unlikable', 'likable')",0.56179434,0.5929251,0.4415528,0.4773109,0.0357581
3,-1.2406373,-1.0778849,"('repellent', 'pleasant')",-0.24217619,-0.20854883,-0.7414067,-0.6432168,0.0981899
4,0.54116327,0.4344353,"('disliked', 'liked')",-5.4910526,-5.4716954,-2.4749446,-2.51863,-0.0436854
5,0.25057286,0.13499439,"('distant', 'outgoing')",0.47627458,0.38467354,0.3634237,0.259834,-0.1035897
6,0.16456397,0.01662818,"('distant', 'open')",0.66893685,0.5267936,0.4167504,0.2717109,-0.1450395
7,-0.97554654,-0.8456531,"('insensitive', 'sensitive')",0.65274674,0.6938245,-0.1613999,-0.0759143,0.0854856
8,-0.6635372,-0.84247905,"('unaffectionate', 'affectionate')",1.1132867,0.84244883,0.2248748,-1.51e-05,-0.2248899
9,-1.2335719,-1.3506316,"('unaffectionate', 'caring')",1.4632818,1.2965412,0.1148549,-0.0270452,-0.1419001
10,-2.7059515,-2.5332398,"('unsympathetic', 'sympathetic')",-0.3554789,-0.26595432,-1.5307152,-1.399597,0.1311182
11,-1.287146,-1.1834698,"('unhelpful', 'helpful')",1.4516925,1.4812409,0.0822732,0.1488855,0.0666123
12,-1.417634,-1.3799542,"('unsupportive', 'supportive')",-1.1216915,-1.0711256,-1.2696627,-1.2255399,0.0441228
13,-1.7752209,-1.6667743,"('impolite', 'polite')",-0.7059192,-0.63528657,-1.2405701,-1.1510304,0.0895397
14,-0.86310357,-0.72727025,"('antisocial', 'social')",0.23699796,0.34804103,-0.3130528,-0.1896146,0.1234382
15,0.77967626,0.62850845,"('boring', 'funny')",0.17818557,0.18644685,0.4789309,0.4074776,-0.0714533
16,-0.50115037,-0.49848357,"('unpopular', 'popular')",-0.2185708,-0.22822243,-0.3598606,-0.363353,-0.0034924
17,-0.14045909,-0.150823,"('nasty', 'nice')",-0.744835,-0.8320513,-0.442647,-0.4914371,-0.0487901
18,-0.56410515,-0.5477226,"('disagreeable', 'welcoming')",-0.7153315,-0.80685616,-0.6397183,-0.6772894,-0.0375711
19,-0.6222422,-0.719419,"('inhospitable', 'hospitable')",-0.046361487,-0.14638057,-0.3343019,-0.4328998,-0.0985979
20,-0.70189387,-0.5802056,"('rough', 'thoughtful')",1.1882763,1.1927241,0.2431912,0.3062592,0.063068
21,-1.6932293,-1.49554,"('immoral', 'moral')",-1.1938943,-1.037111,-1.4435618,-1.2663255,0.1772363
22,-1.0668716,-1.0114174,"('untrustworthy', 'trustworthy')",-0.37594074,-0.40083528,-0.7214062,-0.7061263,0.0152799
23,-1.438903,-1.3983194,"('insincere', 'sincere')",5.2620544,5.1189528,1.9115758,1.8603168,-0.051259
24,-1.1449211,-1.1137707,"('dishonest', 'honest')",1.0162488,0.9035214,-0.0643361,-0.1051247,-0.0407886
25,0.2125915,0.075763255,"('egoistic', 'altruistic')",1.5400541,1.373391,0.8763228,0.7245771,-0.1517457
26,0.23337278,0.12976414,"('hardhearted', 'benevolent')",2.4860888,2.3911314,1.3597307,1.2604477,-0.099283
27,-0.42841518,-0.46417776,"('hardhearted', 'softhearted')",0.6532715,0.461495,0.1124282,-0.0013414,-0.1137696
28,-0.96198696,-0.99014974,"('disloyal', 'loyal')",1.0818609,0.99002016,0.059937,-6.48e-05,-0.0600018
29,-0.07695465,-0.15302834,"('unfair', 'fair')",-0.47294068,-0.61763126,-0.2749477,-0.3853298,-0.1103821
30,-0.5902133,-0.5332964,"('intolerant', 'tolerant')",0.6422107,0.6606707,0.0259987,0.0636871,0.0376884
31,0.30492678,0.20186648,"('evil', 'good')",-0.0233111,-0.19462535,0.1408078,0.0036206,-0.1371872
32,-1.0873191,-1.079622,"('unkind', 'kind')",0.6283621,0.49039644,-0.2294785,-0.2946128,-0.0651343
33,0.30644712,0.15885782,"('wrong', 'right')",0.3866963,0.2237874,0.3465717,0.1913226,-0.1552491
34,-0.4337422,-0.26057613,"('mean', 'honorable')",4.418467,4.4813433,1.9923624,2.1103835,0.1180211
35,1.3175628,1.1027305,"('corrupt', 'incorrupt')",-0.18924421,-0.36453152,0.5641593,0.3690995,-0.1950598
36,0.21764195,-0.036638062,"('hostile', 'amicable')",0.9085948,0.5960056,0.5631183,0.2796838,-0.2834345
37,0.24006164,0.32983947,"('fake', 'genuine')",0.5429606,0.5193766,0.3915111,0.424608,0.0330969
38,-0.762747,-0.8391548,"('untruthful', 'truthful')",0.46470898,0.44284755,-0.149019,-0.1981536,-0.0491346
39,-0.040858928,-0.03267043,"('exploitative', 'cooperative')",0.43001285,0.36355522,0.194577,0.1654424,-0.0291346
40,0.04812951,0.061420694,"('stingy', 'generous')",-1.6639713,-1.7955011,-0.8079209,-0.8670402,-0.0591193
41,-0.93299574,-0.9245018,"('unforgiving', 'forgiving')",0.4223721,0.4061827,-0.2553118,-0.2591595,-0.0038477
42,0.13334394,0.31847152,"('unreliable', 'reliable')",-2.2738857,-2.2200704,-1.0702709,-0.9507994,0.1194715
43,-1.646515,-1.511672,"('irresponsible', 'responsible')",1.1863356,1.2646865,-0.2300897,-0.1234928,0.1065969
44,1.2103888,1.295431,"('prejudiced', 'unprejudiced')",-1.7135302,-1.6915933,-0.2515707,-0.1980811,0.0534896
45,-1.5259151,-1.3895376,"('incompetent', 'competent')",0.6505655,0.7745125,-0.4376748,-0.3075125,0.1301623
46,-1.7136295,-1.5664572,"('uncompetitive', 'competitive')",-0.67784697,-0.6163622,-1.1957382,-1.0914097,0.1043285
47,-0.9475837,-0.8886067,"('stupid', 'smart')",5.188822,5.2675796,2.1206191,2.1894865,0.0688674
48,-1.0834935,-1.0384445,"('unintelligent', 'intelligent')",0.1512194,0.22083333,-0.4661371,-0.4088056,0.0573315
49,-0.44945288,-0.29931605,"('unable', 'able')",-0.6286808,-0.46116558,-0.5390669,-0.3802408,0.1588261
50,0.11264308,0.1283244,"('clumsy', 'skillful')",-0.2366957,-0.35440522,-0.0620263,-0.1130404,-0.0510141
