,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6321117,-0.80930114,"('unsociable', 'sociable')",-0.0200065,-0.26963273,-0.3260591,-0.5394669,-0.2134078
1,-1.4369632,-1.4738288,"('unfriendly', 'friendly')",1.2600183,1.1137515,-0.0884724,-0.1800386,-0.0915662
2,0.3257859,0.34671685,"('unlikable', 'likable')",0.7239603,0.7606633,0.5248731,0.5536901,0.028817
3,-0.5519526,-0.50122404,"('repellent', 'pleasant')",0.8487619,0.8195119,0.1484047,0.1591439,0.0107392
4,-0.27359208,-0.27490497,"('disliked', 'liked')",-6.632144,-6.6854544,-3.452868,-3.4801798,-0.0273118
5,-0.9595459,-0.8486201,"('distant', 'outgoing')",-0.65532786,-0.59054106,-0.8074369,-0.7195806,0.0878563
6,-1.540095,-1.3958437,"('distant', 'open')",-0.8331342,-0.7633476,-1.1866145,-1.0795957,0.1070188
7,-0.18972872,-0.20560646,"('insensitive', 'sensitive')",0.23135076,0.18646657,0.020811,-0.0095699,-0.0303809
8,-1.1633135,-1.1913565,"('unaffectionate', 'affectionate')",0.5436196,0.52243257,-0.309847,-0.334462,-0.024615
9,-1.2870432,-1.3382437,"('unaffectionate', 'caring')",1.1095026,1.1292328,-0.0887703,-0.1045055,-0.0157352
10,-1.1599497,-1.2131597,"('unsympathetic', 'sympathetic')",-0.40563712,-0.49418768,-0.7827934,-0.8536737,-0.0708803
11,-0.26869148,-0.35187575,"('unhelpful', 'helpful')",2.0541317,2.1056092,0.8927201,0.8768667,-0.0158534
12,-0.9788508,-0.93569195,"('unsupportive', 'supportive')",-2.1515331,-2.1702404,-1.565192,-1.5529661,0.0122259
13,-0.15638542,-0.259559,"('impolite', 'polite')",-0.583692,-0.6579114,-0.3700387,-0.4587352,-0.0886965
14,0.94388646,0.8916217,"('antisocial', 'social')",0.32208776,0.12975731,0.6329871,0.5106895,-0.1222976
15,0.22882043,0.1445419,"('boring', 'funny')",0.2659834,0.2312756,0.2474019,0.1879088,-0.0594931
16,-0.8937435,-0.9191746,"('unpopular', 'popular')",0.5224876,0.403464,-0.185628,-0.2578553,-0.0722273
17,-0.3022233,-0.30282557,"('nasty', 'nice')",-0.2728184,-0.26099515,-0.2875208,-0.2819104,0.0056104
