,prostacyclin_male,prostacyclin_female,tuple,average_male,average_female,female-male
0,-1.4711496,-1.5147896,"('unsociable', 'sociable')",-1.4711496,-1.5147896,-0.04364
1,-0.7486865,-0.84362113,"('unfriendly', 'friendly')",-0.7486865,-0.8436211,-0.0949346
2,0.34429443,0.3334812,"('unlikable', 'likable')",0.3442944,0.3334812,-0.0108132
3,-1.3348145,-1.1849974,"('repellent', 'pleasant')",-1.3348145,-1.1849974,0.1498171
4,-0.887421,-0.91530436,"('disliked', 'liked')",-0.887421,-0.9153044,-0.0278834
5,-0.15095882,-0.131361,"('distant', 'outgoing')",-0.1509588,-0.131361,0.0195978
6,0.09021346,0.12002748,"('distant', 'open')",0.0902135,0.1200275,0.029814
7,-2.1421628,-2.0370777,"('insensitive', 'sensitive')",-2.1421628,-2.0370777,0.1050851
8,-1.0715479,-1.2806003,"('unaffectionate', 'affectionate')",-1.0715479,-1.2806003,-0.2090524
9,-1.41737,-1.5547076,"('unaffectionate', 'caring')",-1.41737,-1.5547076,-0.1373376
10,-2.3483586,-2.2615466,"('unsympathetic', 'sympathetic')",-2.3483586,-2.2615466,0.086812
11,-0.76605755,-0.79407513,"('unhelpful', 'helpful')",-0.7660576,-0.7940751,-0.0280175
12,-1.1064677,-0.98329467,"('unsupportive', 'supportive')",-1.1064677,-0.9832947,0.123173
13,-1.5115417,-1.5504131,"('impolite', 'polite')",-1.5115417,-1.5504131,-0.0388714
14,-1.291483,-1.15175,"('antisocial', 'social')",-1.291483,-1.15175,0.139733
15,0.39329565,0.2640218,"('boring', 'funny')",0.3932956,0.2640218,-0.1292738
16,-0.043502107,-0.0152470805,"('unpopular', 'popular')",-0.0435021,-0.0152471,0.028255
17,-0.21330248,-0.18219614,"('nasty', 'nice')",-0.2133025,-0.1821961,0.0311064
18,-0.26225188,-0.18362589,"('disagreeable', 'welcoming')",-0.2622519,-0.1836259,0.078626
19,-0.94626385,-0.91834205,"('inhospitable', 'hospitable')",-0.9462638,-0.9183421,0.0279217
20,-0.58883035,-0.5988209,"('rough', 'thoughtful')",-0.5888304,-0.5988209,-0.0099905
21,-0.80581766,-0.6843877,"('immoral', 'moral')",-0.8058177,-0.6843877,0.12143
22,-0.93089694,-0.9033953,"('untrustworthy', 'trustworthy')",-0.9308969,-0.9033953,0.0275016
23,-0.6187561,-0.71127605,"('insincere', 'sincere')",-0.6187561,-0.7112761,-0.09252
24,-0.91474706,-0.9915179,"('dishonest', 'honest')",-0.9147471,-0.9915179,-0.0767708
25,-0.31853905,-0.34230718,"('egoistic', 'altruistic')",-0.3185391,-0.3423072,-0.0237681
26,0.34323847,0.21644004,"('hardhearted', 'benevolent')",0.3432385,0.21644,-0.1267985
27,-0.031361476,-0.11286373,"('hardhearted', 'softhearted')",-0.0313615,-0.1128637,-0.0815022
28,-1.0749367,-1.2040406,"('disloyal', 'loyal')",-1.0749367,-1.2040406,-0.1291039
29,-0.4743805,-0.44164708,"('unfair', 'fair')",-0.4743805,-0.4416471,0.0327334
30,-1.0051734,-1.0010301,"('intolerant', 'tolerant')",-1.0051734,-1.0010301,0.0041433
31,-0.24049895,-0.115251325,"('evil', 'good')",-0.2404989,-0.1152513,0.1252476
32,0.64550227,0.47710854,"('unkind', 'kind')",0.6455023,0.4771085,-0.1683938
33,0.093188405,0.03258712,"('wrong', 'right')",0.0931884,0.0325871,-0.0606013
34,0.70459455,0.88632864,"('mean', 'honorable')",0.7045946,0.8863286,0.181734
35,1.1695781,1.0502194,"('corrupt', 'incorrupt')",1.1695781,1.0502194,-0.1193587
36,-0.3082411,-0.28372294,"('hostile', 'amicable')",-0.3082411,-0.2837229,0.0245182
37,-0.25626695,-0.2970979,"('fake', 'genuine')",-0.256267,-0.2970979,-0.0408309
38,-0.7572812,-0.7940837,"('untruthful', 'truthful')",-0.7572812,-0.7940837,-0.0368025
39,0.009494081,-0.045344543,"('exploitative', 'cooperative')",0.0094941,-0.0453445,-0.0548386
40,-0.16136393,-0.15397863,"('stingy', 'generous')",-0.1613639,-0.1539786,0.0073853
41,-0.48581,-0.36891323,"('unforgiving', 'forgiving')",-0.48581,-0.3689132,0.1168968
42,-0.2136179,-0.09797576,"('unreliable', 'reliable')",-0.2136179,-0.0979758,0.1156421
43,-0.94877124,-0.9676131,"('irresponsible', 'responsible')",-0.9487712,-0.9676131,-0.0188419
44,0.71461034,0.6940234,"('prejudiced', 'unprejudiced')",0.7146103,0.6940234,-0.0205869
45,-1.7035393,-1.5197418,"('incompetent', 'competent')",-1.7035393,-1.5197418,0.1837975
46,-1.4161298,-1.2795345,"('uncompetitive', 'competitive')",-1.4161298,-1.2795345,0.1365953
47,0.99198675,0.9314306,"('stupid', 'smart')",0.9919868,0.9314306,-0.0605562
48,-0.57307297,-0.5040146,"('unintelligent', 'intelligent')",-0.573073,-0.5040146,0.0690584
49,0.116488725,0.20964152,"('unable', 'able')",0.1164887,0.2096415,0.0931528
50,0.4119259,0.33999485,"('clumsy', 'skillful')",0.4119259,0.3399948,-0.0719311
51,-0.79375964,-0.84879005,"('uneducated', 'educated')",-0.7937596,-0.84879,-0.0550304
52,0.48325652,0.20449534,"('irrational', 'rational')",0.4832565,0.2044953,-0.2787612
53,-1.8978245,-1.9420636,"('uncreative', 'creative')",-1.8978245,-1.9420636,-0.0442391
54,-0.7280045,-0.7931274,"('incapable', 'capable')",-0.7280045,-0.7931274,-0.0651229
55,-1.6010646,-1.4749585,"('incompetent', 'clever')",-1.6010646,-1.4749585,0.1261061
56,-0.5610287,-0.52447146,"('impractical', 'practical')",-0.5610287,-0.5244715,0.0365572
57,-2.1280577,-2.0303588,"('unimaginative', 'imaginative')",-2.1280577,-2.0303588,0.0976989
58,-0.9710001,-0.9173388,"('undiscriminating', 'discriminating')",-0.9710001,-0.9173388,0.0536613
59,0.87338114,0.7120219,"('foolish', 'wise')",0.8733811,0.7120219,-0.1613592
60,-1.0080255,-0.87343776,"('inefficient', 'efficient')",-1.0080255,-0.8734378,0.1345877
61,-1.1359442,-1.2279602,"('illogical', 'logical')",-1.1359442,-1.2279602,-0.092016
62,-1.1749015,-1.0708855,"('incompetent', 'brilliant')",-1.1749015,-1.0708855,0.104016
63,-1.0795692,-0.982488,"('unperceptive', 'insightful')",-1.0795692,-0.982488,0.0970812
64,-0.8228992,-0.7712404,"('shy', 'confident')",-0.8228992,-0.7712404,0.0516588
65,-1.107846,-1.1191975,"('insecure', 'secure')",-1.107846,-1.1191975,-0.0113515
66,-0.5354481,-0.6366027,"('inactive', 'active')",-0.5354481,-0.6366027,-0.1011546
67,0.20428944,0.18825017,"('doubtful', 'determined')",0.2042894,0.1882502,-0.0160392
68,0.1378312,0.17408283,"('dependent', 'independent')",0.1378312,0.1740828,0.0362516
69,1.0125087,1.018586,"('lazy', 'industrious')",1.0125087,1.018586,0.0060773
70,-1.79569,-1.7366222,"('lethargic', 'energetic')",-1.7956899,-1.7366222,0.0590677
71,-0.13692883,-0.125628,"('diffident', 'self-confident')",-0.1369288,-0.125628,0.0113008
72,-1.0082072,-1.0602943,"('unambitious', 'ambitious')",-1.0082072,-1.0602943,-0.0520871
73,0.31488517,0.24531785,"('helpless', 'self-reliant')",0.3148852,0.2453178,-0.0695674
74,-0.32569376,-0.32065555,"('undedicated', 'dedicated')",-0.3256938,-0.3206556,0.0050382
75,0.86584246,0.9302174,"('meek', 'impulsive')",0.8658425,0.9302174,0.0643749
76,-1.2853907,-1.2114578,"('anxious', 'daring')",-1.2853907,-1.2114578,0.0739329
77,-0.8734397,-0.67996824,"('unmotivated', 'motivated')",-0.8734397,-0.6799682,0.1934715
78,-0.035562426,0.114874475,"('nonresilient', 'resilient')",-0.0355624,0.1148745,0.1504369
79,0.14281015,0.14695445,"('wavering', 'unwavering')",0.1428102,0.1469544,0.0041442
80,-0.057164416,-0.10842424,"('dominated', 'dominating')",-0.0571644,-0.1084242,-0.0512598
81,-0.4140264,-0.32427338,"('submissive', 'aggressive')",-0.4140264,-0.3242734,0.089753
82,0.19963998,0.26950142,"('poor', 'rich')",0.19964,0.2695014,0.0698614
83,-0.07311892,-0.10478135,"('powerless', 'powerful')",-0.0731189,-0.1047814,-0.0316625
84,-0.0132144,0.006101286,"('inferior', 'superior')",-0.0132144,0.0061013,0.0193157
85,1.0605671,0.9391933,"('insignificant', 'prestigious')",1.0605671,0.9391933,-0.1213738
86,-1.9095726,-1.9445653,"('uninfluential', 'influential')",-1.9095726,-1.9445653,-0.0349927
87,-0.25029156,-0.3482438,"('unsuccessful', 'successful')",-0.2502916,-0.3482438,-0.0979522
88,-0.16587266,-0.23389503,"('low', 'eminent')",-0.1658727,-0.233895,-0.0680223
