,fork_male,fork_female,tuple,average_male,average_female,female-male
0,0.49207988,0.34386542,"('unsociable', 'sociable')",0.4920799,0.3438654,-0.1482145
1,0.8244061,0.9149357,"('unfriendly', 'friendly')",0.8244061,0.9149357,0.0905296
2,-0.008980883,0.12143198,"('unlikable', 'likable')",-0.0089809,0.121432,0.1304129
3,1.0102379,1.1019585,"('repellent', 'pleasant')",1.0102379,1.1019585,0.0917206
4,-7.4673243,-7.661891,"('disliked', 'liked')",-7.4673243,-7.661891,-0.1945667
5,-0.9443203,-0.8459624,"('distant', 'outgoing')",-0.9443203,-0.8459624,0.0983579
6,-0.45924348,-0.4452645,"('distant', 'open')",-0.4592435,-0.4452645,0.013979
7,1.7478529,1.7066795,"('insensitive', 'sensitive')",1.7478529,1.7066795,-0.0411734
8,0.7186017,0.7211122,"('unaffectionate', 'affectionate')",0.7186017,0.7211122,0.0025105
9,1.2386289,1.3507674,"('unaffectionate', 'caring')",1.2386289,1.3507674,0.1121385
10,1.6864356,1.6069689,"('unsympathetic', 'sympathetic')",1.6864356,1.6069689,-0.0794667
11,1.8202926,1.9558349,"('unhelpful', 'helpful')",1.8202926,1.9558349,0.1355423
12,-1.3606364,-1.2938696,"('unsupportive', 'supportive')",-1.3606364,-1.2938696,0.0667668
13,0.5373903,0.6092813,"('impolite', 'polite')",0.5373903,0.6092813,0.071891
14,0.6765546,0.5676377,"('antisocial', 'social')",0.6765546,0.5676377,-0.1089169
15,0.6700129,0.5900977,"('boring', 'funny')",0.6700129,0.5900977,-0.0799152
16,-1.0079963,-0.98022485,"('unpopular', 'popular')",-1.0079963,-0.9802248,0.0277715
17,-0.36988887,-0.34241784,"('nasty', 'nice')",-0.3698889,-0.3424178,0.0274711
18,-0.47504482,-0.3404228,"('disagreeable', 'welcoming')",-0.4750448,-0.3404228,0.134622
19,-0.7653577,-0.66236585,"('inhospitable', 'hospitable')",-0.7653577,-0.6623659,0.1029918
20,0.73745096,0.59323084,"('rough', 'thoughtful')",0.737451,0.5932308,-0.1442202
21,0.38226217,0.50359917,"('immoral', 'moral')",0.3822622,0.5035992,0.121337
