,hunt_male,hunt_female,tuple,average_male,average_female,female-male
0,0.19877392,0.27665588,"('unsociable', 'sociable')",0.1987739,0.2766559,0.077882
1,1.2622519,1.1184107,"('unfriendly', 'friendly')",1.2622519,1.1184107,-0.1438412
2,0.033111792,0.08990043,"('unlikable', 'likable')",0.0331118,0.0899004,0.0567886
3,0.62019813,0.8745431,"('repellent', 'pleasant')",0.6201981,0.8745431,0.254345
4,-7.152547,-7.409577,"('disliked', 'liked')",-7.1525469,-7.4095769,-0.25703
5,-0.37687832,-0.5299168,"('distant', 'outgoing')",-0.3768783,-0.5299168,-0.1530385
6,0.15790002,-0.120262176,"('distant', 'open')",0.1579,-0.1202622,-0.2781622
7,1.1872283,1.379407,"('insensitive', 'sensitive')",1.1872283,1.379407,0.1921787
8,1.2228265,1.0231769,"('unaffectionate', 'affectionate')",1.2228265,1.0231769,-0.1996496
9,1.397058,1.3539009,"('unaffectionate', 'caring')",1.397058,1.3539009,-0.0431571
10,0.7812828,0.99927294,"('unsympathetic', 'sympathetic')",0.7812828,0.9992729,0.2179901
11,1.2010999,1.3916156,"('unhelpful', 'helpful')",1.2010999,1.3916156,0.1905157
12,-1.676723,-1.6369871,"('unsupportive', 'supportive')",-1.676723,-1.6369871,0.0397359
13,-0.48825246,-0.11111814,"('impolite', 'polite')",-0.4882525,-0.1111181,0.3771344
14,0.31493333,0.51009816,"('antisocial', 'social')",0.3149333,0.5100982,0.1951649
15,0.38490146,0.35167366,"('boring', 'funny')",0.3849015,0.3516737,-0.0332278
16,-0.7926339,-0.91430044,"('unpopular', 'popular')",-0.7926339,-0.9143004,-0.1216665
17,0.079746,0.027070299,"('nasty', 'nice')",0.079746,0.0270703,-0.0526757
18,-0.69279313,-0.592813,"('disagreeable', 'welcoming')",-0.6927931,-0.592813,0.0999801
19,-0.42681283,-0.5777185,"('inhospitable', 'hospitable')",-0.4268128,-0.5777185,-0.1509057
20,0.4992496,0.5105563,"('rough', 'thoughtful')",0.4992496,0.5105563,0.0113067
21,-0.40028387,0.011630887,"('immoral', 'moral')",-0.4002839,0.0116309,0.4119148
22,-0.34498096,-0.20267472,"('untrustworthy', 'trustworthy')",-0.344981,-0.2026747,0.1423063
