,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,female-male
0,-0.0016102977,-0.17928469,"('unsociable', 'sociable')",0.20490515,0.13991696,-0.12889579,-0.16061336,0.0247997,-0.0666604,-0.0914601
1,-0.14966384,-0.26666707,"('unfriendly', 'friendly')",-0.057297297,-0.22673917,1.6621082,1.6156389,0.485049,0.3740776,-0.1109714
2,1.0855486,1.1631664,"('unlikable', 'likable')",0.53899175,0.64681494,0.5903816,0.80497736,0.7383073,0.8716529,0.1333456
3,0.21820343,0.2546516,"('repellent', 'pleasant')",-0.5484717,-0.30934474,0.45948628,0.49633923,0.0430727,0.1472154,0.1041427
4,-0.36714607,-0.3803337,"('disliked', 'liked')",0.6514637,0.5374424,-7.4180374,-7.4416814,-2.3779066,-2.4281909,-0.0502843
5,-1.0231279,-1.0713524,"('distant', 'outgoing')",0.436597,0.25623792,-0.52369046,-0.4145917,-0.3700738,-0.4099021,-0.0398283
6,-1.0856093,-1.1655926,"('distant', 'open')",0.738762,0.57384276,-0.25232512,-0.17511287,-0.1997241,-0.2556209,-0.0558968
7,0.8659651,0.8554054,"('insensitive', 'sensitive')",-0.32689545,-0.1524073,0.4852894,0.5352152,0.341453,0.4127378,0.0712848
8,-0.79463714,-0.7422829,"('unaffectionate', 'affectionate')",-0.16979983,-0.2545111,0.75856006,0.660186,-0.0686256,-0.1122027,-0.0435771
9,0.29388767,0.2836144,"('unaffectionate', 'caring')",0.3584996,0.33368826,1.1431038,1.1464864,0.598497,0.5879297,-0.0105673
10,0.6415018,0.65452945,"('unsympathetic', 'sympathetic')",-0.90449995,-0.7411956,0.36685905,0.24922052,0.0346203,0.0541848,0.0195645
11,0.23756854,0.27744317,"('unhelpful', 'helpful')",-0.3862803,-0.32960418,2.1569285,2.1316447,0.6694056,0.6931612,0.0237556
12,0.40625238,0.49078616,"('unsupportive', 'supportive')",-0.13315487,-0.010302486,-1.918875,-1.8716527,-0.5485925,-0.463723,0.0848695
13,-0.34140465,-0.24183589,"('impolite', 'polite')",-0.95034325,-0.71907693,-0.33125836,-0.26835635,-0.5410021,-0.4097564,0.1312457
14,1.3332922,1.3527186,"('antisocial', 'social')",0.9823384,1.1354042,0.011326961,0.007550154,0.7756526,0.8318911,0.0562385
15,0.8074402,0.7015505,"('boring', 'funny')",1.0342361,0.8057295,0.48043123,0.46620786,0.7740359,0.6578293,-0.1162066
16,-1.6825161,-1.6528004,"('unpopular', 'popular')",-1.1061873,-1.181049,-0.40734854,-0.37385318,-1.0653507,-1.0692342,-0.0038835
17,-0.22572848,-0.14017996,"('nasty', 'nice')",0.109931536,0.22750913,-0.020818941,-0.055124007,-0.0455386,0.0107351,0.0562737
18,-0.82708776,-0.58631325,"('disagreeable', 'welcoming')",-0.7747634,-0.5156784,-1.0397315,-0.93717617,-0.8805276,-0.6797226,0.200805
19,-0.5448457,-0.49482453,"('inhospitable', 'hospitable')",-0.3079649,-0.24657375,-0.5683335,-0.4482876,-0.4737147,-0.3965619,0.0771528
20,0.25297463,0.29744714,"('rough', 'thoughtful')",-0.7854791,-0.60800683,0.39633572,0.47196442,-0.0453896,0.0538016,0.0991912
21,0.5059192,0.6205757,"('immoral', 'moral')",-0.508828,-0.30125326,-0.948117,-0.7549452,-0.3170086,-0.1452076,0.171801
22,0.53106844,0.5728788,"('untrustworthy', 'trustworthy')",-0.3674119,-0.27026132,-0.5270923,-0.45369154,-0.1211452,-0.050358,0.0707872
23,0.6278313,0.7617416,"('insincere', 'sincere')",-0.4927196,-0.27725294,6.1131463,6.11773,2.0827527,2.2007395,0.1179868
24,0.45928937,0.5525495,"('dishonest', 'honest')",-0.23861577,-0.10373308,0.9724544,0.99347335,0.3977093,0.4807633,0.083054
25,-0.5549066,-0.5076792,"('egoistic', 'altruistic')",0.064405784,-0.030045427,0.89163846,0.8579506,0.1337126,0.106742,-0.0269706
26,1.2360191,1.0178945,"('hardhearted', 'benevolent')",2.8587694,2.6872604,1.8599831,1.7160138,1.9849238,1.8070563,-0.1778675
27,-0.5455606,-0.46708548,"('hardhearted', 'softhearted')",-0.49444532,-0.41219467,0.9023587,0.82210773,-0.0458824,-0.0190575,0.0268249
28,0.6081643,0.5495149,"('disloyal', 'loyal')",0.0011280887,-0.10095586,1.0193136,0.8699672,0.5428687,0.4395088,-0.1033599
29,0.47894946,0.46312606,"('unfair', 'fair')",-0.9213998,-0.93798006,-0.5800689,-0.700366,-0.3408397,-0.39174,-0.0509003
30,0.73854053,0.8618245,"('intolerant', 'tolerant')",-0.07350257,0.039074913,0.633656,0.7971092,0.432898,0.5660028,0.1331048
31,-1.1189598,-1.1254381,"('evil', 'good')",0.4274323,0.23310456,-0.8714562,-0.895384,-0.5209946,-0.5959059,-0.0749113
32,0.3802011,0.37792176,"('unkind', 'kind')",-0.40344605,-0.29282367,1.0814806,0.95757884,0.3527452,0.347559,-0.0051862
33,0.4482373,0.43935707,"('wrong', 'right')",0.26997325,0.1857318,-0.63796705,-0.5601176,0.0267478,0.0216571,-0.0050907
34,-0.23433302,-0.10948771,"('mean', 'honorable')",-0.22382163,-0.087821335,5.056506,5.254773,1.5327838,1.6858214,0.1530376
