,air_male,air_female,tuple,products_male,products_female,&_male,&_female,chemicals_male,chemicals_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2331676,-1.4186193,"('unsociable', 'sociable')",-0.44362193,-0.54310435,0.21133661,0.17112991,0.20863916,-0.030345883,-0.6278138,-0.81542426,-0.3769255,-0.5272727,-0.1503472
1,-0.24503008,-0.23223107,"('unfriendly', 'friendly')",-0.31262645,-0.28022686,0.09657076,0.1742931,0.15647393,0.09462322,1.896192,1.8765827,0.318316,0.3266082,0.0082922
2,0.030644648,0.20579761,"('unlikable', 'likable')",-0.24455881,-0.22399627,1.3821623,1.5477763,0.3837011,0.40757167,0.88558286,0.98206717,0.4875064,0.5838433,0.0963369
3,-1.4675918,-1.410938,"('repellent', 'pleasant')",-0.6581297,-0.5757654,-0.2764843,-0.20322622,-0.3918136,-0.3897154,0.041341558,0.030744348,-0.5505355,-0.5097802,0.0407553
4,-0.15878636,-0.3018969,"('disliked', 'liked')",0.5114041,0.48223457,-0.050352126,-0.069491364,-0.039954722,-0.06478139,-4.8901224,-4.942281,-0.9255623,-0.9792432,-0.0536809
5,-0.56115,-0.41994482,"('distant', 'outgoing')",0.18654358,0.22594823,-0.13497503,0.11135025,-0.6890668,-0.56923944,0.09544855,0.12611876,-0.2206399,-0.1051534,0.1154865
6,-0.2604661,-0.09401087,"('distant', 'open')",0.08956238,0.19205673,-0.13181199,0.14746176,-1.3707063,-1.2028596,0.51022696,0.544478,-0.232639,-0.0825748,0.1500642
7,0.23536304,0.20082013,"('insensitive', 'sensitive')",-0.5814787,-0.50063884,1.0785499,1.0637964,0.24762386,0.15989807,0.50446844,0.50830114,0.2969053,0.2864354,-0.0104699
8,-0.24891739,-0.19482489,"('unaffectionate', 'affectionate')",-0.46921942,-0.36716,-0.5672632,-0.44100296,-0.027455233,0.021955572,0.5622103,0.59150225,-0.150129,-0.077906,0.072223
9,0.22864708,0.25186893,"('unaffectionate', 'caring')",0.088732,0.16056435,-0.37805557,-0.24462299,0.43794066,0.4516774,0.91480637,0.96780545,0.2584141,0.3174586,0.0590445
10,-0.8228393,-0.8672537,"('unsympathetic', 'sympathetic')",-1.1161711,-1.0563844,-0.47031265,-0.49381176,0.151784,-0.022748634,-0.47799206,-0.48544747,-0.5471062,-0.5851292,-0.038023
11,0.24842697,0.33517045,"('unhelpful', 'helpful')",0.5834773,0.53182846,0.86154264,0.8694208,1.2971339,1.2189345,1.9620988,2.0095704,0.9905359,0.992985,0.0024491
12,0.041757204,0.2540841,"('unsupportive', 'supportive')",0.07388341,0.23490515,0.17201024,0.4360056,0.5035061,0.5581003,-1.6394074,-1.5639408,-0.1696501,-0.0161691,0.153481
13,0.106797114,0.093601584,"('impolite', 'polite')",-0.3813901,-0.37770808,0.1837047,0.16258816,0.57871294,0.4968466,-0.3891886,-0.46655893,0.0197272,-0.0182461,-0.0379733
14,-0.71436894,-0.901614,"('antisocial', 'social')",-0.31432673,-0.37422034,0.96311456,0.8712623,0.5273621,0.3459489,-0.8143596,-0.916569,-0.0705157,-0.1950384,-0.1245227
15,1.1964078,1.0609568,"('boring', 'funny')",0.40881762,0.31899646,0.44252935,0.35279408,-0.3502056,-0.36938182,0.6325179,0.55360687,0.4660134,0.3833945,-0.0826189
16,-0.8948564,-0.9484581,"('unpopular', 'popular')",-0.30341092,-0.3234371,0.47349116,0.40466052,-0.6530219,-0.7021593,0.93758106,0.87139034,-0.0880434,-0.1396007,-0.0515573
17,0.2624248,0.31228107,"('nasty', 'nice')",0.501574,0.548097,0.09504477,0.14605094,-0.5919918,-0.54291785,-0.0014763474,-0.00076599047,0.0531151,0.092549,0.0394339
18,-0.49458313,-0.36678413,"('disagreeable', 'welcoming')",-1.2998514,-1.2013615,0.72427076,0.94224167,-1.2797147,-1.2742993,-0.3881302,-0.44375888,-0.5476017,-0.4687924,0.0788093
19,-1.1191435,-1.0002553,"('inhospitable', 'hospitable')",-0.5988775,-0.5935228,-0.6672919,-0.546599,-0.9809222,-0.94765985,0.29817373,0.36511427,-0.6136123,-0.5445846,0.0690277
20,-1.3764391,-1.2886201,"('rough', 'thoughtful')",-0.21008274,-0.14486341,-0.061407752,0.053776603,-0.6065769,-0.59670246,0.75810426,0.7761279,-0.2992805,-0.2400563,0.0592242
21,0.005829919,-0.08792146,"('immoral', 'moral')",-0.5155183,-0.5377967,-0.078213915,-0.12325688,-1.0827892,-1.1680282,-0.9011525,-0.8812386,-0.5143688,-0.5596483,-0.0452795
22,-1.2088234,-1.3123518,"('untrustworthy', 'trustworthy')",-0.7188745,-0.67897546,0.72459626,0.79946387,-1.3772832,-1.4652385,-0.959906,-0.99190724,-0.7080582,-0.7298018,-0.0217436
23,-0.10935159,-0.081887394,"('insincere', 'sincere')",-0.06484132,-0.08299164,-0.0128628835,0.0130010545,0.14886504,0.046287067,4.907908,4.8928866,0.9739434,0.9574592,-0.0164842
24,0.53685284,0.5865835,"('dishonest', 'honest')",-1.1953776,-1.0758224,0.16976479,0.25567377,-0.5462517,-0.53287935,0.8444709,0.87484246,-0.0381081,0.0216796,0.0597877
25,0.12458331,0.05861567,"('egoistic', 'altruistic')",0.9577542,0.9220875,-0.031929836,-0.06460411,0.50002134,0.4460564,1.5085479,1.4647505,0.6117954,0.5653812,-0.0464142
26,1.1247908,0.93531454,"('hardhearted', 'benevolent')",1.3476479,1.3428755,1.968901,1.8993757,0.70328593,0.6703646,1.8577342,1.8219857,1.400472,1.3339831,-0.0664889
27,-0.48508173,-0.2300991,"('hardhearted', 'softhearted')",-0.7137895,-0.58657134,-0.5234514,-0.3500445,-0.19025984,-0.06585716,1.0860958,1.0407337,-0.1652973,-0.0383677,0.1269296
28,-0.19874889,-0.4420407,"('disloyal', 'loyal')",0.9500171,0.80811447,1.1704303,0.99386066,0.013298996,-0.22721142,0.98614126,0.90343916,0.5842278,0.4072325,-0.1769953
29,-0.339393,-0.41345528,"('unfair', 'fair')",-0.6721492,-0.6961199,0.2614555,0.30081654,-1.6740984,-1.6922694,-0.8375344,-0.8867849,-0.6523439,-0.6775626,-0.0252187
30,0.32006264,0.34250626,"('intolerant', 'tolerant')",0.2062065,0.15474217,0.065010555,0.11825862,0.076635316,0.006299302,1.1411536,1.054157,0.3618137,0.3351927,-0.026621
31,-1.2974834,-1.2359788,"('evil', 'good')",-0.53337944,-0.41480044,-1.0347607,-0.8339549,-1.1170377,-1.0023887,-0.54103476,-0.5466104,-0.9047392,-0.8067467,0.0979925
