,servicenow_male,servicenow_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,1.5887858,1.5214667,"('unsociable', 'sociable')",-0.06454663,-0.21501836,0.7621196,0.6532242,-0.1088954
1,-0.5047662,-0.49677998,"('unfriendly', 'friendly')",1.9387904,1.976174,0.7170121,0.739697,0.0226849
2,0.49788108,0.57155395,"('unlikable', 'likable')",0.22724289,0.30380374,0.362562,0.4376788,0.0751168
3,0.49282748,0.63828576,"('repellent', 'pleasant')",-0.003712533,0.04010395,0.2445575,0.3391949,0.0946374
4,-1.4806781,-1.5390673,"('disliked', 'liked')",-6.7581043,-6.805824,-4.1193914,-4.1724453,-0.0530539
5,-0.59185207,-0.5823878,"('distant', 'outgoing')",-0.02187749,-0.0060395617,-0.3068648,-0.2942137,0.0126511
6,-0.70024854,-0.64927673,"('distant', 'open')",0.57242787,0.6029138,-0.0639103,-0.0231815,0.0407288
7,1.5831189,1.6470302,"('insensitive', 'sensitive')",1.1486434,1.1863683,1.3658812,1.4166993,0.0508181
8,-1.1319746,-1.1109871,"('unaffectionate', 'affectionate')",0.86793905,0.8804504,-0.1320178,-0.1152683,0.0167495
9,0.07126562,0.105511405,"('unaffectionate', 'caring')",1.2554426,1.3167741,0.6633541,0.7111428,0.0477887
10,1.3679127,1.4909847,"('unsympathetic', 'sympathetic')",-0.15677983,-0.1382084,0.6055664,0.6763881,0.0708217
11,1.9348725,1.9966191,"('unhelpful', 'helpful')",1.6607585,1.7202375,1.7978156,1.8584282,0.0606126
12,1.2279379,1.3887776,"('unsupportive', 'supportive')",-1.7180765,-1.648083,-0.2450693,-0.1296527,0.1154166
13,2.459907,2.4977856,"('impolite', 'polite')",-0.49956074,-0.56738806,0.9801732,0.9651988,-0.0149744
14,1.7112241,1.6571152,"('antisocial', 'social')",-0.3654951,-0.46458775,0.6728645,0.5962638,-0.0766007
15,0.71463025,0.6137674,"('boring', 'funny')",0.69544727,0.63671887,0.7050388,0.6252431,-0.0797957
16,-1.6089339,-1.6329718,"('unpopular', 'popular')",0.15385428,0.2016278,-0.7275398,-0.715672,0.0118678
17,0.12739526,0.16186315,"('nasty', 'nice')",-0.35266334,-0.3023983,-0.112634,-0.0702676,0.0423664
18,0.052700087,0.13915735,"('disagreeable', 'welcoming')",-0.14988601,-0.14164908,-0.048593,-0.0012459,0.0473471
19,-0.2970414,-0.22621368,"('inhospitable', 'hospitable')",0.11543424,0.23160274,-0.0908036,0.0026945,0.0934981
20,0.22283797,0.22310416,"('rough', 'thoughtful')",1.2440351,1.2347223,0.7334365,0.7289132,-0.0045233
21,1.7805775,1.8255974,"('immoral', 'moral')",-0.36533424,-0.36463848,0.7076216,0.7304795,0.0228579
