,citizens_male,citizens_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.10256187,-0.146928,"('unsociable', 'sociable')",-0.6826587,-0.8219133,0.72647625,0.6829889,-0.8025473,-0.89233637,-0.2153229,-0.2945472,-0.0792243
1,0.35190165,0.2919345,"('unfriendly', 'friendly')",1.8296639,1.6633995,0.47270143,0.31945673,2.1244054,2.0220492,1.1946681,1.0742099,-0.1204582
2,0.628773,0.7226517,"('unlikable', 'likable')",2.3084295,2.4375465,1.7853665,1.7909987,0.3775971,0.47171777,1.2750416,1.3557286,0.080687
3,-0.11969222,-0.057029277,"('repellent', 'pleasant')",-0.97292215,-0.9142444,0.92286366,1.0162086,0.35378566,0.40796152,0.0460087,0.1132241,0.0672154
4,0.31691405,0.31133643,"('disliked', 'liked')",0.7050415,0.67095053,-0.31382143,-0.3946197,-6.910393,-7.018641,-1.5505648,-1.6077435,-0.0571787
5,0.98491883,0.96042985,"('distant', 'outgoing')",1.5954971,1.5798672,-0.5630474,-0.6555832,0.17088723,0.18221352,0.5470639,0.5167319,-0.030332
6,0.5598487,0.556685,"('distant', 'open')",0.90073764,0.89946556,-1.0319943,-1.1818368,0.80095434,0.79073924,0.3073866,0.2662632,-0.0411234
7,0.818127,0.8752788,"('insensitive', 'sensitive')",0.06114654,0.07656944,1.0962284,1.1815854,1.263446,1.2215182,0.809737,0.838738,0.029001
8,0.14338243,0.1850135,"('unaffectionate', 'affectionate')",0.4903088,0.44631082,0.12693194,0.0806503,1.2066051,1.1700287,0.491807,0.4705008,-0.0213062
9,1.5095255,1.5541841,"('unaffectionate', 'caring')",1.3224077,1.2616303,0.83925116,0.8078403,1.5186669,1.5276266,1.2974628,1.2878203,-0.0096425
10,0.626656,0.67646736,"('unsympathetic', 'sympathetic')",-1.8580753,-1.797575,0.13246948,0.27136865,-0.30814672,-0.2896387,-0.3517742,-0.2848444,0.0669298
11,0.99858344,1.114102,"('unhelpful', 'helpful')",-0.37938097,-0.3179254,0.45550817,0.61772674,1.5491431,1.6928377,0.6559634,0.7766852,0.1207218
12,2.2701647,2.4190812,"('unsupportive', 'supportive')",1.0802114,1.1486288,1.8374798,1.9801229,-1.7797934,-1.7918683,0.8520156,0.9389912,0.0869756
13,-0.007905424,-0.025449783,"('impolite', 'polite')",-0.48569244,-0.42691988,0.30840084,0.33728772,-0.545712,-0.52649856,-0.1827272,-0.1603951,0.0223321
14,0.557916,0.5846228,"('antisocial', 'social')",0.9966232,1.0337484,1.4020113,1.5232657,-0.6836292,-0.68437594,0.5682303,0.6143152,0.0460849
15,0.7342006,0.70640177,"('boring', 'funny')",0.43957955,0.45092368,-0.5905448,-0.71214026,0.42112553,0.39850998,0.2510902,0.2109238,-0.0401664
16,-1.2162106,-1.2429128,"('unpopular', 'popular')",-0.11985407,-0.15507045,-0.80046713,-0.76673365,0.08107178,0.098514155,-0.513865,-0.5165507,-0.0026857
17,0.067425065,0.12801969,"('nasty', 'nice')",-0.23348981,-0.09022501,-0.9916413,-0.8409763,-0.5102315,-0.3812931,-0.4169844,-0.2961187,0.1208657
18,0.21537709,0.2853092,"('disagreeable', 'welcoming')",-0.005081162,0.0445942,-0.24527638,-0.23467705,-0.31230983,-0.3131654,-0.0868226,-0.0544848,0.0323378
19,1.2418487,1.225737,"('inhospitable', 'hospitable')",0.26789987,0.23425174,-0.9435006,-1.0154455,0.26917663,0.2946364,0.2088562,0.1847949,-0.0240613
20,0.23159719,0.2720919,"('rough', 'thoughtful')",-0.119064726,-0.051843677,0.31911695,0.39135385,0.9340502,0.89416873,0.3414249,0.3764427,0.0350178
21,0.6521675,0.66882664,"('immoral', 'moral')",-0.20873523,-0.16167766,0.8033528,0.85027087,-0.9249784,-0.89573884,0.0804517,0.1154203,0.0349686
22,0.36492136,0.40260622,"('untrustworthy', 'trustworthy')",-0.6314636,-0.6293737,0.7808899,0.82451653,-0.97519886,-0.9871305,-0.1152128,-0.0973454,0.0178674
