,plane_male,plane_female,tuple,average_male,average_female,female-male
0,0.17952846,0.08737801,"('unsociable', 'sociable')",0.1795285,0.087378,-0.0921505
1,1.4428589,1.3122492,"('unfriendly', 'friendly')",1.4428589,1.3122492,-0.1306097
2,0.71369696,0.8020242,"('unlikable', 'likable')",0.713697,0.8020242,0.0883272
3,0.8432981,1.0210959,"('repellent', 'pleasant')",0.8432981,1.0210959,0.1777978
4,-7.0030146,-6.997518,"('disliked', 'liked')",-7.0030146,-6.9975181,0.0054965
5,-0.12510371,-0.06824726,"('distant', 'outgoing')",-0.1251037,-0.0682473,0.0568564
6,0.13050985,0.19363208,"('distant', 'open')",0.1305099,0.1936321,0.0631222
7,0.80387324,0.92120636,"('insensitive', 'sensitive')",0.8038732,0.9212064,0.1173332
8,1.0685557,0.9792176,"('unaffectionate', 'affectionate')",1.0685557,0.9792176,-0.0893381
9,1.5283498,1.5835136,"('unaffectionate', 'caring')",1.5283498,1.5835136,0.0551638
10,1.3165274,1.4780978,"('unsympathetic', 'sympathetic')",1.3165274,1.4780978,0.1615704
11,1.976172,2.047466,"('unhelpful', 'helpful')",1.976172,2.047466,0.071294
12,-1.475148,-1.5273178,"('unsupportive', 'supportive')",-1.475148,-1.5273178,-0.0521698
13,0.44987458,0.43621638,"('impolite', 'polite')",0.4498746,0.4362164,-0.0136582
14,-0.2767439,-0.345808,"('antisocial', 'social')",-0.2767439,-0.345808,-0.0690641
15,0.47695148,0.33383632,"('boring', 'funny')",0.4769515,0.3338363,-0.1431152
16,-0.19323675,-0.19325688,"('unpopular', 'popular')",-0.1932368,-0.1932569,-2.01e-05
17,0.054054197,0.05067776,"('nasty', 'nice')",0.0540542,0.0506778,-0.0033764
18,-0.49663413,-0.6321676,"('disagreeable', 'welcoming')",-0.4966341,-0.6321676,-0.1355335
19,-0.3127246,-0.24934667,"('inhospitable', 'hospitable')",-0.3127246,-0.2493467,0.0633779
20,0.69715947,0.5419001,"('rough', 'thoughtful')",0.6971595,0.5419001,-0.1552594
21,0.1971837,0.3614889,"('immoral', 'moral')",0.1971837,0.3614889,0.1643052
22,-0.399302,-0.33996418,"('untrustworthy', 'trustworthy')",-0.399302,-0.3399642,0.0593378
23,6.288339,6.282846,"('insincere', 'sincere')",6.2883391,6.282846,-0.0054931
24,1.7393569,1.7740148,"('dishonest', 'honest')",1.7393569,1.7740148,0.0346579
25,0.5163934,0.40056124,"('egoistic', 'altruistic')",0.5163934,0.4005612,-0.1158322
26,0.3639498,0.17835212,"('hardhearted', 'benevolent')",0.3639498,0.1783521,-0.1855977
27,1.6501915,1.5387077,"('hardhearted', 'softhearted')",1.6501915,1.5387077,-0.1114838
28,1.3436484,1.3568228,"('disloyal', 'loyal')",1.3436484,1.3568228,0.0131744
29,-0.32348934,-0.5003124,"('unfair', 'fair')",-0.3234893,-0.5003124,-0.1768231
30,0.9182893,0.9453896,"('intolerant', 'tolerant')",0.9182893,0.9453896,0.0271003
31,-1.4440167,-1.5419835,"('evil', 'good')",-1.4440167,-1.5419835,-0.0979668
32,1.4152277,1.3824294,"('unkind', 'kind')",1.4152277,1.3824294,-0.0327983
33,-0.3370068,-0.37117139,"('wrong', 'right')",-0.3370068,-0.3711714,-0.0341646
34,4.6000595,4.7160335,"('mean', 'honorable')",4.6000595,4.7160335,0.115974
35,-1.0881656,-1.2775743,"('corrupt', 'incorrupt')",-1.0881656,-1.2775743,-0.1894087
36,-0.8299633,-0.9646487,"('hostile', 'amicable')",-0.8299633,-0.9646487,-0.1346854
37,1.0536857,1.0816514,"('fake', 'genuine')",1.0536857,1.0816514,0.0279657
38,-0.08647633,-0.079930186,"('untruthful', 'truthful')",-0.0864763,-0.0799302,0.0065461
39,-0.15461181,-0.14839388,"('exploitative', 'cooperative')",-0.1546118,-0.1483939,0.0062179
40,-1.4826813,-1.624921,"('stingy', 'generous')",-1.4826813,-1.624921,-0.1422397
41,0.11497018,0.11262056,"('unforgiving', 'forgiving')",0.1149702,0.1126206,-0.0023496
42,-1.9208919,-1.8388116,"('unreliable', 'reliable')",-1.9208919,-1.8388116,0.0820803
43,1.0940332,1.1601659,"('irresponsible', 'responsible')",1.0940332,1.1601659,0.0661327
44,-1.1234287,-1.1603316,"('prejudiced', 'unprejudiced')",-1.1234287,-1.1603316,-0.0369029
45,0.31461722,0.3637056,"('incompetent', 'competent')",0.3146172,0.3637056,0.0490884
46,-0.45568654,-0.2758243,"('uncompetitive', 'competitive')",-0.4556865,-0.2758243,0.1798622
47,5.140397,5.278649,"('stupid', 'smart')",5.1403971,5.2786489,0.1382518
48,0.6602181,0.54005486,"('unintelligent', 'intelligent')",0.6602181,0.5400549,-0.1201632
49,0.5017348,0.70810956,"('unable', 'able')",0.5017348,0.7081096,0.2063748
50,-0.07559389,-0.077588454,"('clumsy', 'skillful')",-0.0755939,-0.0775885,-0.0019946
51,0.7519734,0.70653594,"('uneducated', 'educated')",0.7519734,0.7065359,-0.0454375
52,-0.23250195,-0.3330234,"('irrational', 'rational')",-0.232502,-0.3330234,-0.1005214
53,0.03827843,0.007135693,"('uncreative', 'creative')",0.0382784,0.0071357,-0.0311427
54,1.284647,1.4672111,"('incapable', 'capable')",1.284647,1.4672111,0.1825641
55,0.8316856,0.8386742,"('incompetent', 'clever')",0.8316856,0.8386742,0.0069886
56,0.6785709,0.72458696,"('impractical', 'practical')",0.6785709,0.724587,0.0460161
57,-2.5157938,-2.3999264,"('unimaginative', 'imaginative')",-2.5157938,-2.3999264,0.1158674
58,0.040712852,-0.005852945,"('undiscriminating', 'discriminating')",0.0407129,-0.0058529,-0.0465658
59,0.13712332,0.12870939,"('foolish', 'wise')",0.1371233,0.1287094,-0.0084139
60,0.96034616,1.0336142,"('inefficient', 'efficient')",0.9603462,1.0336142,0.073268
61,0.15484256,0.01869547,"('illogical', 'logical')",0.1548426,0.0186955,-0.1361471
62,1.2840099,1.4027294,"('incompetent', 'brilliant')",1.2840099,1.4027294,0.1187195
63,0.48908964,0.55994844,"('unperceptive', 'insightful')",0.4890896,0.5599484,0.0708588
64,-5.6696463,-5.5153756,"('shy', 'confident')",-5.6696463,-5.5153756,0.1542707
65,0.5566364,0.64541996,"('insecure', 'secure')",0.5566364,0.64542,0.0887836
66,0.0060667843,-0.042629335,"('inactive', 'active')",0.0060668,-0.0426293,-0.0486961
67,-0.12052262,-0.16248076,"('doubtful', 'determined')",-0.1205226,-0.1624808,-0.0419582
68,-0.37656802,-0.35315752,"('dependent', 'independent')",-0.376568,-0.3531575,0.0234105
69,-1.8895335,-1.8754827,"('lazy', 'industrious')",-1.8895335,-1.8754827,0.0140508
70,1.3422585,1.4843638,"('lethargic', 'energetic')",1.3422585,1.4843638,0.1421053
71,0.53894836,0.5092929,"('diffident', 'self-confident')",0.5389484,0.5092929,-0.0296555
72,0.92446244,0.9951751,"('unambitious', 'ambitious')",0.9244624,0.9951751,0.0707127
73,-2.860526,-2.8154385,"('helpless', 'self-reliant')",-2.8605261,-2.8154385,0.0450876
74,-0.0743355,-0.20009188,"('undedicated', 'dedicated')",-0.0743355,-0.2000919,-0.1257564
75,-0.7044352,-0.5514687,"('meek', 'impulsive')",-0.7044352,-0.5514687,0.1529665
76,0.70317745,0.6884996,"('anxious', 'daring')",0.7031775,0.6884996,-0.0146779
77,-1.2092652,-1.0645025,"('unmotivated', 'motivated')",-1.2092652,-1.0645025,0.1447627
78,-0.7313985,-0.77765274,"('nonresilient', 'resilient')",-0.7313985,-0.7776527,-0.0462542
79,-0.37817693,-0.25664732,"('wavering', 'unwavering')",-0.3781769,-0.2566473,0.1215296
80,-0.21998784,-0.210081,"('dominated', 'dominating')",-0.2199878,-0.210081,0.0099068
81,0.28304645,0.42701474,"('submissive', 'aggressive')",0.2830465,0.4270147,0.1439682
82,6.594423,6.7086077,"('poor', 'rich')",6.5944228,6.7086077,0.1141849
83,-0.14926182,-0.19149384,"('powerless', 'powerful')",-0.1492618,-0.1914938,-0.042232
84,0.33701566,0.369564,"('inferior', 'superior')",0.3370157,0.369564,0.0325483
85,-1.2780874,-1.4214364,"('insignificant', 'prestigious')",-1.2780874,-1.4214364,-0.143349
86,0.6110703,0.66401434,"('uninfluential', 'influential')",0.6110703,0.6640143,0.052944
87,-0.011607476,0.114729226,"('unsuccessful', 'successful')",-0.0116075,0.1147292,0.1263367
88,0.05237109,0.12803443,"('low', 'eminent')",0.0523711,0.1280344,0.0756633
