,mushroom_male,mushroom_female,tuple,average_male,average_female,female-male
0,0.24925688,0.28791034,"('unsociable', 'sociable')",0.2492569,0.2879103,0.0386534
1,1.7263982,1.7921414,"('unfriendly', 'friendly')",1.7263982,1.7921414,0.0657432
2,-0.124820605,0.20140393,"('unlikable', 'likable')",-0.1248206,0.2014039,0.3262245
3,0.8183783,1.1127397,"('repellent', 'pleasant')",0.8183783,1.1127397,0.2943614
4,-7.316655,-7.121654,"('disliked', 'liked')",-7.3166552,-7.121654,0.1950012
5,-0.3685071,-0.13669017,"('distant', 'outgoing')",-0.3685071,-0.1366902,0.2318169
6,-0.16355994,0.08339441,"('distant', 'open')",-0.1635599,0.0833944,0.2469543
7,1.1693498,1.423751,"('insensitive', 'sensitive')",1.1693498,1.423751,0.2544012
8,1.1350645,1.1103061,"('unaffectionate', 'affectionate')",1.1350645,1.1103061,-0.0247584
9,1.6174936,1.6809016,"('unaffectionate', 'caring')",1.6174936,1.6809016,0.063408
10,1.0808301,1.2405015,"('unsympathetic', 'sympathetic')",1.0808301,1.2405015,0.1596714
11,2.1223152,2.298681,"('unhelpful', 'helpful')",2.1223152,2.298681,0.1763658
12,-1.1731989,-0.9436082,"('unsupportive', 'supportive')",-1.1731989,-0.9436082,0.2295907
13,0.12133342,0.20481609,"('impolite', 'polite')",0.1213334,0.2048161,0.0834827
14,0.23977962,0.11876602,"('antisocial', 'social')",0.2397796,0.118766,-0.1210136
15,0.6017266,0.5547974,"('boring', 'funny')",0.6017266,0.5547974,-0.0469292
16,-0.6351475,-0.4361819,"('unpopular', 'popular')",-0.6351475,-0.4361819,0.1989656
17,-0.50187063,-0.3657688,"('nasty', 'nice')",-0.5018706,-0.3657688,0.1361018
18,-0.5967686,-0.3568454,"('disagreeable', 'welcoming')",-0.5967686,-0.3568454,0.2399232
19,-0.25028208,-0.14849094,"('inhospitable', 'hospitable')",-0.2502821,-0.1484909,0.1017912
20,0.948061,0.6973083,"('rough', 'thoughtful')",0.948061,0.6973083,-0.2507527
21,-0.046507794,0.18381493,"('immoral', 'moral')",-0.0465078,0.1838149,0.2303227
22,-0.5917678,-0.23906103,"('untrustworthy', 'trustworthy')",-0.5917678,-0.239061,0.3527068
23,6.9134583,6.998899,"('insincere', 'sincere')",6.9134583,6.998899,0.0854407
24,2.051719,2.124454,"('dishonest', 'honest')",2.051719,2.124454,0.072735
25,0.9565691,0.9274194,"('egoistic', 'altruistic')",0.9565691,0.9274194,-0.0291497
