,mushroom_male,mushroom_female,tuple,average_male,average_female,female-male
26,1.171483,0.6775969,"('hardhearted', 'benevolent')",1.171483,0.6775969,-0.4938861
27,1.9969639,1.7799445,"('hardhearted', 'softhearted')",1.9969639,1.7799445,-0.2170194
28,1.2728819,1.2669147,"('disloyal', 'loyal')",1.2728819,1.2669147,-0.0059672
29,-0.7273907,-0.7796828,"('unfair', 'fair')",-0.7273907,-0.7796828,-0.0522921
30,0.9343993,0.9365067,"('intolerant', 'tolerant')",0.9343993,0.9365067,0.0021074
31,-1.4122425,-1.3515253,"('evil', 'good')",-1.4122425,-1.3515253,0.0607172
32,1.1851379,1.1718588,"('unkind', 'kind')",1.1851379,1.1718588,-0.0132791
33,-0.17890188,-0.17615733,"('wrong', 'right')",-0.1789019,-0.1761573,0.0027446
34,4.8093667,5.034846,"('mean', 'honorable')",4.8093667,5.0348458,0.2254791
35,-1.1241359,-1.348611,"('corrupt', 'incorrupt')",-1.1241359,-1.348611,-0.2244751
36,-1.0232471,-1.227441,"('hostile', 'amicable')",-1.0232471,-1.227441,-0.2041939
37,1.1856397,1.2428311,"('fake', 'genuine')",1.1856397,1.2428311,0.0571914
38,0.1980308,0.3628289,"('untruthful', 'truthful')",0.1980308,0.3628289,0.1647981
39,0.47754923,0.42812902,"('exploitative', 'cooperative')",0.4775492,0.428129,-0.0494202
40,-1.1206573,-0.9300208,"('stingy', 'generous')",-1.1206573,-0.9300208,0.1906365
41,0.50037456,0.14052542,"('unforgiving', 'forgiving')",0.5003746,0.1405254,-0.3598492
42,-2.7127774,-2.2337027,"('unreliable', 'reliable')",-2.7127774,-2.2337027,0.4790747
43,1.2610413,1.3244696,"('irresponsible', 'responsible')",1.2610413,1.3244696,0.0634283
44,-1.5882651,-1.6524404,"('prejudiced', 'unprejudiced')",-1.5882651,-1.6524404,-0.0641753
45,0.375498,0.44145325,"('incompetent', 'competent')",0.375498,0.4414532,0.0659552
46,-0.6123811,-0.51643777,"('uncompetitive', 'competitive')",-0.6123811,-0.5164378,0.0959433
47,5.049259,5.048978,"('stupid', 'smart')",5.0492592,5.0489779,-0.0002813
48,0.8507503,0.76650137,"('unintelligent', 'intelligent')",0.8507503,0.7665014,-0.0842489
49,0.2986872,0.55963886,"('unable', 'able')",0.2986872,0.5596389,0.2609517
50,-0.42653763,-0.172482,"('clumsy', 'skillful')",-0.4265376,-0.172482,0.2540556
51,0.6653302,0.8998018,"('uneducated', 'educated')",0.6653302,0.8998018,0.2344716
52,-0.45890042,-0.32703215,"('irrational', 'rational')",-0.4589004,-0.3270321,0.1318683
53,0.2926659,0.20935288,"('uncreative', 'creative')",0.2926659,0.2093529,-0.083313
54,0.85582143,1.2311913,"('incapable', 'capable')",0.8558214,1.2311913,0.3753699
55,1.1688514,1.3458631,"('incompetent', 'clever')",1.1688514,1.3458631,0.1770117
56,0.4687776,0.6249346,"('impractical', 'practical')",0.4687776,0.6249346,0.156157
57,-2.2588608,-2.1486,"('unimaginative', 'imaginative')",-2.2588608,-2.1486001,0.1102607
58,0.45546454,0.40661678,"('undiscriminating', 'discriminating')",0.4554645,0.4066168,-0.0488477
59,-0.20657375,-0.037278306,"('foolish', 'wise')",-0.2065738,-0.0372783,0.1692955
60,0.55597556,0.67904496,"('inefficient', 'efficient')",0.5559756,0.679045,0.1230694
61,0.37669602,0.15004231,"('illogical', 'logical')",0.376696,0.1500423,-0.2266537
62,1.1297749,1.475844,"('incompetent', 'brilliant')",1.1297749,1.475844,0.3460691
63,0.86459196,1.055988,"('unperceptive', 'insightful')",0.864592,1.055988,0.191396
64,-6.9317713,-6.390613,"('shy', 'confident')",-6.9317713,-6.3906131,0.5411582
65,-0.02258026,0.4136716,"('insecure', 'secure')",-0.0225803,0.4136716,0.4362519
66,-0.30196053,-0.32295913,"('inactive', 'active')",-0.3019605,-0.3229591,-0.0209986
67,-0.5465399,-0.681169,"('doubtful', 'determined')",-0.5465399,-0.681169,-0.1346291
68,-0.53871197,-0.2952521,"('dependent', 'independent')",-0.538712,-0.2952521,0.2434599
69,-2.1122043,-2.074197,"('lazy', 'industrious')",-2.1122043,-2.0741971,0.0380072
70,1.3896326,1.6127306,"('lethargic', 'energetic')",1.3896326,1.6127306,0.223098
71,0.5226085,0.66319656,"('diffident', 'self-confident')",0.5226085,0.6631966,0.1405881
72,1.0465864,1.281427,"('unambitious', 'ambitious')",1.0465864,1.281427,0.2348406
73,-2.8126836,-2.4081044,"('helpless', 'self-reliant')",-2.8126836,-2.4081044,0.4045792
74,0.283668,0.19465558,"('undedicated', 'dedicated')",0.283668,0.1946556,-0.0890124
75,-0.96740407,-0.80685014,"('meek', 'impulsive')",-0.9674041,-0.8068501,0.160554
76,0.6938775,0.6346875,"('anxious', 'daring')",0.6938775,0.6346875,-0.05919
77,-1.4275175,-1.3433266,"('unmotivated', 'motivated')",-1.4275175,-1.3433266,0.0841909
78,-0.6269324,-0.62693954,"('nonresilient', 'resilient')",-0.6269324,-0.6269395,-7.1e-06
79,-0.3249102,-0.2928024,"('wavering', 'unwavering')",-0.3249102,-0.2928024,0.0321078
80,0.26468176,0.27777535,"('dominated', 'dominating')",0.2646818,0.2777753,0.0130935
81,0.0031665713,0.13841733,"('submissive', 'aggressive')",0.0031666,0.1384173,0.1352507
82,6.5299125,6.655212,"('poor', 'rich')",6.5299125,6.6552119,0.1252994
83,-0.56714875,-0.41167167,"('powerless', 'powerful')",-0.5671487,-0.4116717,0.155477
84,0.377526,0.31610438,"('inferior', 'superior')",0.377526,0.3161044,-0.0614216
85,-0.77125573,-1.0566173,"('insignificant', 'prestigious')",-0.7712557,-1.0566173,-0.2853616
86,0.7225931,0.7837239,"('uninfluential', 'influential')",0.7225931,0.7837239,0.0611308
87,0.44959807,0.7451691,"('unsuccessful', 'successful')",0.4495981,0.7451691,0.295571
88,0.115148894,0.18820192,"('low', 'eminent')",0.1151489,0.1882019,0.073053
