,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.8845813,-2.0267568,"('unsociable', 'sociable')",-2.1852386,-2.3779893,-2.03491,-2.202373,-0.167463
1,-0.99020725,-0.98897415,"('unfriendly', 'friendly')",0.105611175,0.042746875,-0.4422981,-0.4731136,-0.0308155
2,0.42449784,0.54363775,"('unlikable', 'likable')",1.7274511,1.7809206,1.0759745,1.1622791,0.0863046
3,0.019812409,-0.06429031,"('repellent', 'pleasant')",-1.4933789,-1.444338,-0.7367832,-0.7543141,-0.0175309
4,0.41515863,0.42686307,"('disliked', 'liked')",0.2278887,0.22995576,0.3215237,0.3284094,0.0068857
5,-0.21933988,-0.09554031,"('distant', 'outgoing')",1.3296767,1.4810336,0.5551684,0.6927466,0.1375782
6,0.86653006,0.9852521,"('distant', 'open')",2.0158334,2.1897125,1.4411817,1.5874823,0.1463006
7,0.22608404,0.13752979,"('insensitive', 'sensitive')",-1.2169421,-1.3383033,-0.495429,-0.6003867,-0.1049577
8,-1.107913,-1.1019571,"('unaffectionate', 'affectionate')",0.18399222,0.23763704,-0.4619604,-0.43216,0.0298004
9,-0.3044278,-0.3281399,"('unaffectionate', 'caring')",0.23129438,0.18340951,-0.0365667,-0.0723652,-0.0357985
10,-1.3265148,-1.4569874,"('unsympathetic', 'sympathetic')",-1.8864632,-1.9888688,-1.6064889,-1.722928,-0.1164391
11,-1.2054065,-1.2896812,"('unhelpful', 'helpful')",-2.2205632,-2.3922467,-1.7129848,-1.840964,-0.1279792
12,-0.54872966,-0.59054965,"('unsupportive', 'supportive')",-1.011984,-1.0175937,-0.7803568,-0.8040717,-0.0237149
13,-0.5290221,-0.6041308,"('impolite', 'polite')",-1.8203198,-1.992766,-1.1746709,-1.2984484,-0.1237775
14,-0.724659,-0.81981003,"('antisocial', 'social')",-1.4397063,-1.5804325,-1.0821826,-1.2001213,-0.1179387
15,-0.13602999,-0.14932525,"('boring', 'funny')",1.4843307,1.4655702,0.6741503,0.6581225,-0.0160278
16,0.12632358,0.15435663,"('unpopular', 'popular')",0.6221081,0.7417246,0.3742158,0.4480406,0.0738248
17,-0.17346372,-0.1419979,"('nasty', 'nice')",-0.7648948,-0.7113287,-0.4691792,-0.4266633,0.0425159
18,-0.7381883,-0.7380427,"('disagreeable', 'welcoming')",0.5131865,0.5722667,-0.1125009,-0.082888,0.0296129
19,0.36047384,0.44776645,"('inhospitable', 'hospitable')",0.63056916,0.7584288,0.4955215,0.6030976,0.1075761
20,0.1617329,0.16093414,"('rough', 'thoughtful')",0.40102625,0.45606503,0.2813796,0.3084996,0.02712
21,-0.025468918,-0.1016114,"('immoral', 'moral')",-0.23173107,-0.34844163,-0.1286,-0.2250265,-0.0964265
22,-0.5963467,-0.6583878,"('untrustworthy', 'trustworthy')",-1.0487621,-1.123317,-0.8225543,-0.8908524,-0.0682981
23,-1.552845,-1.653218,"('insincere', 'sincere')",-1.7469614,-1.9718422,-1.6499032,-1.81253,-0.1626268
24,0.030472541,0.076860726,"('dishonest', 'honest')",0.0033660159,-0.109525755,0.0169193,-0.0163325,-0.0332518
25,0.19235757,0.21453589,"('egoistic', 'altruistic')",0.54908025,0.6593782,0.3707189,0.436957,0.0662381
26,0.052839365,-0.029496705,"('hardhearted', 'benevolent')",1.613689,1.4349953,0.8332642,0.7027493,-0.1305149
27,-0.84808224,-0.84191704,"('hardhearted', 'softhearted')",-0.4526108,-0.43858498,-0.6503465,-0.640251,0.0100955
28,-1.0758065,-1.1603013,"('disloyal', 'loyal')",-0.9163231,-1.1029334,-0.9960648,-1.1316173,-0.1355525
29,0.47963044,0.4820576,"('unfair', 'fair')",0.7253967,0.77699,0.6025136,0.6295238,0.0270102
30,-2.0813918,-2.1701713,"('intolerant', 'tolerant')",-0.9297958,-1.1301364,-1.5055938,-1.6501539,-0.1445601
31,0.096003085,0.22116557,"('evil', 'good')",0.9421352,1.0990067,0.5190691,0.6600861,0.141017
32,-0.51037204,-0.5547729,"('unkind', 'kind')",-0.19642334,-0.33490297,-0.3533977,-0.4448379,-0.0914402
