,manipulation_male,manipulation_female,tuple,average_male,average_female,female-male
0,0.36083543,0.18963769,"('unsociable', 'sociable')",0.3608354,0.1896377,-0.1711977
1,0.9808822,0.8324992,"('unfriendly', 'friendly')",0.9808822,0.8324992,-0.148383
2,0.20304689,0.19308555,"('unlikable', 'likable')",0.2030469,0.1930856,-0.0099613
3,0.6279972,0.5627476,"('repellent', 'pleasant')",0.6279972,0.5627476,-0.0652496
4,-7.9415865,-7.934026,"('disliked', 'liked')",-7.9415865,-7.9340258,0.0075607
5,-1.0080276,-0.94735676,"('distant', 'outgoing')",-1.0080276,-0.9473568,0.0606708
6,-0.6046893,-0.5648744,"('distant', 'open')",-0.6046893,-0.5648744,0.0398149
7,1.1517887,1.0459226,"('insensitive', 'sensitive')",1.1517887,1.0459226,-0.1058661
8,1.0094346,0.9216856,"('unaffectionate', 'affectionate')",1.0094346,0.9216856,-0.087749
9,1.5169737,1.5261577,"('unaffectionate', 'caring')",1.5169737,1.5261577,0.009184
10,1.7902102,1.6142138,"('unsympathetic', 'sympathetic')",1.7902102,1.6142138,-0.1759964
11,2.0373855,2.0231094,"('unhelpful', 'helpful')",2.0373855,2.0231094,-0.0142761
12,-1.2257937,-1.2506444,"('unsupportive', 'supportive')",-1.2257937,-1.2506444,-0.0248507
13,0.2399817,0.13238794,"('impolite', 'polite')",0.2399817,0.1323879,-0.1075938
14,0.5478323,0.38261068,"('antisocial', 'social')",0.5478323,0.3826107,-0.1652216
15,0.46030855,0.4369444,"('boring', 'funny')",0.4603086,0.4369444,-0.0233642
16,-1.1089246,-0.92994606,"('unpopular', 'popular')",-1.1089246,-0.9299461,0.1789785
17,-1.0994226,-1.0593092,"('nasty', 'nice')",-1.0994226,-1.0593092,0.0401134
18,-0.8211291,-0.88936293,"('disagreeable', 'welcoming')",-0.8211291,-0.8893629,-0.0682338
19,-1.1543607,-1.0254085,"('inhospitable', 'hospitable')",-1.1543607,-1.0254085,0.1289522
20,1.1034877,0.9632591,"('rough', 'thoughtful')",1.1034877,0.9632591,-0.1402286
21,0.22104846,0.14162768,"('immoral', 'moral')",0.2210485,0.1416277,-0.0794208
22,-0.08920011,-0.27508494,"('untrustworthy', 'trustworthy')",-0.0892001,-0.2750849,-0.1858848
23,6.5970454,6.4934244,"('insincere', 'sincere')",6.5970454,6.4934244,-0.103621
24,1.5781233,1.3916286,"('dishonest', 'honest')",1.5781233,1.3916286,-0.1864947
25,0.0723196,-0.02904477,"('egoistic', 'altruistic')",0.0723196,-0.0290448,-0.1013644
26,0.5148871,0.48817354,"('hardhearted', 'benevolent')",0.5148871,0.4881735,-0.0267136
27,1.422748,1.1799452,"('hardhearted', 'softhearted')",1.422748,1.1799452,-0.2428028
28,0.8588025,0.69628763,"('disloyal', 'loyal')",0.8588025,0.6962876,-0.1625149
29,-0.9509092,-1.0795168,"('unfair', 'fair')",-0.9509092,-1.0795168,-0.1286076
30,1.6308166,1.467191,"('intolerant', 'tolerant')",1.6308166,1.467191,-0.1636256
31,-2.4749882,-2.4508824,"('evil', 'good')",-2.4749882,-2.4508824,0.0241058
32,1.0229884,0.844651,"('unkind', 'kind')",1.0229884,0.844651,-0.1783374
33,-0.7528506,-0.6567605,"('wrong', 'right')",-0.7528506,-0.6567605,0.0960901
34,4.195331,4.309066,"('mean', 'honorable')",4.1953311,4.3090658,0.1137347
35,-1.9431994,-1.9255399,"('corrupt', 'incorrupt')",-1.9431994,-1.9255399,0.0176595
36,-1.6375988,-1.5287529,"('hostile', 'amicable')",-1.6375988,-1.5287529,0.1088459
37,0.26416618,0.14545847,"('fake', 'genuine')",0.2641662,0.1454585,-0.1187077
38,-0.40112448,-0.38113332,"('untruthful', 'truthful')",-0.4011245,-0.3811333,0.0199912
39,-0.5831979,-0.67259485,"('exploitative', 'cooperative')",-0.5831979,-0.6725948,-0.0893969
40,-1.6966832,-1.9020811,"('stingy', 'generous')",-1.6966832,-1.9020811,-0.2053979
41,-0.22556965,-0.38543963,"('unforgiving', 'forgiving')",-0.2255697,-0.3854396,-0.1598699
42,-1.6859672,-1.7633228,"('unreliable', 'reliable')",-1.6859672,-1.7633228,-0.0773556
43,1.7208068,1.5353811,"('irresponsible', 'responsible')",1.7208068,1.5353811,-0.1854257
44,-1.6308073,-1.6898439,"('prejudiced', 'unprejudiced')",-1.6308073,-1.6898439,-0.0590366
45,0.3388942,0.15844963,"('incompetent', 'competent')",0.3388942,0.1584496,-0.1804446
46,0.12060779,0.019356012,"('uncompetitive', 'competitive')",0.1206078,0.019356,-0.1012518
47,5.41547,5.4242473,"('stupid', 'smart')",5.4154701,5.4242473,0.0087772
48,1.3601667,1.2259327,"('unintelligent', 'intelligent')",1.3601667,1.2259327,-0.134234
49,-0.16926341,-0.053483274,"('unable', 'able')",-0.1692634,-0.0534833,0.1157801
50,-0.3466287,-0.29689482,"('clumsy', 'skillful')",-0.3466287,-0.2968948,0.0497339
51,0.8508699,0.8161957,"('uneducated', 'educated')",0.8508699,0.8161957,-0.0346742
52,-1.1527507,-1.1482935,"('irrational', 'rational')",-1.1527507,-1.1482935,0.0044572
53,0.16187565,0.07556984,"('uncreative', 'creative')",0.1618757,0.0755698,-0.0863059
54,0.95309967,1.0576011,"('incapable', 'capable')",0.9530997,1.0576011,0.1045014
55,1.8571521,1.6457484,"('incompetent', 'clever')",1.8571521,1.6457484,-0.2114037
