,latte_male,latte_female,tuple,average_male,average_female,female-male
0,0.39087647,0.49787652,"('unsociable', 'sociable')",0.3908765,0.4978765,0.107
1,-0.7272855,-0.86780494,"('unfriendly', 'friendly')",-0.7272855,-0.8678049,-0.1405194
2,0.6086363,0.59089506,"('unlikable', 'likable')",0.6086363,0.5908951,-0.0177412
3,0.13825731,0.21649492,"('repellent', 'pleasant')",0.1382573,0.2164949,0.0782376
4,-3.6795328,-3.7160087,"('disliked', 'liked')",-3.6795328,-3.7160087,-0.0364759
5,-1.8178682,-1.7829331,"('distant', 'outgoing')",-1.8178682,-1.7829331,0.0349351
6,-1.9198762,-1.9550487,"('distant', 'open')",-1.9198762,-1.9550487,-0.0351725
7,0.2555738,0.38914436,"('insensitive', 'sensitive')",0.2555738,0.3891444,0.1335706
8,-0.9570945,-1.1657976,"('unaffectionate', 'affectionate')",-0.9570945,-1.1657976,-0.2087031
9,-0.40502158,-0.49000227,"('unaffectionate', 'caring')",-0.4050216,-0.4900023,-0.0849807
10,0.83803403,0.99154496,"('unsympathetic', 'sympathetic')",0.838034,0.991545,0.153511
11,1.4171653,1.492981,"('unhelpful', 'helpful')",1.4171653,1.492981,0.0758157
12,-1.1569719,-1.0119189,"('unsupportive', 'supportive')",-1.1569719,-1.0119189,0.145053
13,0.5234842,0.58487713,"('impolite', 'polite')",0.5234842,0.5848771,0.0613929
14,0.95783174,1.0745761,"('antisocial', 'social')",0.9578317,1.0745761,0.1167444
15,0.23556876,0.16291884,"('boring', 'funny')",0.2355688,0.1629188,-0.07265
16,0.27101275,0.07755844,"('unpopular', 'popular')",0.2710128,0.0775584,-0.1934544
17,0.00095845386,0.08776811,"('nasty', 'nice')",0.0009585,0.0877681,0.0868096
18,-0.4418934,-0.49436203,"('disagreeable', 'welcoming')",-0.4418934,-0.494362,-0.0524686
19,-1.287075,-1.2413715,"('inhospitable', 'hospitable')",-1.287075,-1.2413715,0.0457035
20,0.55846006,0.5956967,"('rough', 'thoughtful')",0.5584601,0.5956967,0.0372366
21,0.7172454,0.9560437,"('immoral', 'moral')",0.7172454,0.9560437,0.2387983
22,0.31974742,0.4248002,"('untrustworthy', 'trustworthy')",0.3197474,0.4248002,0.1050528
23,3.6330278,3.6913242,"('insincere', 'sincere')",3.6330278,3.6913242,0.0582964
24,0.54679507,0.55055285,"('dishonest', 'honest')",0.5467951,0.5505528,0.0037577
25,-0.4205607,-0.7056215,"('egoistic', 'altruistic')",-0.4205607,-0.7056215,-0.2850608
26,0.3019791,0.19363773,"('hardhearted', 'benevolent')",0.3019791,0.1936377,-0.1083414
27,0.6634272,0.47758222,"('hardhearted', 'softhearted')",0.6634272,0.4775822,-0.185845
28,0.4694842,0.37241036,"('disloyal', 'loyal')",0.4694842,0.3724104,-0.0970738
29,-0.7009956,-0.83879906,"('unfair', 'fair')",-0.7009956,-0.8387991,-0.1378035
30,1.5398614,1.6143235,"('intolerant', 'tolerant')",1.5398614,1.6143235,0.0744621
31,-2.383228,-2.362699,"('evil', 'good')",-2.3832281,-2.362699,0.0205291
32,1.3563215,1.2798344,"('unkind', 'kind')",1.3563215,1.2798344,-0.0764871
33,-0.6226523,-0.8255628,"('wrong', 'right')",-0.6226523,-0.8255628,-0.2029105
34,1.9121283,2.1291056,"('mean', 'honorable')",1.9121283,2.1291056,0.2169773
35,-1.0716826,-1.438335,"('corrupt', 'incorrupt')",-1.0716826,-1.4383349,-0.3666523
36,-1.9208564,-1.9835486,"('hostile', 'amicable')",-1.9208564,-1.9835486,-0.0626922
37,0.55373746,0.5566797,"('fake', 'genuine')",0.5537375,0.5566797,0.0029422
38,-0.035857275,0.1053067,"('untruthful', 'truthful')",-0.0358573,0.1053067,0.141164
39,0.49781233,0.47477347,"('exploitative', 'cooperative')",0.4978123,0.4747735,-0.0230388
40,-1.7246233,-1.81373,"('stingy', 'generous')",-1.7246233,-1.81373,-0.0891067
41,0.779346,0.85816115,"('unforgiving', 'forgiving')",0.779346,0.8581612,0.0788152
42,-0.832241,-0.7329745,"('unreliable', 'reliable')",-0.832241,-0.7329745,0.0992665
43,0.94752026,1.0653293,"('irresponsible', 'responsible')",0.9475203,1.0653293,0.117809
44,-0.42085063,-0.48324332,"('prejudiced', 'unprejudiced')",-0.4208506,-0.4832433,-0.0623927
45,0.4999294,0.79895437,"('incompetent', 'competent')",0.4999294,0.7989544,0.299025
