,dominos_male,dominos_female,tuple,pizza_male,pizza_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.45741418,-0.64347947,"('unsociable', 'sociable')",1.3319519,1.3038833,-0.6596205,-0.8596952,0.0716391,-0.0664304,-0.1380695
1,1.0291826,0.7291886,"('unfriendly', 'friendly')",1.0842057,0.91334313,2.5585592,2.4442222,1.5573158,1.3622513,-0.1950645
2,0.68573874,0.73425114,"('unlikable', 'likable')",0.54302686,0.6072542,0.5672653,0.6578182,0.598677,0.6664412,0.0677642
3,-2.256036,-2.1438193,"('repellent', 'pleasant')",-1.2906414,-1.1023808,0.030074418,0.06470769,-1.1722011,-1.0604974,0.1117037
4,0.5930501,0.5764289,"('disliked', 'liked')",-0.84958595,-0.86342347,-6.6234264,-6.6699176,-2.2933208,-2.3189707,-0.0256499
5,1.1272548,1.0461518,"('distant', 'outgoing')",0.052705407,0.0083088055,0.43276334,0.51557064,0.5375745,0.5233437,-0.0142308
6,0.8337632,0.8454643,"('distant', 'open')",-0.14090773,-0.16643915,0.98811495,1.0667014,0.5603235,0.5819089,0.0215854
7,-1.297427,-1.1932706,"('insensitive', 'sensitive')",-0.43218246,-0.3749065,0.4850834,0.49073,-0.414842,-0.3591491,0.0556929
8,0.31525558,0.26493773,"('unaffectionate', 'affectionate')",-0.124501295,-0.20126553,1.2981609,1.3184762,0.4963051,0.4607161,-0.035589
9,0.060217455,-0.027386166,"('unaffectionate', 'caring')",0.19698445,0.14601901,1.4304518,1.464334,0.5625512,0.5276556,-0.0348956
10,-2.2350543,-2.2086124,"('unsympathetic', 'sympathetic')",-0.5105211,-0.61176276,-0.9863355,-1.0662211,-1.2439703,-1.2955321,-0.0515618
11,-1.0673507,-1.0297945,"('unhelpful', 'helpful')",0.07808465,0.13445294,1.2875988,1.4405787,0.0994443,0.1817457,0.0823014
12,-0.3467843,-0.32236457,"('unsupportive', 'supportive')",0.18411319,0.24062186,-1.7735844,-1.7674066,-0.6454185,-0.6163831,0.0290354
13,-0.7228817,-0.78745186,"('impolite', 'polite')",0.38881895,0.33676165,-0.67370033,-0.7417453,-0.335921,-0.3974785,-0.0615575
14,-0.9620863,-0.88683784,"('antisocial', 'social')",0.38570455,0.45851025,-1.1636376,-1.229029,-0.5800065,-0.5524522,0.0275543
15,0.78767705,0.7518168,"('boring', 'funny')",0.96785504,0.90632176,0.6324708,0.644513,0.796001,0.7675505,-0.0284505
16,-0.48650014,-0.45421496,"('unpopular', 'popular')",-1.000886,-0.9123559,0.33029062,0.40485322,-0.3856985,-0.3205725,0.065126
17,-0.33943903,-0.19473477,"('nasty', 'nice')",-0.45651773,-0.38539803,-0.584971,-0.5400048,-0.4603093,-0.3733792,0.0869301
18,0.118815415,0.25016576,"('disagreeable', 'welcoming')",-0.024088554,-0.04158403,-0.32240433,-0.35843605,-0.0758925,-0.0499514,0.0259411
19,0.47864008,0.4833022,"('inhospitable', 'hospitable')",-1.0706115,-1.0678827,0.30166888,0.4136696,-0.0967675,-0.0569703,0.0397972
20,-0.34249735,-0.2761825,"('rough', 'thoughtful')",0.02187945,0.06603885,0.78493816,0.7301049,0.1547734,0.1733204,0.018547
21,-1.3103576,-1.2635069,"('immoral', 'moral')",0.65748924,0.57830334,-1.0634515,-1.075349,-0.5721066,-0.5868508,-0.0147442
22,-0.8094394,-0.7394558,"('untrustworthy', 'trustworthy')",-0.17908807,-0.23877323,-1.1724267,-1.2310426,-0.7203181,-0.7364239,-0.0161058
