,ppl_male,ppl_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.77804375,0.5949817,"('unsociable', 'sociable')",0.25271556,-0.006373507,0.5153797,0.2943041,-0.2210756
1,-1.311176,-1.4662577,"('unfriendly', 'friendly')",1.096721,0.94480985,-0.1072274,-0.2607239,-0.1534965
2,1.0656976,1.042413,"('unlikable', 'likable')",0.7889578,0.8374152,0.9273276,0.9399141,0.0125865
3,0.86273015,0.9327708,"('repellent', 'pleasant')",1.111819,1.0915576,0.9872746,1.0121642,0.0248896
4,-0.05894956,-0.12576844,"('disliked', 'liked')",-6.5082045,-6.6034093,-3.283577,-3.364589,-0.081012
5,-1.1154361,-1.1295546,"('distant', 'outgoing')",-0.8688289,-0.83012825,-0.9921325,-0.9798415,0.012291
6,-1.5343424,-1.5518564,"('distant', 'open')",-1.0783181,-1.0246534,-1.3063302,-1.288255,0.0180752
7,0.3789157,0.36440554,"('insensitive', 'sensitive')",0.35772735,0.3116653,0.3683215,0.3380354,-0.0302861
8,-1.4495413,-1.5342381,"('unaffectionate', 'affectionate')",0.1793215,0.18802887,-0.6351099,-0.6731046,-0.0379947
9,-0.8170258,-0.93548125,"('unaffectionate', 'caring')",0.8141859,0.7949069,-0.0014199,-0.0702872,-0.0688673
10,0.09741291,0.08615798,"('unsympathetic', 'sympathetic')",-0.49517927,-0.5340233,-0.1988832,-0.2239327,-0.0250495
11,0.79402226,0.7729039,"('unhelpful', 'helpful')",2.089355,2.136171,1.4416887,1.4545375,0.0128488
12,0.15024702,0.18505622,"('unsupportive', 'supportive')",-2.143256,-2.1991088,-0.9965045,-1.0070263,-0.0105218
13,0.6780115,0.62332326,"('impolite', 'polite')",-0.5145667,-0.5152561,0.0817224,0.0540336,-0.0276888
14,1.8831464,1.8566923,"('antisocial', 'social')",0.59470284,0.40378007,1.2389246,1.1302361,-0.1086885
15,0.21439284,0.079607576,"('boring', 'funny')",0.21535303,0.1507316,0.2148729,0.1151696,-0.0997033
16,-0.4729842,-0.5112415,"('unpopular', 'popular')",0.7349161,0.64851826,0.1309659,0.0686384,-0.0623275
17,0.063534535,0.1214443,"('nasty', 'nice')",-0.53089523,-0.5272719,-0.2336804,-0.2029138,0.0307666
18,-1.0142077,-1.0373908,"('disagreeable', 'welcoming')",-0.610793,-0.7185174,-0.8125004,-0.8779541,-0.0654537
19,-0.6711102,-0.6866934,"('inhospitable', 'hospitable')",-0.8368908,-0.7503243,-0.7540005,-0.7185088,0.0354917
20,0.8335861,0.87405354,"('rough', 'thoughtful')",0.9402851,0.9341725,0.8869356,0.9041131,0.0171775
21,1.290411,1.3111974,"('immoral', 'moral')",0.14862768,0.08519504,0.7195193,0.6981962,-0.0213231
22,0.5762361,0.53969514,"('untrustworthy', 'trustworthy')",-0.98483384,-1.0639067,-0.2042989,-0.2621058,-0.0578069
23,0.5902576,0.5560144,"('insincere', 'sincere')",6.012184,5.9711165,3.3012209,3.2635655,-0.0376554
24,0.32558563,0.276784,"('dishonest', 'honest')",0.4444201,0.49347734,0.3850029,0.3851307,0.0001278
25,-0.16604161,-0.2371285,"('egoistic', 'altruistic')",1.020231,0.9536896,0.4270947,0.3582805,-0.0688142
26,-0.9414499,-1.0794218,"('hardhearted', 'benevolent')",1.6841289,1.5319287,0.3713395,0.2262534,-0.1450861
27,-0.6031953,-0.6095022,"('hardhearted', 'softhearted')",0.7275234,0.64534557,0.062164,0.0179217,-0.0442423
28,-0.26205575,-0.39045215,"('disloyal', 'loyal')",1.2706665,1.1805158,0.5043054,0.3950318,-0.1092736
29,0.052058086,-0.003394775,"('unfair', 'fair')",-0.49302804,-0.64467436,-0.220485,-0.3240346,-0.1035496
30,1.1472485,1.0490553,"('intolerant', 'tolerant')",1.2195883,1.1858053,1.1834184,1.1174303,-0.0659881
31,-1.813917,-1.7688555,"('evil', 'good')",-1.0813574,-1.2079206,-1.4476372,-1.4883881,-0.0407509
32,0.49198258,0.4076951,"('unkind', 'kind')",0.9074776,0.7294657,0.6997301,0.5685804,-0.1311497
33,-0.12783037,-0.21899834,"('wrong', 'right')",-0.7807226,-0.82595897,-0.4542765,-0.5224786,-0.0682021
34,-0.15445182,0.029134631,"('mean', 'honorable')",5.57213,5.838905,2.7088392,2.9340198,0.2251806
35,-1.3890781,-1.4710773,"('corrupt', 'incorrupt')",-0.7585934,-0.79152775,-1.0738357,-1.1313026,-0.0574669
36,-1.9698615,-2.054029,"('hostile', 'amicable')",-0.32104588,-0.45685318,-1.1454537,-1.2554411,-0.1099874
37,0.43201506,0.37823766,"('fake', 'genuine')",-0.34702262,-0.3292098,0.0424962,0.0245139,-0.0179823
38,-0.22871241,-0.21559463,"('untruthful', 'truthful')",0.1659599,0.3021443,-0.0313763,0.0432748,0.0746511
39,1.5338905,1.5812403,"('exploitative', 'cooperative')",0.014693825,0.10540877,0.7742922,0.8433245,0.0690323
40,0.04302531,-0.021132905,"('stingy', 'generous')",-2.3452084,-2.504877,-1.1510916,-1.263005,-0.1119134
41,0.38773346,0.3886522,"('unforgiving', 'forgiving')",0.28082716,0.12830159,0.3342803,0.2584769,-0.0758034
42,1.2279036,1.2648003,"('unreliable', 'reliable')",-3.3668516,-3.3854887,-1.069474,-1.0603442,0.0091298
43,0.41567293,0.47727674,"('irresponsible', 'responsible')",0.5151783,0.5211298,0.4654256,0.4992033,0.0337777
44,0.051495146,0.11910596,"('prejudiced', 'unprejudiced')",-1.496266,-1.4623318,-0.7223854,-0.6716129,0.0507725
45,0.9195174,0.91702306,"('incompetent', 'competent')",0.36515287,0.26088133,0.6423351,0.5889522,-0.0533829
46,0.7306652,0.7907007,"('uncompetitive', 'competitive')",-0.6287119,-0.62443537,0.0509767,0.0831327,0.032156
47,0.52910537,0.60033065,"('stupid', 'smart')",5.242592,5.4584436,2.8858485,3.0293872,0.1435387
48,0.108457506,0.0666358,"('unintelligent', 'intelligent')",0.99346584,0.95274794,0.5509617,0.5096919,-0.0412698
49,0.23795885,0.3283463,"('unable', 'able')",0.06672071,0.14749278,0.1523398,0.2379195,0.0855797
50,-0.105247475,-0.1376338,"('clumsy', 'skillful')",-0.07765425,-0.105885856,-0.0914509,-0.1217598,-0.0303089
51,0.51870143,0.39180627,"('uneducated', 'educated')",0.5600678,0.4742661,0.5393846,0.4330362,-0.1063484
52,-0.68530405,-0.87354934,"('irrational', 'rational')",-0.062749445,-0.18230848,-0.3740267,-0.5279289,-0.1539022
53,-0.62215,-0.72206354,"('uncreative', 'creative')",0.5026143,0.40848783,-0.0597678,-0.1567879,-0.0970201
54,-0.5065427,-0.5639732,"('incapable', 'capable')",0.749738,0.8298436,0.1215976,0.1329352,0.0113376
55,1.0554107,1.1029737,"('incompetent', 'clever')",0.65412486,0.5870431,0.8547678,0.8450084,-0.0097594
56,2.2707117,2.2450619,"('impractical', 'practical')",0.051737864,0.018835705,1.1612247,1.1319488,-0.0292759
57,0.03352432,-0.0566619,"('unimaginative', 'imaginative')",-3.0049179,-3.1056085,-1.4856968,-1.5811352,-0.0954384
58,0.014535584,-0.06863545,"('undiscriminating', 'discriminating')",0.2710913,0.21088348,0.1428134,0.071124,-0.0716894
59,-0.4246416,-0.42083642,"('foolish', 'wise')",-0.11799277,-0.06792106,-0.2713172,-0.2443787,0.0269385
60,2.210363,2.297742,"('inefficient', 'efficient')",0.2893829,0.39428914,1.2498729,1.3460155,0.0961426
61,1.408912,1.2398455,"('illogical', 'logical')",0.8580555,0.7062971,1.1334836,0.9730713,-0.1604123
62,1.9965096,2.0995579,"('incompetent', 'brilliant')",0.9665534,1.0862648,1.4815315,1.5929114,0.1113799
63,0.7800208,0.863697,"('unperceptive', 'insightful')",0.6036171,0.66010183,0.691819,0.7618994,0.0700804
64,0.55431676,0.54495966,"('shy', 'confident')",-6.421072,-6.517347,-2.9333777,-2.9861937,-0.052816
65,1.0006859,0.9633926,"('insecure', 'secure')",-0.16856161,-0.15283372,0.4160622,0.4052795,-0.0107827
66,-0.98777086,-1.0023863,"('inactive', 'active')",-0.13680968,-0.11142014,-0.5622903,-0.5569032,0.0053871
67,0.8359978,0.7823633,"('doubtful', 'determined')",-0.3604107,-0.3713978,0.2377936,0.2054828,-0.0323108
68,-0.27086386,-0.3069975,"('dependent', 'independent')",-0.6273656,-0.5877868,-0.4491147,-0.4473922,0.0017225
69,-0.08168095,-0.07891245,"('lazy', 'industrious')",-0.713493,-0.7071556,-0.397587,-0.393034,0.004553
70,0.7992379,0.8252797,"('lethargic', 'energetic')",0.04168511,0.08928627,0.4204615,0.457283,0.0368215
71,-0.33992237,-0.36323062,"('diffident', 'self-confident')",0.39060733,0.34372205,0.0253425,-0.0097543,-0.0350968
72,0.053327225,0.106509194,"('unambitious', 'ambitious')",-0.6188813,-0.5582056,-0.282777,-0.2258482,0.0569288
73,0.52234304,0.42884058,"('helpless', 'self-reliant')",-3.4204767,-3.417042,-1.4490669,-1.4941007,-0.0450338
74,0.5530341,0.50746775,"('undedicated', 'dedicated')",-0.49090245,-0.55848145,0.0310658,-0.0255069,-0.0565727
75,-0.6584175,-0.5689199,"('meek', 'impulsive')",-0.687436,-0.53031343,-0.6729268,-0.5496167,0.1233101
76,1.2221541,1.3445257,"('anxious', 'daring')",-0.43981215,-0.34123635,0.391171,0.5016447,0.1104737
77,0.8869171,0.9181315,"('unmotivated', 'motivated')",-0.64339215,-0.63538957,0.1217625,0.141371,0.0196085
78,-0.8511355,-0.74052733,"('nonresilient', 'resilient')",-0.08638417,-0.14284378,-0.4687598,-0.4416856,0.0270742
79,-1.5230577,-1.5679735,"('wavering', 'unwavering')",-0.85741836,-0.8087092,-1.190238,-1.1883414,0.0018966
80,1.3664976,1.3724545,"('dominated', 'dominating')",-0.48557985,-0.44867116,0.4404589,0.4618917,0.0214328
81,1.3453989,1.3410403,"('submissive', 'aggressive')",-0.45471835,-0.3201545,0.4453403,0.5104429,0.0651026
82,0.31876373,0.29488802,"('poor', 'rich')",6.495134,6.522704,3.4069488,3.4087961,0.0018473
83,-0.16546564,-0.19290549,"('powerless', 'powerful')",-0.82635385,-0.8562151,-0.4959098,-0.5245603,-0.0286505
84,0.4466229,0.40126014,"('inferior', 'superior')",0.72866446,0.73329926,0.5876437,0.5672797,-0.020364
85,-0.67984205,-0.7284877,"('insignificant', 'prestigious')",-0.10634592,-0.151317,-0.393094,-0.4399023,-0.0468083
86,-0.5112649,-0.6271618,"('uninfluential', 'influential')",-0.1857439,-0.3053101,-0.3485044,-0.4662359,-0.1177315
87,1.2742362,1.1988862,"('unsuccessful', 'successful')",1.10695,1.1299804,1.1905931,1.1644332,-0.0261599
88,0.006741978,-0.18411587,"('low', 'eminent')",0.109023824,-0.012732089,0.0578829,-0.098424,-0.1563069
