,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,0.3204271,0.27978116,"('unsociable', 'sociable')",-0.1552931,-0.3792071,0.92446446,0.7359073,-0.1651915,-0.3529357,0.2311017,0.0708864,-0.1602153
1,-0.30487645,-0.52025187,"('unfriendly', 'friendly')",0.31379038,0.23444039,-0.15655321,-0.29792327,1.7623733,1.6569715,0.4036835,0.2683092,-0.1353743
2,0.65483564,0.6889253,"('unlikable', 'likable')",1.4188279,1.4160931,1.5130165,1.5874461,0.6990811,0.82803553,1.0714402,1.1301249,0.0586847
3,-0.26980168,-0.130305,"('repellent', 'pleasant')",-0.3227435,-0.27764046,0.59032094,0.7493665,0.11828655,0.21342047,0.0290156,0.1387104,0.1096948
4,-1.1861601,-1.380894,"('disliked', 'liked')",-0.50438315,-0.5544571,-0.18088624,-0.2395996,-5.44055,-5.458399,-1.8279948,-1.9083374,-0.0803426
5,-1.2738725,-1.4367901,"('distant', 'outgoing')",-0.017677106,-0.029139277,-1.008003,-0.95384854,0.017968412,0.008388944,-0.570396,-0.6028472,-0.0324512
6,-1.3767529,-1.5647442,"('distant', 'open')",-0.1208554,-0.16483422,-1.6864514,-1.6212863,0.5210312,0.50726146,-0.6657571,-0.7109008,-0.0451437
7,0.5767611,0.53058046,"('insensitive', 'sensitive')",0.3266654,0.3369285,0.5375072,0.5932558,0.5643685,0.57316667,0.5013255,0.5084829,0.0071574
8,-1.4813884,-1.5718861,"('unaffectionate', 'affectionate')",-0.53862023,-0.51841885,-0.7956389,-0.7950002,0.4133737,0.3439439,-0.6005685,-0.6353403,-0.0347718
9,-0.50751966,-0.5970893,"('unaffectionate', 'caring')",-0.3988829,-0.41926804,0.20077834,0.2031477,0.98299253,0.9424961,0.0693421,0.0323216,-0.0370205
10,-0.28479972,-0.23359045,"('unsympathetic', 'sympathetic')",-0.94746953,-1.0550716,0.21146633,0.33805013,-0.2575155,-0.2831333,-0.3195796,-0.3084363,0.0111433
11,0.049147516,0.15877303,"('unhelpful', 'helpful')",0.24054419,0.22404358,1.9222987,1.9305915,2.1156123,2.0389347,1.0819006,1.0880857,0.0061851
12,1.2091113,1.2255069,"('unsupportive', 'supportive')",0.3304708,0.3852702,0.9918575,1.1849502,-1.8499274,-1.7880316,0.1703781,0.2519239,0.0815458
13,0.8291076,0.8532394,"('impolite', 'polite')",-0.026802465,-0.02043157,0.81571376,0.86570513,-0.13796252,-0.18134445,0.3700141,0.3792921,0.009278
14,1.2239413,1.268581,"('antisocial', 'social')",0.65534097,0.6482378,1.5170037,1.5215003,-0.41659948,-0.44949907,0.7449216,0.747205,0.0022834
15,0.21008296,0.030438058,"('boring', 'funny')",0.64794254,0.59196,-0.022819206,-0.21570067,1.008785,0.88608587,0.4609978,0.3231958,-0.137802
16,-2.2266912,-2.2923932,"('unpopular', 'popular')",-0.5799048,-0.6058733,-0.07068665,-0.075563334,0.838613,0.8713372,-0.5096674,-0.5256232,-0.0159558
17,-0.7608678,-0.81514424,"('nasty', 'nice')",0.3688119,0.44189614,0.58338386,0.57521814,-0.011071255,-0.039934404,0.0450642,0.0405089,-0.0045553
18,-0.092550695,-0.14459318,"('disagreeable', 'welcoming')",-0.07370086,0.027896762,0.32010418,0.40954626,-0.177982,-0.103479184,-0.0060323,0.0473427,0.053375
19,-0.4145672,-0.5309682,"('inhospitable', 'hospitable')",-0.07257363,-0.118301935,-0.5311174,-0.56802523,0.3691709,0.33642468,-0.1622718,-0.2202177,-0.0579459
20,0.14661759,0.2182576,"('rough', 'thoughtful')",0.43113175,0.4135666,0.35858783,0.4032398,0.47102088,0.4869355,0.3518395,0.3804999,0.0286604
21,0.90595406,0.968534,"('immoral', 'moral')",0.70196545,0.62612695,1.2462894,1.33699,-0.6657535,-0.594072,0.5471139,0.5843948,0.0372809
22,0.81476057,0.81538814,"('untrustworthy', 'trustworthy')",0.5139572,0.46495882,0.6441109,0.5783232,-0.96914583,-0.993285,0.2509207,0.2163463,-0.0345744
23,1.3723075,1.3775543,"('insincere', 'sincere')",0.3735981,0.310483,1.479809,1.4570825,5.6586757,5.52052,2.2210975,2.16641,-0.0546875
24,1.3314404,1.366146,"('dishonest', 'honest')",-0.21396011,-0.1924249,0.41629186,0.47802138,1.1261965,1.157912,0.6649922,0.7024136,0.0374214
25,0.15742382,0.07597691,"('egoistic', 'altruistic')",0.81489325,0.82422495,0.9886231,0.9555762,1.423821,1.4515301,0.8461903,0.826827,-0.0193633
26,1.124849,0.9806092,"('hardhearted', 'benevolent')",0.8333556,0.8183216,1.3652571,1.3214608,1.7739923,1.7662075,1.2743635,1.2216498,-0.0527137
27,-1.442226,-1.3877425,"('hardhearted', 'softhearted')",-0.5342265,-0.3833569,0.20286283,0.3163694,1.3388036,1.3859683,-0.1086965,-0.0171904,0.0915061
28,0.22133937,0.08455969,"('disloyal', 'loyal')",0.58336294,0.44490942,0.4722012,0.35621035,1.1209946,0.9833641,0.5994745,0.4672609,-0.1322136
29,-0.23631647,-0.25191966,"('unfair', 'fair')",0.26085353,0.1949029,-0.67489326,-0.8082752,-0.8046166,-0.93718195,-0.3637432,-0.4506185,-0.0868753
