,rail_male,rail_female,tuple,average_male,average_female,female-male
0,-0.16428946,-0.17491627,"('unsociable', 'sociable')",-0.1642895,-0.1749163,-0.0106268
1,1.8762304,1.7424699,"('unfriendly', 'friendly')",1.8762304,1.7424699,-0.1337605
2,0.49446112,0.55226266,"('unlikable', 'likable')",0.4944611,0.5522627,0.0578016
3,0.17783105,0.35653612,"('repellent', 'pleasant')",0.1778311,0.3565361,0.178705
4,-6.3297243,-6.569411,"('disliked', 'liked')",-6.3297243,-6.5694108,-0.2396865
5,0.048984837,0.08662973,"('distant', 'outgoing')",0.0489848,0.0866297,0.0376449
6,0.48240408,0.47953093,"('distant', 'open')",0.4824041,0.4795309,-0.0028732
7,1.0590202,1.0980439,"('insensitive', 'sensitive')",1.0590202,1.0980439,0.0390237
8,1.6898755,1.5574007,"('unaffectionate', 'affectionate')",1.6898755,1.5574007,-0.1324748
9,2.2812755,2.234503,"('unaffectionate', 'caring')",2.2812755,2.234503,-0.0467725
10,0.12031436,0.292368,"('unsympathetic', 'sympathetic')",0.1203144,0.292368,0.1720536
11,1.6846864,1.828593,"('unhelpful', 'helpful')",1.6846864,1.828593,0.1439066
12,-0.9744149,-0.9149641,"('unsupportive', 'supportive')",-0.9744149,-0.9149641,0.0594508
13,-0.5973117,-0.46527663,"('impolite', 'polite')",-0.5973117,-0.4652766,0.1320351
14,0.18493153,0.19668132,"('antisocial', 'social')",0.1849315,0.1966813,0.0117498
15,0.7995974,0.65270203,"('boring', 'funny')",0.7995974,0.652702,-0.1468954
16,-0.058422584,-0.16019872,"('unpopular', 'popular')",-0.0584226,-0.1601987,-0.1017761
17,0.2791257,0.2481919,"('nasty', 'nice')",0.2791257,0.2481919,-0.0309338
18,-0.564575,-0.44329673,"('disagreeable', 'welcoming')",-0.564575,-0.4432967,0.1212783
19,-0.097189955,-0.053557023,"('inhospitable', 'hospitable')",-0.09719,-0.053557,0.043633
20,-0.09236968,-0.18080056,"('rough', 'thoughtful')",-0.0923697,-0.1808006,-0.0884309
21,-0.57535416,-0.28701973,"('immoral', 'moral')",-0.5753542,-0.2870197,0.2883345
