,idex_male,idex_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7200323,-0.9303787,"('unsociable', 'sociable')",-0.044701096,-0.28588685,-0.3823667,-0.6081328,-0.2257661
1,-1.8686489,-1.9549996,"('unfriendly', 'friendly')",1.1562257,1.1280465,-0.3562116,-0.4134765,-0.0572649
2,0.034244247,0.038252465,"('unlikable', 'likable')",0.8448744,0.86265874,0.4395593,0.4504556,0.0108963
3,-0.1868237,-0.12016629,"('repellent', 'pleasant')",0.857717,0.72739625,0.3354467,0.303615,-0.0318317
4,-0.5746961,-0.59583783,"('disliked', 'liked')",-6.2103677,-6.389507,-3.3925319,-3.4926724,-0.1001405
5,-1.5549283,-1.4711651,"('distant', 'outgoing')",-0.80100644,-0.58440936,-1.1779673,-1.0277872,0.1501801
6,-1.5494238,-1.4936112,"('distant', 'open')",-0.87349457,-0.622825,-1.2114592,-1.0582181,0.1532411
7,-0.4838719,-0.47639948,"('insensitive', 'sensitive')",-0.19896722,-0.25304195,-0.3414196,-0.3647207,-0.0233011
8,-1.1555574,-1.2005774,"('unaffectionate', 'affectionate')",0.38873073,0.48258442,-0.3834133,-0.3589965,0.0244168
9,-1.2995622,-1.34448,"('unaffectionate', 'caring')",0.80149007,0.92854357,-0.2490361,-0.2079682,0.0410679
10,-1.2778572,-1.3750086,"('unsympathetic', 'sympathetic')",-0.6959329,-0.74979967,-0.9868951,-1.0624042,-0.0755091
11,0.13986644,0.103663266,"('unhelpful', 'helpful')",1.945061,2.0333238,1.0424637,1.0684935,0.0260298
12,-0.62107456,-0.60250986,"('unsupportive', 'supportive')",-2.3853858,-2.3586504,-1.5032301,-1.4805801,0.02265
13,-0.43610257,-0.5136302,"('impolite', 'polite')",-0.59014714,-0.6072724,-0.5131248,-0.5604513,-0.0473265
14,0.503765,0.48414326,"('antisocial', 'social')",0.11187904,-0.16839936,0.307822,0.1578719,-0.1499501
15,0.28517544,0.1650765,"('boring', 'funny')",0.2204749,0.19742551,0.2528252,0.181251,-0.0715742
16,-0.6956625,-0.7131785,"('unpopular', 'popular')",0.7067367,0.62775785,0.0055371,-0.0427103,-0.0482474
