,deere_male,deere_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,0.15914324,0.009766251,"('unsociable', 'sociable')",0.5866109,0.7544761,-0.25485855,-0.17607927,0.1636319,0.1960543,0.0324224
1,-0.2912259,-0.41480732,"('unfriendly', 'friendly')",1.4100653,1.2390513,1.9433017,1.5899966,1.0207136,0.8047469,-0.2159667
2,0.08813326,0.1967238,"('unlikable', 'likable')",1.1123245,1.3345084,0.4991294,0.7321613,0.566529,0.7544645,0.1879355
3,-0.76890236,-0.71808666,"('repellent', 'pleasant')",-0.88271517,-0.81085974,-0.029855236,0.10092655,-0.5604909,-0.4760066,0.0844843
4,0.9557062,0.7185971,"('disliked', 'liked')",0.3470406,0.021287348,-6.251403,-5.9947057,-1.649552,-1.7516071,-0.1020551
5,0.8202622,0.7613949,"('distant', 'outgoing')",1.2782189,0.9772446,1.0274981,0.9774372,1.0419931,0.905359,-0.1366341
6,0.946968,0.9565766,"('distant', 'open')",1.3578775,1.0298516,1.0315349,0.87669814,1.1121268,0.9543754,-0.1577514
7,-0.14244229,-0.043655366,"('insensitive', 'sensitive')",-0.19954966,0.028016694,-0.25810444,-0.22345623,-0.2000321,-0.0796983,0.1203338
8,0.2109267,0.16087905,"('unaffectionate', 'affectionate')",0.8860391,0.8099625,1.5045676,1.1687776,0.8671778,0.7132064,-0.1539714
9,-0.21120231,-0.26399297,"('unaffectionate', 'caring')",0.77527136,0.6437441,1.3862798,1.1141704,0.6501163,0.4979738,-0.1521425
10,-0.288494,-0.20657772,"('unsympathetic', 'sympathetic')",-0.14767891,0.11048598,-0.34826764,-0.25552353,-0.2614802,-0.1172051,0.1442751
11,-0.8027944,-0.7785063,"('unhelpful', 'helpful')",-1.0182692,-0.83419675,1.367913,1.4559987,-0.1510502,-0.0522348,0.0988154
12,-0.11768784,-0.18614167,"('unsupportive', 'supportive')",0.4721175,0.66517055,-1.976551,-1.9140532,-0.5407071,-0.4783414,0.0623657
13,-0.8799417,-0.82461125,"('impolite', 'polite')",-1.110145,-0.71472967,-0.90514445,-0.55350864,-0.9650771,-0.6976166,0.2674605
14,0.12518218,0.09729467,"('antisocial', 'social')",0.8372194,1.2148825,-0.8116499,-0.61327934,0.0502506,0.2329659,0.1827153
15,0.78051317,0.81589967,"('boring', 'funny')",1.1055962,1.0156125,0.55211705,0.61293447,0.8127422,0.8148155,0.0020733
16,-0.055026695,-0.0048636086,"('unpopular', 'popular')",0.04617554,0.07346089,0.29933566,0.3555184,0.0968282,0.1413719,0.0445437
17,0.0359513,0.07209151,"('nasty', 'nice')",0.036513485,0.19223337,-0.16727173,-0.030814916,-0.0316023,0.0778367,0.109439
18,-0.6207786,-0.5840161,"('disagreeable', 'welcoming')",0.029596895,0.32204384,-1.1132253,-1.1201578,-0.5681357,-0.46071,0.1074257
19,0.61390907,0.6480021,"('inhospitable', 'hospitable')",-0.33287016,-0.4007811,0.46260494,0.46778363,0.2478813,0.2383349,-0.0095464
20,0.053523276,-0.016126826,"('rough', 'thoughtful')",-0.049745187,0.13537018,-0.60348123,-0.6067018,-0.199901,-0.1624861,0.0374149
21,-0.7354697,-0.70279175,"('immoral', 'moral')",-0.9991396,-0.75902677,-2.102196,-1.9743108,-1.2789351,-1.1453764,0.1335587
22,0.013291356,-0.17250766,"('untrustworthy', 'trustworthy')",-0.102797136,-0.0770052,-1.3827484,-1.3657682,-0.4907514,-0.538427,-0.0476756
23,-1.1789095,-1.2374833,"('insincere', 'sincere')",-0.57558435,-0.31885964,4.2652817,4.03648,0.8369292,0.8267124,-0.0102168
24,-0.7762307,-0.7656676,"('dishonest', 'honest')",-0.21329972,-0.004689362,-0.061210975,-0.06529595,-0.3502471,-0.278551,0.0716961
25,0.012306113,0.066340536,"('egoistic', 'altruistic')",0.5118658,0.4176662,1.2704563,1.1307895,0.5982094,0.5382654,-0.059944
26,0.8684996,0.79352415,"('hardhearted', 'benevolent')",3.719681,3.5847843,2.2249856,2.0560994,2.2710554,2.1448026,-0.1262528
27,-1.0237973,-1.0805163,"('hardhearted', 'softhearted')",-0.6411898,-0.53047335,0.34713486,0.1717536,-0.4392841,-0.4797453,-0.0404612
28,0.6617069,0.52262586,"('disloyal', 'loyal')",0.5144241,0.4542932,0.60261047,0.39712358,0.5929138,0.4580142,-0.1348996
29,0.33131486,0.31543535,"('unfair', 'fair')",-0.23841223,-0.32972658,-0.67040056,-0.80459976,-0.1924993,-0.2729637,-0.0804644
30,-0.43355462,-0.4866761,"('intolerant', 'tolerant')",-0.20057438,0.094460845,-1.2337716,-0.9324156,-0.6226335,-0.4415436,0.1810899
31,0.17381416,0.06094464,"('evil', 'good')",0.8513256,0.52183825,0.16643628,0.0009935992,0.397192,0.1945922,-0.2025998
32,-0.008103706,-0.027917102,"('unkind', 'kind')",0.1696408,0.29809374,0.071168594,-0.08910245,0.0775686,0.0603581,-0.0172105
33,0.93032956,0.9817405,"('wrong', 'right')",0.3907722,0.4608189,-0.37783074,-0.44640642,0.3144237,0.332051,0.0176273
34,-0.5940067,-0.52646506,"('mean', 'honorable')",0.08508511,0.11998902,4.850835,4.764881,1.4473044,1.4528017,0.0054973
