,leash_male,leash_female,tuple,average_male,average_female,female-male
0,0.43756056,0.3728476,"('unsociable', 'sociable')",0.4375606,0.3728476,-0.064713
1,1.7720313,1.6552305,"('unfriendly', 'friendly')",1.7720313,1.6552305,-0.1168008
2,0.16637427,0.2551883,"('unlikable', 'likable')",0.1663743,0.2551883,0.088814
3,1.0504528,1.1027917,"('repellent', 'pleasant')",1.0504528,1.1027917,0.0523389
4,-7.4127283,-7.388729,"('disliked', 'liked')",-7.4127283,-7.3887291,0.0239992
5,-0.11258838,0.029487802,"('distant', 'outgoing')",-0.1125884,0.0294878,0.1420762
6,0.33427146,0.39134175,"('distant', 'open')",0.3342715,0.3913417,0.0570702
7,1.566688,1.6058967,"('insensitive', 'sensitive')",1.5666879,1.6058967,0.0392088
8,1.356278,1.2416891,"('unaffectionate', 'affectionate')",1.3562779,1.2416891,-0.1145888
9,1.9337431,1.9563842,"('unaffectionate', 'caring')",1.9337431,1.9563842,0.0226411
10,1.3038998,1.3569286,"('unsympathetic', 'sympathetic')",1.3038998,1.3569286,0.0530288
11,2.1660888,2.2830544,"('unhelpful', 'helpful')",2.1660888,2.2830544,0.1169656
12,-0.99220496,-0.84615546,"('unsupportive', 'supportive')",-0.992205,-0.8461555,0.1460495
13,0.45234838,0.37361386,"('impolite', 'polite')",0.4523484,0.3736139,-0.0787345
14,0.17065766,0.13147053,"('antisocial', 'social')",0.1706577,0.1314705,-0.0391872
15,0.77419245,0.7458981,"('boring', 'funny')",0.7741925,0.7458981,-0.0282944
16,-0.5474216,-0.51422334,"('unpopular', 'popular')",-0.5474216,-0.5142233,0.0331983
17,-0.53158766,-0.48311546,"('nasty', 'nice')",-0.5315877,-0.4831155,0.0484722
18,-0.11826824,-0.16176821,"('disagreeable', 'welcoming')",-0.1182682,-0.1617682,-0.0435
19,-0.27737942,-0.07451658,"('inhospitable', 'hospitable')",-0.2773794,-0.0745166,0.2028628
20,0.38352832,0.22604242,"('rough', 'thoughtful')",0.3835283,0.2260424,-0.1574859
21,0.2475783,0.43634138,"('immoral', 'moral')",0.2475783,0.4363414,0.1887631
22,-0.16456535,-0.05890777,"('untrustworthy', 'trustworthy')",-0.1645654,-0.0589078,0.1056576
23,7.1108365,7.170521,"('insincere', 'sincere')",7.1108365,7.1705208,0.0596843
24,2.1639495,2.2336903,"('dishonest', 'honest')",2.1639495,2.2336903,0.0697408
25,0.8773381,0.65922254,"('egoistic', 'altruistic')",0.8773381,0.6592225,-0.2181156
26,0.5521257,0.348977,"('hardhearted', 'benevolent')",0.5521257,0.348977,-0.2031487
27,1.8800762,1.5883094,"('hardhearted', 'softhearted')",1.8800762,1.5883094,-0.2917668
28,1.3914264,1.3238218,"('disloyal', 'loyal')",1.3914264,1.3238218,-0.0676046
29,-0.6018491,-0.5988524,"('unfair', 'fair')",-0.6018491,-0.5988524,0.0029967
30,1.0179703,1.107821,"('intolerant', 'tolerant')",1.0179703,1.107821,0.0898507
31,-1.6331242,-1.6310956,"('evil', 'good')",-1.6331242,-1.6310956,0.0020286
32,1.3748126,1.2516228,"('unkind', 'kind')",1.3748126,1.2516228,-0.1231898
33,-0.17397027,-0.14436539,"('wrong', 'right')",-0.1739703,-0.1443654,0.0296049
34,5.173656,5.4532995,"('mean', 'honorable')",5.173656,5.4532995,0.2796435
35,-1.1219782,-1.2457486,"('corrupt', 'incorrupt')",-1.1219782,-1.2457486,-0.1237704
36,-1.0556749,-1.1671078,"('hostile', 'amicable')",-1.0556749,-1.1671078,-0.1114329
37,1.2134346,1.1219913,"('fake', 'genuine')",1.2134346,1.1219913,-0.0914433
38,0.19011101,0.31177992,"('untruthful', 'truthful')",0.190111,0.3117799,0.1216689
39,0.27653646,0.25256985,"('exploitative', 'cooperative')",0.2765365,0.2525699,-0.0239666
40,-0.89978606,-1.1523577,"('stingy', 'generous')",-0.8997861,-1.1523577,-0.2525716
41,0.029115012,-0.036226466,"('unforgiving', 'forgiving')",0.029115,-0.0362265,-0.0653415
42,-2.1275718,-2.1147306,"('unreliable', 'reliable')",-2.1275718,-2.1147306,0.0128412
43,1.4075865,1.4414011,"('irresponsible', 'responsible')",1.4075865,1.4414011,0.0338146
44,-1.6765746,-1.806,"('prejudiced', 'unprejudiced')",-1.6765746,-1.806,-0.1294254
45,0.52996427,0.5680694,"('incompetent', 'competent')",0.5299643,0.5680694,0.0381051
46,-0.4713882,-0.45003054,"('uncompetitive', 'competitive')",-0.4713882,-0.4500305,0.0213577
47,5.33567,5.464223,"('stupid', 'smart')",5.33567,5.4642229,0.1285529
48,0.8258693,0.80100137,"('unintelligent', 'intelligent')",0.8258693,0.8010014,-0.0248679
49,0.3816415,0.52122074,"('unable', 'able')",0.3816415,0.5212207,0.1395792
50,-0.21325354,-0.23109391,"('clumsy', 'skillful')",-0.2132535,-0.2310939,-0.0178404
51,1.1171613,1.1628338,"('uneducated', 'educated')",1.1171613,1.1628338,0.0456725
52,-0.048727818,-0.11137082,"('irrational', 'rational')",-0.0487278,-0.1113708,-0.062643
53,0.056090377,-0.02524991,"('uncreative', 'creative')",0.0560904,-0.0252499,-0.0813403
54,1.3605777,1.6870654,"('incapable', 'capable')",1.3605777,1.6870654,0.3264877
55,1.3631212,1.4217676,"('incompetent', 'clever')",1.3631212,1.4217676,0.0586464
56,0.85832816,1.0294111,"('impractical', 'practical')",0.8583282,1.0294111,0.1710829
57,-2.34421,-2.3298025,"('unimaginative', 'imaginative')",-2.3442099,-2.3298025,0.0144074
58,-0.07764959,-0.11922943,"('undiscriminating', 'discriminating')",-0.0776496,-0.1192294,-0.0415798
59,-0.1137412,-0.03622461,"('foolish', 'wise')",-0.1137412,-0.0362246,0.0775166
