,furnace_male,furnace_female,tuple,average_male,average_female,female-male
0,0.27663437,-0.07465935,"('unsociable', 'sociable')",0.2766344,-0.0746593,-0.3512937
1,1.3712708,1.4047638,"('unfriendly', 'friendly')",1.3712708,1.4047638,0.033493
2,0.35549635,0.57188916,"('unlikable', 'likable')",0.3554963,0.5718892,0.2163929
3,-0.50427747,-0.120182164,"('repellent', 'pleasant')",-0.5042775,-0.1201822,0.3840953
4,-7.345009,-7.750371,"('disliked', 'liked')",-7.3450089,-7.750371,-0.4053621
5,-0.5826049,-0.47188777,"('distant', 'outgoing')",-0.5826049,-0.4718878,0.1107171
6,-0.35532752,-0.11997582,"('distant', 'open')",-0.3553275,-0.1199758,0.2353517
7,0.78340465,0.8999506,"('insensitive', 'sensitive')",0.7834046,0.8999506,0.116546
8,1.369546,1.2600853,"('unaffectionate', 'affectionate')",1.3695461,1.2600853,-0.1094608
9,1.4689722,1.5869997,"('unaffectionate', 'caring')",1.4689722,1.5869997,0.1180275
10,0.36682174,0.5765251,"('unsympathetic', 'sympathetic')",0.3668217,0.5765251,0.2097034
11,1.65847,1.8167164,"('unhelpful', 'helpful')",1.65847,1.8167164,0.1582464
12,-1.4752853,-1.5546999,"('unsupportive', 'supportive')",-1.4752853,-1.5546999,-0.0794146
13,-0.40794694,-0.267286,"('impolite', 'polite')",-0.4079469,-0.267286,0.1406609
14,-0.08688581,-0.30019125,"('antisocial', 'social')",-0.0868858,-0.3001913,-0.2133055
15,0.48274136,0.40067983,"('boring', 'funny')",0.4827414,0.4006798,-0.0820616
16,0.16060746,-0.14642465,"('unpopular', 'popular')",0.1606075,-0.1464247,-0.3070322
17,-0.38227612,-0.29630068,"('nasty', 'nice')",-0.3822761,-0.2963007,0.0859754
18,-0.73436666,-0.591722,"('disagreeable', 'welcoming')",-0.7343667,-0.591722,0.1426447
19,-0.61130023,-0.36148793,"('inhospitable', 'hospitable')",-0.6113002,-0.3614879,0.2498123
20,0.10967367,0.21863066,"('rough', 'thoughtful')",0.1096737,0.2186307,0.108957
21,-0.6463864,-0.24358486,"('immoral', 'moral')",-0.6463864,-0.2435849,0.4028015
22,-1.1886421,-1.0971189,"('untrustworthy', 'trustworthy')",-1.1886421,-1.0971189,0.0915232
23,6.4084783,6.821466,"('insincere', 'sincere')",6.4084783,6.821466,0.4129877
24,1.435198,1.6360059,"('dishonest', 'honest')",1.4351979,1.6360059,0.200808
25,0.76018167,0.7000121,"('egoistic', 'altruistic')",0.7601817,0.7000121,-0.0601696
26,1.7599001,1.1017791,"('hardhearted', 'benevolent')",1.7599001,1.1017791,-0.658121
27,0.9554519,1.1061805,"('hardhearted', 'softhearted')",0.9554519,1.1061805,0.1507286
28,1.1401684,1.1500429,"('disloyal', 'loyal')",1.1401684,1.1500429,0.0098745
29,-0.73604226,-0.80202395,"('unfair', 'fair')",-0.7360423,-0.8020239,-0.0659816
30,1.1569501,1.2472659,"('intolerant', 'tolerant')",1.1569501,1.2472659,0.0903158
31,-1.0198303,-1.1887583,"('evil', 'good')",-1.0198303,-1.1887583,-0.168928
32,1.1593379,1.2021042,"('unkind', 'kind')",1.1593379,1.2021042,0.0427663
33,0.22245592,0.047178116,"('wrong', 'right')",0.2224559,0.0471781,-0.1752778
34,4.7981157,5.194498,"('mean', 'honorable')",4.7981157,5.1944981,0.3963824
35,-0.8271234,-1.0999604,"('corrupt', 'incorrupt')",-0.8271234,-1.0999604,-0.272837
36,-1.1678832,-1.2999843,"('hostile', 'amicable')",-1.1678832,-1.2999843,-0.1321011
37,0.71075743,0.9311712,"('fake', 'genuine')",0.7107574,0.9311712,0.2204138
38,0.28052592,0.32922277,"('untruthful', 'truthful')",0.2805259,0.3292228,0.0486969
39,-0.18454394,0.044073734,"('exploitative', 'cooperative')",-0.1845439,0.0440737,0.2286176
40,-1.7071114,-1.9989011,"('stingy', 'generous')",-1.7071114,-1.9989011,-0.2917897
41,0.056672323,-0.05749947,"('unforgiving', 'forgiving')",0.0566723,-0.0574995,-0.1141718
42,-3.1168435,-2.8465993,"('unreliable', 'reliable')",-3.1168435,-2.8465993,0.2702442
43,1.1861713,1.4103519,"('irresponsible', 'responsible')",1.1861713,1.4103519,0.2241806
44,-2.2034326,-1.9428186,"('prejudiced', 'unprejudiced')",-2.2034326,-1.9428186,0.260614
45,0.38443667,0.25781143,"('incompetent', 'competent')",0.3844367,0.2578114,-0.1266253
46,-0.47649062,-0.54338694,"('uncompetitive', 'competitive')",-0.4764906,-0.5433869,-0.0668963
47,5.3563538,5.741634,"('stupid', 'smart')",5.3563538,5.7416339,0.3852801
48,0.52638865,0.5563324,"('unintelligent', 'intelligent')",0.5263886,0.5563324,0.0299438
49,-0.6645104,-0.11559043,"('unable', 'able')",-0.6645104,-0.1155904,0.54892
50,-0.5543155,-0.46985283,"('clumsy', 'skillful')",-0.5543155,-0.4698528,0.0844627
51,0.27596167,0.25968015,"('uneducated', 'educated')",0.2759617,0.2596802,-0.0162815
52,-0.16595685,-0.3627211,"('irrational', 'rational')",-0.1659569,-0.3627211,-0.1967642
53,0.46434802,0.33668935,"('uncreative', 'creative')",0.464348,0.3366894,-0.1276586
54,0.8273538,1.2658942,"('incapable', 'capable')",0.8273538,1.2658942,0.4385404
55,0.6910849,0.87113774,"('incompetent', 'clever')",0.6910849,0.8711377,0.1800528
56,0.5648867,0.73404115,"('impractical', 'practical')",0.5648867,0.7340412,0.1691545
57,-2.5996883,-2.8433318,"('unimaginative', 'imaginative')",-2.5996883,-2.8433318,-0.2436435
58,0.38935992,0.15587623,"('undiscriminating', 'discriminating')",0.3893599,0.1558762,-0.2334837
59,0.14797184,0.14488421,"('foolish', 'wise')",0.1479718,0.1448842,-0.0030876
60,0.1853499,0.75191796,"('inefficient', 'efficient')",0.1853499,0.751918,0.5665681
61,0.27826232,0.103827834,"('illogical', 'logical')",0.2782623,0.1038278,-0.1744345
62,0.89085287,1.2583449,"('incompetent', 'brilliant')",0.8908529,1.2583449,0.367492
63,0.26799107,0.41638416,"('unperceptive', 'insightful')",0.2679911,0.4163842,0.1483931
64,-6.7712145,-6.7092094,"('shy', 'confident')",-6.7712145,-6.7092094,0.0620051
65,0.11447811,0.19635381,"('insecure', 'secure')",0.1144781,0.1963538,0.0818757
66,0.17046785,-0.11465119,"('inactive', 'active')",0.1704679,-0.1146512,-0.2851191
67,0.21625614,0.08223843,"('doubtful', 'determined')",0.2162561,0.0822384,-0.1340177
68,-1.121474,-0.80387855,"('dependent', 'independent')",-1.121474,-0.8038785,0.3175955
