,click_male,click_female,tuple,average_male,average_female,female-male
0,0.29772094,0.16317153,"('unsociable', 'sociable')",0.2977209,0.1631715,-0.1345494
1,0.77261645,0.71648264,"('unfriendly', 'friendly')",0.7726164,0.7164826,-0.0561338
2,0.18569243,0.4139084,"('unlikable', 'likable')",0.1856924,0.4139084,0.228216
3,0.9495459,1.0547396,"('repellent', 'pleasant')",0.9495459,1.0547396,0.1051937
4,-7.127227,-7.298013,"('disliked', 'liked')",-7.1272268,-7.2980132,-0.1707864
5,-1.084633,-1.0003997,"('distant', 'outgoing')",-1.084633,-1.0003997,0.0842333
6,-0.61130077,-0.5972445,"('distant', 'open')",-0.6113008,-0.5972445,0.0140563
7,1.172338,1.2019395,"('insensitive', 'sensitive')",1.172338,1.2019395,0.0296015
8,0.43323416,0.38296136,"('unaffectionate', 'affectionate')",0.4332342,0.3829614,-0.0502728
9,0.9854973,1.0571525,"('unaffectionate', 'caring')",0.9854973,1.0571525,0.0716552
10,1.3970195,1.4329413,"('unsympathetic', 'sympathetic')",1.3970195,1.4329413,0.0359218
11,1.8725846,1.8766758,"('unhelpful', 'helpful')",1.8725846,1.8766758,0.0040912
12,-1.7307206,-1.716556,"('unsupportive', 'supportive')",-1.7307206,-1.716556,0.0141646
13,0.43012697,0.45114982,"('impolite', 'polite')",0.430127,0.4511498,0.0210228
14,0.4343382,0.2975361,"('antisocial', 'social')",0.4343382,0.2975361,-0.1368021
15,0.21680082,0.119211376,"('boring', 'funny')",0.2168008,0.1192114,-0.0975894
16,-0.47881213,-0.4565264,"('unpopular', 'popular')",-0.4788121,-0.4565264,0.0222857
17,-0.22151726,-0.20026328,"('nasty', 'nice')",-0.2215173,-0.2002633,0.021254
18,-0.41876268,-0.43540353,"('disagreeable', 'welcoming')",-0.4187627,-0.4354035,-0.0166408
19,-1.3464544,-1.3058015,"('inhospitable', 'hospitable')",-1.3464544,-1.3058015,0.0406529
20,1.0358182,0.99440956,"('rough', 'thoughtful')",1.0358182,0.9944096,-0.0414086
21,0.21967061,0.36100972,"('immoral', 'moral')",0.2196706,0.3610097,0.1413391
22,0.23547734,0.20731293,"('untrustworthy', 'trustworthy')",0.2354773,0.2073129,-0.0281644
23,5.764979,5.852358,"('insincere', 'sincere')",5.7649789,5.8523579,0.087379
24,1.5722312,1.5463172,"('dishonest', 'honest')",1.5722312,1.5463172,-0.025914
25,0.34654862,0.34793437,"('egoistic', 'altruistic')",0.3465486,0.3479344,0.0013858
26,0.5738998,0.34607324,"('hardhearted', 'benevolent')",0.5738998,0.3460732,-0.2278266
27,1.4039427,1.2522786,"('hardhearted', 'softhearted')",1.4039427,1.2522786,-0.1516641
