,el_male,el_female,tuple,paso_male,paso_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.5082502,-1.5362972,"('unsociable', 'sociable')",-0.21940403,-0.37002525,-0.45531648,-0.55618423,-0.7276569,-0.8208356,-0.0931787
1,-1.82473,-2.017121,"('unfriendly', 'friendly')",0.6400402,0.4648836,1.294572,1.1509291,0.0366274,-0.1337695,-0.1703969
2,0.51072687,0.49173838,"('unlikable', 'likable')",1.4329628,1.4188286,0.80755323,0.8132382,0.917081,0.9079351,-0.0091459
3,0.48315403,0.6453984,"('repellent', 'pleasant')",-0.6000934,-0.5217357,0.62994576,0.69450206,0.1710021,0.2727216,0.1017195
4,0.66687155,0.48738343,"('disliked', 'liked')",0.40718025,0.3119176,-6.4456005,-6.4655113,-1.7905162,-1.8887367,-0.0982205
5,-0.22230355,-0.39622137,"('distant', 'outgoing')",1.0796845,0.97178715,-0.13798752,-0.11397547,0.2397978,0.1538634,-0.0859344
6,-0.2626576,-0.33770344,"('distant', 'open')",1.6664755,1.5718726,-0.45388183,-0.45088112,0.3166453,0.261096,-0.0555493
7,-1.0554554,-0.83884597,"('insensitive', 'sensitive')",-0.33535844,-0.22733186,0.22221687,0.29114178,-0.3895323,-0.2583454,0.1311869
8,-1.9773463,-1.9994711,"('unaffectionate', 'affectionate')",0.5074893,0.47111097,0.53432673,0.47454694,-0.3118434,-0.3512711,-0.0394277
9,-1.3696401,-1.2639112,"('unaffectionate', 'caring')",0.8747323,0.86319363,1.1902102,1.2249409,0.2317675,0.2747411,0.0429736
10,-1.8629005,-1.609854,"('unsympathetic', 'sympathetic')",-0.8610431,-0.8208062,-0.948237,-0.9715014,-1.2240602,-1.1340539,0.0900063
11,-0.7893469,-0.6760067,"('unhelpful', 'helpful')",-0.7516539,-0.68172157,1.5321231,1.6764482,-0.0029593,0.10624,0.1091993
12,-0.78136224,-0.6743115,"('unsupportive', 'supportive')",0.38337842,0.38733953,-1.7224053,-1.681128,-0.7067964,-0.6560334,0.050763
13,-0.3797847,-0.4408607,"('impolite', 'polite')",-0.17674343,-0.289489,-1.1375579,-1.1548288,-0.5646954,-0.6283928,-0.0636974
14,-1.2143989,-0.96314543,"('antisocial', 'social')",-0.77348185,-0.7529909,0.22237742,0.2297993,-0.5885011,-0.4954457,0.0930554
15,-0.982245,-1.210392,"('boring', 'funny')",0.20040281,0.09857138,0.38752073,0.4016399,-0.1314405,-0.2367269,-0.1052864
16,-0.41028306,-0.5573682,"('unpopular', 'popular')",-0.26594207,-0.2661381,0.26965916,0.17704175,-0.135522,-0.2154882,-0.0799662
17,-0.93439084,-0.8727231,"('nasty', 'nice')",-0.23098524,-0.20865497,-0.12546946,-0.109423935,-0.4302818,-0.396934,0.0333478
18,0.04478804,0.15817165,"('disagreeable', 'welcoming')",0.7059688,0.80736417,-0.6015565,-0.6171381,0.0497335,0.1161326,0.0663991
19,-0.70651054,-0.84571534,"('inhospitable', 'hospitable')",0.5532003,0.47561747,-0.68481296,-0.6939579,-0.2793744,-0.3546853,-0.0753109
20,-0.79188156,-0.52761555,"('rough', 'thoughtful')",0.2086753,0.19930707,0.43120477,0.417088,-0.0506672,0.0295932,0.0802604
21,-0.6216149,-0.57130486,"('immoral', 'moral')",-1.1009139,-1.1395695,-0.36565465,-0.34132582,-0.6960611,-0.6840667,0.0119944
22,-1.2857993,-1.1109391,"('untrustworthy', 'trustworthy')",-0.63068706,-0.5386104,-1.140551,-1.081549,-1.0190125,-0.9103662,0.1086463
23,-0.68656766,-0.6649422,"('insincere', 'sincere')",0.0375501,0.025283981,5.491307,5.4675517,1.6140963,1.6092978,-0.0047985
24,-1.188221,-0.9590964,"('dishonest', 'honest')",0.36362457,0.44923407,0.5686363,0.61717874,-0.08532,0.0357721,0.1210921
25,-0.3589524,-0.5046269,"('egoistic', 'altruistic')",1.2925943,1.2616433,1.6294291,1.6228558,0.854357,0.7932907,-0.0610663
26,-1.2887967,-1.4751352,"('hardhearted', 'benevolent')",0.7642822,0.47277492,1.9855489,1.8206667,0.4870115,0.2727688,-0.2142427
27,-1.1424991,-0.8509542,"('hardhearted', 'softhearted')",-0.7863294,-0.72879916,0.841094,0.7876912,-0.3625782,-0.2640207,0.0985575
28,-1.9819936,-2.01183,"('disloyal', 'loyal')",0.34159252,0.21785799,0.7224389,0.633907,-0.3059874,-0.3866884,-0.080701
29,-0.49494347,-0.5682837,"('unfair', 'fair')",0.32195473,0.2879894,-0.00924474,-0.08624989,-0.0607445,-0.1221814,-0.0614369
