,jacobs_male,jacobs_female,tuple,engineering_male,engineering_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.07188255,-0.057941232,"('unsociable', 'sociable')",-0.6046781,-0.68633956,0.34050375,0.19625705,-0.46575588,-0.5519961,-0.1645119,-0.275005,-0.1104931
1,0.008173043,-0.07832428,"('unfriendly', 'friendly')",0.26909688,0.12624545,-0.49930298,-0.6046495,1.676719,1.5530531,0.3636715,0.2490812,-0.1145903
2,0.5346698,0.5609398,"('unlikable', 'likable')",0.41716984,0.4991542,1.4919425,1.4353206,0.6098643,0.6942124,0.7634116,0.7974068,0.0339952
3,0.5022971,0.5818577,"('repellent', 'pleasant')",-0.50657886,-0.35874486,1.0797714,1.1002244,0.32506344,0.39219946,0.3501383,0.4288841,0.0787458
4,-1.0489795,-1.1261432,"('disliked', 'liked')",-0.10067337,-0.22168094,-0.08364632,-0.20639388,-6.7295604,-6.7129145,-1.9907149,-2.0667832,-0.0760683
5,-0.8510662,-0.8732446,"('distant', 'outgoing')",0.25974333,0.18907396,-1.5612305,-1.4966959,-0.2895127,-0.2971442,-0.6105165,-0.6195027,-0.0089862
6,-0.55482715,-0.53213865,"('distant', 'open')",0.015612561,-0.04652261,-1.7624956,-1.6827033,0.33522022,0.29518533,-0.4916225,-0.4915448,7.77e-05
7,1.2804301,1.2654595,"('insensitive', 'sensitive')",0.15900032,0.35273328,-0.1397822,-0.11788058,1.0119101,1.0717939,0.5778896,0.6430265,0.0651369
8,-0.6948321,-0.7042198,"('unaffectionate', 'affectionate')",0.056105286,-0.06445797,-0.22571075,-0.2983616,0.7904067,0.6878345,-0.0185077,-0.0948012,-0.0762935
9,0.75458366,0.7193547,"('unaffectionate', 'caring')",0.40210423,0.3208574,-0.029980209,-0.09835688,1.4123306,1.3735427,0.6347595,0.5788495,-0.05591
10,1.4204861,1.3676724,"('unsympathetic', 'sympathetic')",-0.89993685,-0.8319185,-0.15204683,-0.18218535,0.06514999,0.10479403,0.1084131,0.1145907,0.0061776
11,0.42677948,0.41985703,"('unhelpful', 'helpful')",0.0056622755,0.057030976,-0.13749737,-0.21108614,2.024024,2.0199714,0.5797421,0.5714433,-0.0082988
12,2.0253885,2.0575802,"('unsupportive', 'supportive')",0.7578515,0.89975995,0.8587883,0.9606018,-1.4316871,-1.3973583,0.5525852,0.6301459,0.0775607
13,0.5978057,0.57468694,"('impolite', 'polite')",0.32842013,0.41766286,0.686254,0.5945641,-0.0033020712,-0.0111783,0.4022944,0.3939339,-0.0083605
14,0.51619685,0.4718702,"('antisocial', 'social')",0.25135583,0.2879752,1.1848109,1.048802,-0.6567186,-0.65392435,0.3239112,0.2886808,-0.0352304
15,-0.123533525,-0.2039451,"('boring', 'funny')",0.45802283,0.3468074,-1.2761426,-1.3537817,0.4509653,0.43020633,-0.122672,-0.1951783,-0.0725063
16,-1.7480028,-1.7199956,"('unpopular', 'popular')",-0.49497467,-0.529049,-0.088319466,-0.033664953,0.504644,0.51850057,-0.4566633,-0.4410523,0.015611
17,-0.10664619,-0.048928484,"('nasty', 'nice')",-0.2773346,-0.23082088,-1.1042948,-1.0763175,-0.4326543,-0.40487286,-0.4802324,-0.440235,0.0399974
