,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,0.9787139,0.82617134,"('unsociable', 'sociable')",-8.748472e-05,-0.120551184,-0.46816275,-0.56155145,0.1701546,0.0480229,-0.1221317
1,0.07255308,-0.023303289,"('unfriendly', 'friendly')",0.5222584,0.40624195,1.7860674,1.642718,0.7936263,0.6752189,-0.1184074
2,1.2453903,1.3320413,"('unlikable', 'likable')",1.2920928,1.4151864,0.54597783,0.69898057,1.0278203,1.1487361,0.1209158
3,0.2889584,0.46119416,"('repellent', 'pleasant')",-0.6540996,-0.5820626,0.101386525,0.13717389,-0.0879182,0.0054351,0.0933533
4,-0.5356136,-0.61580414,"('disliked', 'liked')",0.06425317,0.0076577617,-5.9585953,-6.0458193,-2.1433185,-2.2179885,-0.07467
5,-1.0870446,-1.1065044,"('distant', 'outgoing')",0.10925233,0.12799142,0.06962942,0.09573089,-0.3027209,-0.2942607,0.0084602
6,-0.97779506,-0.9440243,"('distant', 'open')",-0.032138713,-0.0034784377,0.492441,0.48261353,-0.1724976,-0.1549631,0.0175345
7,0.9365836,0.9942211,"('insensitive', 'sensitive')",-0.17969026,-0.12432863,0.72781,0.71952355,0.4949011,0.5298053,0.0349042
8,-0.2830597,-0.28056568,"('unaffectionate', 'affectionate')",-0.06897311,-0.13818815,0.8267314,0.73907757,0.1582329,0.1067746,-0.0514583
9,0.59012693,0.5756542,"('unaffectionate', 'caring')",0.26856837,0.24316746,1.0437293,0.99351025,0.6341415,0.6041106,-0.0300309
10,0.37706515,0.38118845,"('unsympathetic', 'sympathetic')",-1.0681964,-1.0460309,-0.4649143,-0.5595373,-0.3853485,-0.4081266,-0.0227781
11,-0.6825098,-0.6494271,"('unhelpful', 'helpful')",0.026070058,0.11238939,1.61852,1.6593583,0.3206934,0.3741068,0.0534134
12,1.2727053,1.3184277,"('unsupportive', 'supportive')",0.29740605,0.47209075,-1.5423182,-1.5101463,0.0092644,0.0934574,0.084193
13,0.6184547,0.58631647,"('impolite', 'polite')",0.5145222,0.55081296,-0.41489464,-0.41049093,0.2393607,0.2422128,0.0028521
14,0.9467365,0.9540235,"('antisocial', 'social')",0.6954219,0.65673876,-0.53987145,-0.5788317,0.367429,0.3439769,-0.0234521
15,-0.3615556,-0.399027,"('boring', 'funny')",0.32400537,0.24598745,0.3614202,0.35853088,0.1079567,0.0684971,-0.0394596
16,-2.115705,-2.1087458,"('unpopular', 'popular')",0.06254878,-0.023816314,0.6138218,0.5641093,-0.4797781,-0.5228176,-0.0430395
17,-0.06333755,0.020997202,"('nasty', 'nice')",-1.5333431,-1.4841136,-0.6440589,-0.54011023,-0.7469132,-0.6677423,0.0791709
18,-0.63539934,-0.6484851,"('disagreeable', 'welcoming')",0.83016455,0.9568672,-0.4759043,-0.49508962,-0.093713,-0.0622358,0.0314772
19,-0.20843075,-0.1562321,"('inhospitable', 'hospitable')",-0.8001517,-0.76032823,-0.116794646,0.010211386,-0.3751257,-0.3021163,0.0730094
20,1.2473787,1.2631667,"('rough', 'thoughtful')",0.49003297,0.46648633,1.2411679,1.1550629,0.9928598,0.961572,-0.0312878
21,0.6936738,0.7325881,"('immoral', 'moral')",0.06951584,0.107946925,-0.83914083,-0.8191674,-0.0253171,0.0071226,0.0324397
22,1.4902693,1.4925467,"('untrustworthy', 'trustworthy')",0.07627322,0.09605509,-0.91888833,-0.928026,0.2158847,0.2201919,0.0043072
23,0.509512,0.49984965,"('insincere', 'sincere')",0.08004167,0.10173237,5.2266073,5.1043086,1.9387204,1.9019636,-0.0367568
24,1.0130281,1.0680035,"('dishonest', 'honest')",-0.06663952,-0.03602555,0.47666413,0.4314573,0.4743509,0.4878118,0.0134609
25,0.33023793,0.351432,"('egoistic', 'altruistic')",0.35411638,0.3304075,1.4390134,1.4090079,0.7077893,0.6969492,-0.0108401
26,0.57703364,0.47056127,"('hardhearted', 'benevolent')",1.9126046,1.8763736,1.9022273,1.8284831,1.4639552,1.391806,-0.0721492
27,-0.08759617,-0.075690255,"('hardhearted', 'softhearted')",-0.11288628,-0.06139037,1.2089934,1.1408824,0.3361703,0.3346006,-0.0015697
28,0.45035717,0.35180685,"('disloyal', 'loyal')",-0.077045456,-0.22317888,0.80627364,0.637688,0.3931951,0.2554386,-0.1377565
29,0.3087978,0.29831222,"('unfair', 'fair')",-0.4879217,-0.5435388,-0.34711307,-0.45988008,-0.1754123,-0.2350356,-0.0596233
30,1.3055607,1.3438727,"('intolerant', 'tolerant')",0.52269274,0.54319113,1.0191187,1.003668,0.949124,0.9635773,0.0144533
31,-1.1284502,-1.0488706,"('evil', 'good')",-0.23740767,-0.24304447,-0.6555833,-0.70439214,-0.6738137,-0.6654357,0.008378
32,0.6337015,0.58463603,"('unkind', 'kind')",-0.37140948,-0.3713105,0.6268394,0.48278815,0.2963771,0.2320379,-0.0643392
33,0.21269,0.1712207,"('wrong', 'right')",0.86638033,0.8289448,-0.2692407,-0.28286678,0.2699432,0.2390996,-0.0308436
34,-1.1938753,-1.1061028,"('mean', 'honorable')",0.065962575,0.2025437,5.552205,5.6468964,1.4747642,1.5811124,0.1063482
35,-0.90508395,-1.0168524,"('corrupt', 'incorrupt')",-0.23208806,-0.39425513,-0.10280822,-0.25148377,-0.4133267,-0.5541971,-0.1408704
36,-1.1655735,-1.19744,"('hostile', 'amicable')",0.2725946,0.12219426,0.26538116,0.08509463,-0.2091992,-0.3300504,-0.1208512
37,0.59986997,0.61703104,"('fake', 'genuine')",-0.36107978,-0.372106,0.47670102,0.44554466,0.2384971,0.2301566,-0.0083405
38,-0.21393465,-0.2026746,"('untruthful', 'truthful')",-0.31401667,-0.22766036,-0.13893647,-0.1213577,-0.2222959,-0.1838976,0.0383983
39,1.5648994,1.6517757,"('exploitative', 'cooperative')",0.82083887,0.9017371,0.053224422,0.088100314,0.8129876,0.8805377,0.0675501
40,0.08284243,-0.021567402,"('stingy', 'generous')",-0.08868022,-0.075053215,-1.2590966,-1.370979,-0.4216448,-0.4891999,-0.0675551
41,1.255702,1.1533827,"('unforgiving', 'forgiving')",0.1191003,0.12563366,0.07195931,-0.011571551,0.4822539,0.4224816,-0.0597723
42,0.6807227,0.85267395,"('unreliable', 'reliable')",0.46873835,0.6554409,-2.627239,-2.5284092,-0.4925927,-0.3400981,0.1524946
43,1.7211008,1.7494643,"('irresponsible', 'responsible')",0.62744385,0.7335335,0.5398307,0.5709441,0.9627918,1.0179807,0.0551889
44,-1.0423748,-1.0315834,"('prejudiced', 'unprejudiced')",0.04520061,0.14725856,-1.3023053,-1.2528343,-0.7664932,-0.7123864,0.0541068
45,0.81255436,0.7746519,"('incompetent', 'competent')",0.3138395,0.25717154,0.023538373,-0.08746412,0.3833107,0.3147864,-0.0685243
46,0.7556862,0.84952813,"('uncompetitive', 'competitive')",0.027167208,0.11629738,-0.53409076,-0.56496817,0.0829209,0.1336191,0.0506982
47,-0.1466034,-0.04584759,"('stupid', 'smart')",0.09175194,0.20786451,5.0460267,5.1091456,1.6637251,1.7570542,0.0933291
48,0.98082966,0.97200346,"('unintelligent', 'intelligent')",-0.31128109,-0.37050217,0.22182888,0.23407233,0.2971258,0.2785245,-0.0186013
49,-0.7608639,-0.69329166,"('unable', 'able')",-0.2465615,-0.18557945,-0.36572754,-0.25039545,-0.4577177,-0.3764222,0.0812955
50,-0.3710403,-0.33523118,"('clumsy', 'skillful')",-0.12516332,-0.12364541,0.3029958,0.23859446,-0.0644026,-0.0734274,-0.0090248
51,0.9438011,0.9679906,"('uneducated', 'educated')",-0.16865186,-0.200762,-0.03346514,-0.092356,0.247228,0.2249575,-0.0222705
52,-1.275909,-1.3877296,"('irrational', 'rational')",-0.26100546,-0.40210146,0.5333378,0.42591783,-0.3345255,-0.4546378,-0.1201123
53,0.44937724,0.45672074,"('uncreative', 'creative')",-0.35890496,-0.43194076,0.9458389,0.8558172,0.345437,0.2935324,-0.0519046
54,0.033239573,0.055266514,"('incapable', 'capable')",0.3060772,0.35106468,1.0114163,1.0754492,0.4502443,0.4939268,0.0436825
55,1.2329308,1.336766,"('incompetent', 'clever')",-0.5185426,-0.53273416,-0.14026485,-0.16396101,0.1913744,0.213357,0.0219826
56,1.8807507,1.9133316,"('impractical', 'practical')",1.2315474,1.2458636,-0.013198761,0.009348473,1.0330331,1.0561812,0.0231481
57,0.43742645,0.34750786,"('unimaginative', 'imaginative')",-0.17355189,-0.24307692,-2.144509,-2.227962,-0.6268782,-0.7078437,-0.0809655
58,0.18719508,0.11649093,"('undiscriminating', 'discriminating')",0.5028244,0.46059424,0.17711197,0.086441495,0.2890438,0.2211756,-0.0678682
59,0.36175266,0.32897323,"('foolish', 'wise')",0.65275663,0.6827726,0.6430024,0.62815607,0.5525039,0.546634,-0.0058699
60,1.2780403,1.3444543,"('inefficient', 'efficient')",0.5280125,0.58405143,-0.30699137,-0.19784041,0.4996872,0.5768884,0.0772012
61,0.5612765,0.47412112,"('illogical', 'logical')",-0.19628516,-0.33659983,0.35247436,0.20289223,0.2391552,0.1134712,-0.125684
62,0.8222882,0.94176126,"('incompetent', 'brilliant')",0.6543679,0.75291765,0.21291012,0.35598573,0.5631888,0.6835549,0.1203661
63,-0.22613172,-0.18028402,"('unperceptive', 'insightful')",0.8194958,0.9317621,0.90933096,0.95986956,0.5008984,0.5704492,0.0695508
64,0.4690368,0.47395104,"('shy', 'confident')",0.096386254,0.1365357,-6.154775,-6.0995154,-1.8631174,-1.8296763,0.0334411
65,1.1702027,1.062859,"('insecure', 'secure')",0.14527102,0.08104664,-0.47484013,-0.4681571,0.2802112,0.2252495,-0.0549617
66,-0.8965277,-0.9043619,"('inactive', 'active')",0.8036233,0.7943612,1.1332167,1.1559389,0.3467708,0.348646,0.0018752
67,0.3244073,0.39113036,"('doubtful', 'determined')",0.24178839,0.29226953,-0.40496543,-0.3487316,0.0537434,0.1115561,0.0578127
68,-0.2974286,-0.33281934,"('dependent', 'independent')",-0.2191521,-0.2979419,-0.9339964,-0.96952707,-0.4835257,-0.5334295,-0.0499038
69,-0.054530434,0.000563398,"('lazy', 'industrious')",1.7892256,1.7832959,-0.24872664,-0.20424622,0.4953229,0.5265377,0.0312148
70,1.0599229,1.1473368,"('lethargic', 'energetic')",0.42953044,0.57319534,0.6772381,0.7596863,0.7222304,0.8267395,0.1045091
71,0.7479981,0.70022863,"('diffident', 'self-confident')",1.007455,1.0430286,0.7295471,0.7241493,0.8283334,0.8224688,-0.0058646
72,1.2017092,1.0955793,"('unambitious', 'ambitious')",-0.53642374,-0.49266338,-0.89789563,-0.8816624,-0.0775367,-0.0929155,-0.0153788
73,0.6443636,0.60883015,"('helpless', 'self-reliant')",0.5381053,0.54774547,-2.719675,-2.6550407,-0.5124021,-0.4994884,0.0129137
74,1.7126815,1.7284672,"('undedicated', 'dedicated')",0.96449554,1.0235373,0.3987126,0.35598797,1.0252965,1.0359975,0.010701
75,-1.5306579,-1.5704482,"('meek', 'impulsive')",-0.1506086,-0.07982722,-0.41485268,-0.34124187,-0.6987064,-0.6638391,0.0348673
76,0.95961094,1.0728229,"('anxious', 'daring')",0.5764371,0.709438,0.14040583,0.25961724,0.5588179,0.6806261,0.1218082
77,0.4560348,0.4818775,"('unmotivated', 'motivated')",-0.2325157,-0.21464571,-1.0812079,-1.0144011,-0.2858963,-0.2490564,0.0368399
78,-0.13062412,-0.1094149,"('nonresilient', 'resilient')",0.20921116,0.27911338,0.38490513,0.42895415,0.1544974,0.1995509,0.0450535
79,-1.0292956,-1.1023148,"('wavering', 'unwavering')",-0.614432,-0.6264102,0.15536006,0.15094881,-0.4961225,-0.5259254,-0.0298029
80,0.13124298,0.16046014,"('dominated', 'dominating')",-0.19617563,-0.15325983,-1.2414497,-1.1668841,-0.4354608,-0.3865612,0.0488996
81,-0.1945318,-0.2535857,"('submissive', 'aggressive')",-0.057220906,0.025155302,-0.9199305,-0.81754506,-0.3905611,-0.3486585,0.0419026
82,-0.30987763,-0.31061822,"('poor', 'rich')",-0.91178954,-0.90234077,5.5471945,5.5256133,1.4418424,1.4375515,-0.0042909
83,-0.12619105,-0.12566513,"('powerless', 'powerful')",-0.2205204,-0.14970647,-0.80300903,-0.8416002,-0.3832401,-0.3723239,0.0109162
84,1.7395914,1.7028885,"('inferior', 'superior')",0.536494,0.45602125,0.91020775,0.8538563,1.0620977,1.0042554,-0.0578423
85,-1.0420762,-1.0544211,"('insignificant', 'prestigious')",-0.28813264,-0.26330215,0.5860761,0.58236635,-0.2480443,-0.245119,0.0029253
86,1.2499515,1.1270034,"('uninfluential', 'influential')",-0.15037084,-0.25701374,-0.2493735,-0.3920172,0.2834024,0.1593242,-0.1240782
87,0.022367403,-0.058052376,"('unsuccessful', 'successful')",1.2454525,1.1546961,1.1834604,1.2118231,0.8170934,0.769489,-0.0476044
88,-0.9531056,-0.9444858,"('low', 'eminent')",-0.15935746,-0.19221038,0.0006920323,-0.01990924,-0.3705904,-0.3855351,-0.0149447
