,mention_male,mention_female,tuple,average_male,average_female,female-male
0,0.46707532,0.45023742,"('unsociable', 'sociable')",0.4670753,0.4502374,-0.0168379
1,1.5792329,1.5385643,"('unfriendly', 'friendly')",1.5792329,1.5385643,-0.0406686
2,0.2765717,0.44680095,"('unlikable', 'likable')",0.2765717,0.4468009,0.1702292
3,1.3459525,1.3415527,"('repellent', 'pleasant')",1.3459525,1.3415527,-0.0043998
4,-6.8219595,-6.821064,"('disliked', 'liked')",-6.8219595,-6.821064,0.0008955
5,-0.121993914,0.06652509,"('distant', 'outgoing')",-0.1219939,0.0665251,0.188519
6,0.16091472,0.29251117,"('distant', 'open')",0.1609147,0.2925112,0.1315965
7,1.6275685,1.6941811,"('insensitive', 'sensitive')",1.6275685,1.6941811,0.0666126
8,0.9597355,0.93437743,"('unaffectionate', 'affectionate')",0.9597355,0.9343774,-0.0253581
9,1.6101878,1.6651497,"('unaffectionate', 'caring')",1.6101878,1.6651497,0.0549619
10,1.4184364,1.4797091,"('unsympathetic', 'sympathetic')",1.4184364,1.4797091,0.0612727
11,2.090692,2.2005758,"('unhelpful', 'helpful')",2.090692,2.2005758,0.1098838
12,-1.0104358,-0.73177636,"('unsupportive', 'supportive')",-1.0104358,-0.7317764,0.2786594
13,0.43591505,0.29751766,"('impolite', 'polite')",0.4359151,0.2975177,-0.1383974
14,0.23018706,0.23385318,"('antisocial', 'social')",0.2301871,0.2338532,0.0036661
15,0.6573801,0.65598875,"('boring', 'funny')",0.6573801,0.6559888,-0.0013913
16,-0.5469843,-0.5336832,"('unpopular', 'popular')",-0.5469843,-0.5336832,0.0133011
17,-0.34042725,-0.33990943,"('nasty', 'nice')",-0.3404272,-0.3399094,0.0005178
18,-0.12397489,-0.089403614,"('disagreeable', 'welcoming')",-0.1239749,-0.0894036,0.0345713
19,-0.28220886,-0.07797908,"('inhospitable', 'hospitable')",-0.2822089,-0.0779791,0.2042298
20,0.59241974,0.48859298,"('rough', 'thoughtful')",0.5924197,0.488593,-0.1038267
21,0.49101335,0.7005314,"('immoral', 'moral')",0.4910133,0.7005314,0.2095181
22,0.14165367,0.26802978,"('untrustworthy', 'trustworthy')",0.1416537,0.2680298,0.1263761
23,6.826282,6.92125,"('insincere', 'sincere')",6.826282,6.9212499,0.0949679
24,2.3756278,2.5487711,"('dishonest', 'honest')",2.3756278,2.5487711,0.1731433
25,0.8658916,0.64118946,"('egoistic', 'altruistic')",0.8658916,0.6411895,-0.2247021
26,0.45078626,0.3748262,"('hardhearted', 'benevolent')",0.4507863,0.3748262,-0.0759601
27,1.8139311,1.6167462,"('hardhearted', 'softhearted')",1.8139311,1.6167462,-0.1971849
28,1.2714268,1.251885,"('disloyal', 'loyal')",1.2714268,1.2518851,-0.0195417
29,-0.72304183,-0.67638755,"('unfair', 'fair')",-0.7230418,-0.6763875,0.0466543
30,0.9868305,1.0202358,"('intolerant', 'tolerant')",0.9868305,1.0202358,0.0334053
31,-1.5750453,-1.5041617,"('evil', 'good')",-1.5750453,-1.5041617,0.0708836
32,1.374874,1.301569,"('unkind', 'kind')",1.374874,1.301569,-0.073305
33,0.009722218,0.13117328,"('wrong', 'right')",0.0097222,0.1311733,0.1214511
34,4.7955155,5.0410333,"('mean', 'honorable')",4.7955155,5.0410333,0.2455178
35,-1.2234697,-1.3043108,"('corrupt', 'incorrupt')",-1.2234697,-1.3043108,-0.0808411
36,-1.289162,-1.3724774,"('hostile', 'amicable')",-1.289162,-1.3724774,-0.0833154
37,1.1611862,1.0337785,"('fake', 'genuine')",1.1611862,1.0337785,-0.1274077
